father	اب
grey partridge	تیهو
warrior	ارتشدار
digest	گواشتن
document	دستاویز
Ukrainian	اوکراینی
wrecked	داغون
Ferula	آنغوزه
climate	اقلیم
opopanax	کماشیر
contraband	قاچاق
walk	راه بردن
plant	عروسک پشت پرده
Alkekengi officinarum	کاکنج
judge	قاضی
court of justice	محکمه
Madrid	مادرید
progress	ترقی
flame	آلاوه
humanity	انسانیت
slovenly	پنتی
village	کدخدا
alms	خیرات
ostrich	شترمرغ
unicolored	یک‌رنگ
shock	هول
jurisprudence	حقوق‌شناسی
burp	آروغ
burp	آروغ زدن
metropolis	کلان‌شهر
sink	پارگین
last night	پرندوش
give	اجازه دادن
here and there	جابجا
tail	دنب
collapse	رمبیدن
feeble	سست
vile	ششت
wudu	وضو
grow up	کلان شدن
pluralized	جمع‌الجمع
sprinkle	پاشیدن
affix	وند
stage-coach	دلیجان
south	نیمروز
Hamadan	ورکانه
Hamadan	آبشینه
Hamadan	مریانج
Istanbul	قسطنطنیه
Peshmerga	پیشمرگه
leathern	کندوری
lamp	قندیل
water closet	ادبخانه
place	کده
cause	باعث
بخارا	آلوی بخارا
cover	سرپوش
socket	سرپیچ
danger	سیج
dangerous	سیجناک
emphasis	تأکید
flood	سیلابی
floodplain	دشت سیلابی
yakhni	یخنی
brocade	زربفت
fly	پراندن
termite	موریانه
shrimp	میگو
cleave	شکافتن
tickle	قلقلک
tickle	قلقلک دادن
brave	دلیر
scatter	افشاندن
wintering	قشلاق
morsel	لقمه
crime	جنایتکار
petty crime	بزهکار
big	کبیر
prosecutable	پیگرد قانونی داشتن
single	سینگل
uninteresting	دل کسی را زدن
rendezvous	دیدار
collusion	سازش
choice	گزینش
set	واداشتن
humidity	رطوبت
strut	چمیدن
sorrowful	غمناک
verdigris	زنگار
cry	خروشیدن
portfolio	جزدان
golden shower tree	خیار چنبر
Khwarazmshah	خوارزمشاه
al-Khwarizmi	خوارزمی
Khwarazmshah	خوارزمشاهیان
Safavid	صفویان
Qajar	قاجاریان
Afsharid	افشاریان
Zand	زندیان
corner	كنج
penknife	قلمتراش
Islam	زکات
oppression	بیداد
sheep	میشین
phoneme	واج
castellan	کوتوال
lawless	بی‌صراط
weaver	جولاهک
merciful	بخشنده
Nishapur	شادیاخ
camelthorn	اشترخار
camelthorn	شترخار
harmal	سداب
Ceylon	سیلان
greengrocer	سبزی فروش
patient	شکیبنده
take	استدن
resurrection	نشور
silken	دارایی
leathern	دولچه
desk	پیشتخته
feet	پاچه
slumber	پینکی
damask	كمخا
happiness	خوشبختی
tray	خوانچه
tannery	دباغ خانه
sambuseh	سمبوسه
sailor	خلاشی
rubbish	خلاشه
mulatto	خلاسی
thief	خلاس
introducing	خلیدن
greengage	گوجه سبز
saddle blanket	تگلتو
agrimony	غافث
Andijan	اندیجان
sorrow	غصه
walker	گازر
face	سیما
frown	اخم
frowny	اخمو
irreligious	بی‌دین
griffin	شیردال
Avicenna	ابن سینا
vineyard	موستان
Averroes	ابن رشد
adventurer	ماجراجو
royal	شاهوار
rub	ساییدن
erode	فرسودن
rule	حکومت کردن
royal	سلطانی
Darwinism	داروینیسم
alfalfa	یونجه
clover	شبدر
vetch	ماشک
sainfoin	اسپرس
Hindu	هندو
incomplete	ناتمام
locksmith	چلنگر
hallway	راهرو
some	برخی
anyone	هرکس
epidemic	همه‌گیری
pandemic	دنیاگیری
rye	جودر
waste	پسماند
inertia	ماند
punishment	کیفر
Hamadan	همدان
famous	سرشناس
upset	ناراحت
nine hundred	نهصد
complete	سپری
seven hundred	هفتصد
eight hundred	هشتصد
ascension	معراج
inspiration	وحی
slavery	غلامی
bugloss	شنگار
turban	دولبند
lemma	بن‌واژه
arrow	تخش
holidays	تعطیلات
equivalent	معادل
essence	خیم
demon	استویهاد
spur	مهمیز
cream	خامه
driver	شوفر
crab	کلنجار
fumble	کلنجار رفتن
gypsy	قرشمال
major general	امیرتومان
major general	سرلشکر
regiment	هنگ
eagles	آموت
dreadful	موحش
regiment	رژیمان
prostitute	تن‌فروش
ring	چنبره
prostitute	لکاته
anal sex	کون‌مرزی
horny	حشری
sexy	شهوت‌انگیز
sexy	شهوت‌برانگیز
faggot	بچه‌کونی
جق	جق زدن
locksmith	قفل‌ساز
keymaker	کلیدساز
garnet	بیجاده
rein	پالهنگ
dragon	اژدهافش
birthday	زادروز
valour	کنداوری
drop	چکه
stumble	سکندری
diadem	دیهیم‌ها
tiara	نیم‌تاج
Devil mask	کلاه‌خود
fraud	کلاه‌برداری
puny	نحیف
-like	فش
lionlike	شیرفش
wig	کلاگیس
ferocious	ارغند
ferocious	شرزه
foam	کف کردن
ferocious	شرزه‌شیر
ferocious	شرزه‌پلنگ
major general	امیرلشکر
isn't it	مگر نه
groan	ناله
rhinoceros	کرگ
adulteration	آلایش
pass	تصویب
Ziziphus jujuba	عنابی
set	نشاندن
adept	خباره
progress	پیش رفتن
level	اشکوب
coot	خشنسار
coot	چنگر
coot	پرلا
ask	سؤال کردن
withstand	ستهیدن
defeated	ستوه
sapphire	یاقوت کبود
defeated	شکست‌خورده
semen	گشناب
come back	باز آمدن
happy	بختاور
trefoil	قت
coral	بسد
overwhelmed	به ستوه آمدن
swamp	به ستوه آوردن
despite	با این همه
wounded	مجروح شدن
wounded	افگار
wound	جراحت
drum	دمبک
ironware	چیلان
spittoon	خیودان
blue-eyed	کبودچشم
full	شبانه روز
spit	خیو
Bactrian camel	شتر دوکوهان
hump	کوهان
torque	گشتاور
pump	تنجار
toque	ممان
dam	کرپی
earthquake	بومهن
inertia	اینرسی
fluid mechanics	مکانیک سیالات
fluid	سیال
define	تعریف کردن
classical mechanics	مکانیک کلاسیک
quantum  mechanics	مکانیک کوآنتوم
full	جمعاً
solid	مکانیک جامدات
solid	جامد
happy	شاد باد
show	نشان دادن
guess	حدس زدن
guess	حدس
fill	پر کردن
ZWNJ	مه‌بانگ
the shoemaker's children go barefoot	کوزه‌گر از کوزه شکسته آب می‌خورد
event	ماجرا
stabbed	دشنه‌آجین
در	در شهر کوران، یک‌چشم پادشاست
construct	برساخت
stick	چیله
Kamyab	کامیاب
Muhammad	چهار یار
sky	کبودپشت
supermoon	مه‌مانگ
hidden	پنهان
cute	مامانی
chop	انجیدن
political science	علوم سیاسی
equal	مساوی
as	چنانکه
just	همانطور که
take out	درآوردن
bed	تختخواب
halt	متوقف کردن
heavily	پرجمعیت
fapper	جقی
Dagestan	داغستان
به	به دست آوردن
آوردن‎	بدست آوردن
به	به ساز کسی رقصیدن
honeydew melon	طالبی
madwort	قدومه
madwort	تودری
rye	چاودار
bullet	مرمی
Ghazni	غزنوی
until	تا وقتی که
originally	نخستین
antonym	متضاد
sequence	دنباله
visage	رخسار
centipede	صدپا
slipper	دمپایی
word	سروب
remote control	کنترل
mannerless	نااهل
gallant	غیور
regret	حسرت
with	کتی
despicable	نذل
pestle	هونگ
دسته	دسته‌هاون
دسته	دسته‌هونگ
آب	آب در هاون کوبیدن
پست	پست کردن
recommended	سفارشی
vanguard	پیشتاز
قبل	قبل از
before	پیش از
take	طول کشیدن
mattress	دوشک
bound	بسته
proud	سرفراز
arrogant	گردن فراز
arrogant	متکبر
رُخِ	رخ عقاب گرفتن
postcode	کد پستی
ancient	باستان
feeble	فکسنی
enduring	پابرجا
calendar	گاه‌شماری
ruins	ویرانه
hated	منفور
excessive	مفرط
artificial	مصنوعی
tax	مالیات
course	جریان
splendid	پررونق
wealthy	غنی
raise	پرورش دادن
teach	تدریس
retirement	بازنشستگی
preservation	نگهداری
although	با این که
cook	آشپزی کردن
meet	به هم رسیدن
surrounding	محیط
online	آنلاین
appear	پدیدار شدن
conquest	تسخیر
navy	بحریه
distributor	دلکو
abject	فرومایه
precise	پرسون
punch	سنبه
pro bono	عام‌المنفعه
unlikely	بعید
apostrophe	آپاستروف
try	سعی
at most	حداکثر
ornament	جیغه
leapfrog	جفتک‌چارکش
spacecraft	سفینه
traveller	سیاح
passionate	پرشور
cause	باعث شدن
so	چندان
dignity	کرامت
quicksilver	سیماب
breeding	پرورش
retired	بازنشسته
intimate	یار غار
raisin	مویز
trowel	ماله
bride	بیوگ
conquer	تسخیر کردن
unite	متحد کردن
whatever	هرچه
intermediation	توسط
talk	گپ زدن
similar	شبیه
treatment	معالجه
noise	سر و صدا
fountain pen	خودنویس
adopted	فرزندخوانده
deputy	معاون
explanation	توضیح
lower	کاهش دادن
leave	ترک کردن
survey	بازدید
bronze	برنز
period	دوره
force	مجبور کردن
export	صادر کردن
enter	وارد کردن
exclamation mark	علامت تعجب
powerful	قدرتمند
feeble	ناتوان
besides	به علاوه
addition	علاوه
cause	خنداندن
changeling	عوضی
changeling	تخم جن
popular	چلوکباب
mixed	مختلط
menu	صورت‌غذا
appetizer	پیش‌غذا
drink	نوشیدنی
mineral	معدنی
semantic	معنوی
epic	حماسه سرا
Gregorian	میلادی
income	درآمد
gradual	تدریج
encounter	دچار
year	سالگی
put	قرار گرفتن
adorn	زیبیدن
ravine	آبکند
buffalo	غرغاو
power of attorney	وکالت
village	دهیار
modernized	مدرنیزه
especially	بخصوص
proud	افتخار کردن
meet	ملاقات کردن
perception	دریافت
valiant	دلاور
javelin	زوبین
money	کم‌مایه
wash	آب و جارو
irremediable	لاعلاج
intimate	صمیمی
relation	مناسبت
gift	سوغات
dug	دستکند
packsaddle	پالان
Caesar	قیصر
golden	زرین
iron	آهنین
-ful	گین
in the middle of	در حال
bow	تعظیم
open	باز شدن
thyroid	تیروئید
thyroid	سپردیس
shake hands	دست دادن
take back	پس گرفتن
draw out	آختن
lockdown	شهربندان
ifrit	عفریت
personality	شخصیت
different	متفاوت
ferula	باریجه
secret	لوترا
gentleman	چلبی
wormwood	درمنه
Sichuan pepper	فاخره
slope	شیب
need	احتیاج
think tank	اندیشکده
food	خواربار
woe	وای
sorrel	ترشک
Urmia	سلماس
permission	رخصت
justice	دادار
malodorous	گندلاش
sapling	نهال
Gerdkuh	گردکوه
hear	شنفتن
Tatvan	آخلاط
شمالی	مقدونیه شمالی
blanket	زیلو
morpheme	تکواژ
deny	انکار کردن
horn	ختو
magnet	آهنربا
medicine	شفا
righteous	فریور
grate	رندیدن
Balochistan	بلوچستان
method	شگرد
violent	زوش
cart	گردونه
carriage	ارابه
eye	نهور
spoken	تکلم شدن
shape	هیئت
supervision	سرپرستی
form	تشکیل دادن
observance	رعایت
dermatology	پوست‌شناسی
climatology	اقلیم‌شناسی
gerontology	پیری‌شناسی
demonology	دیوشناسی
musicology	موسیقی‌شناسی
scared	گرخیدن
throw away	دور انداختن
sit down	تمرگیدن
bore	سفتن
fear	هاسیدن
grate	رنده کردن
pretend	وانمود کردن
ignore	نادیده گرفتن
ignore	چشم‌پوشی کردن
try	کوشیدن
از	از یاد بردن
خرد	خرد کردن
تهدید	تهدید کردن
مشاهده	مشاهده کردن
تقلید	تقلید کردن
استخراج	استخراج کردن
رشد	رشد کردن
تایید	تایید کردن
ایجاد	ایجاد کردن
توصیه	توصیه کردن
تشویق	تشویق کردن
تقسیم	تقسیم کردن
نفرت	نفرت داشتن
تمایل	تمایل داشتن
هلاک	هلاک کردن
هلاک	هلاک شدن
let go	ول کردن
outsource	برون‌سپاری کردن
imprison	حبس کردن
support	حمایت کردن
بازنگری	بازنگری کردن
return	بازگشتن
بازتاب	بازتاب کردن
تهمت	تهمت زدن
worship	عبادت کردن
praise	ستایش کردن
roar	غریدن
avoid	پرهیز کردن
avoid	پرهیزیدن
در	دربرگرفتن
invite	دعوت کردن
forgive	عفو کردن
acquit	تبرئه کردن
meet	دیدار کردن
struggle	چخیدن
عبور	عبور کردن
گذر	گذر کردن
familiarize	شناساندن
demand	طلبیدن
جبران	جبران کردن
fever	تب کردن
pasta	پاستا
run	دواندن
شباهت	شباهت داشتن
suffocate	خفه کردن
suffocating	خفه شدن
destroyed	خراب شدن
مخلوط	مخلوط کردن
evaporate	تبخیر شدن
dry	خشکیدن
جشن	جشن گرفتن
explode	ترکاندن
pagoda	بتکده
بازگو	بازگو کردن
آشنا	آشنا کردن
approve	پسندیدن
resonate	خنیدن
sprinkle	پشنجیدن
try	تخشیدن
dye	رزیدن
brag	لافیدن
upset	رنجیدن
annoy	رنجاندن
pasture	چراندن
stage	مرحله
push	هل دادن
بستاوه	بستاوه شدن
system	منظومه
aorta	آئورت
aware	آگاهیدن
inform	آگاهاندن
predict	پیش‌بینی کردن
fall	سقوط کردن
estimation	برآورد
removal	ازاله
supply	فراهم کردن
pay attention	دقت کردن
religiosity	دین‌داری
dismissed	برکنار
adding	الحاق
present	کنونی
Pashtun	شینواری
stand	ایستاندن
move	جنباندن
complain	گله کردن
erupt	فوران کردن
prepare	آماده کردن
estimate	برآورد کردن
evaluate	ارزیابی کردن
insure	بیمه کردن
insulate	عایق کردن
judge	قضاوت کردن
throw	پرتاب کردن
lock	قفل کردن
memorize	از بر کردن
murder	قتل کردن
make up	آشتی کردن
break off	قهر کردن
resist	ایستادگی کردن
sharpen	تیز کردن
hesitate	تردید کردن
ridicule	مسخره کردن
release	رها کردن
insult	توهین کردن
touch	لمس کردن
intend	قصد کردن
observe	رصد کردن
enjoy	حظ کردن
steal	سرقت کردن
throw	پرت کردن
allegory	تمثیل
shake	تکان دادن
recognize	تشخیص دادن
swallow	قورت دادن
accustom	عادت دادن
put	قرار دادن
Mazandaran	بهشهر
anecdote	حکایت
emit	گسیل کردن
transmit	تراگسیل کردن
send	راهی کردن
send	روانه کردن
send	رهسپار کردن
distance	مسافت
shroud	کفن
didactic	تعلیمی
poisoned	جام زهر
Transoxiana	فرارود
Transoxiana	ماوراءالنهر
Khorasan	سبک خراسانی
Iraq	سبک عراقی
Indian	سبک هندی
دیدَن	دیدن کردن
record	رکورد
بُلَند	بلند شدن
marriage	نکاح
Saljuqid	سلجوقی
Konya	قونیه
annoying, pesky, obtrusive, in one's way	مزاحم
