at	pie
Jeremiah	Jeremija
Lamentations	Raudu Dziesmas
giraffe	žirafe
opera glasses	binoklis
Ezekiel	Ecēhiēls
loom	stelles
Hosea	Hozeja
Joel	Joēl
Amos	Āmos
Nahum	Nahuma
Habakkuk	Habakuka
Zephaniah	Cefanja
Haggai	Hagaja
Zechariah	Caharija
Malachi	Maleahija
Rhine	Reina
Acts of the Apostles	Apustuļu darbi
Romans	Romiešiem
Corinthians	Korintiešiem
Galatians	Galatiešiem
Ephesians	Efeziešiem
Philippians	Filipiešiem
Colossians	Kolosiešiem
Thessalonians	Tesaloniķiešiem
Timothy	Timotejam
Titus	Titam
Philemon	Filemonam
Hebrews	Ebrejiem
Apocalypse	Atklāsmes
instant	acumirklis
bend	līkums
officially	oficiāli
Northern Europe	Ziemeļeiropa
strike	streiks
punch	dunka
careful	uzmanīgs
update	aktualizēt
update	atjaunināt
activate	aktivizēt
monkey	pērtiķis
switch on	ieslēgt
jack of all trades	meistars visās lietās
teenager	tīnis
turn off	izslēgt
hormone	hormons
Philippines	Filipīnas
covetous	kārs
deactivate	deaktivizēt
bust	biste
bisexual	biseksuālists
volcano	vulkāns
dock	doks
hope	cerība
fidget spinner	grozāmgrābslis
change	grozīt
fumble	grābstīties
brunch	vēlbrokastis
QR code	kvadrātkods
square	kvadrāts
code	kods
can	grozāms
pearl	pērle
mabe pearl	mabē pērle
measure	mērs
mayoress	mēre
six pack	sešpaka
multipack	multipaka
nihonium	nihonijs
moscovium	moskovijs
tennessine	tenesīns
oganesson	oganesons
hamster	kāmis
territory	teritorija
owl	pūce
dress up	pucēt
ha-ha	hahā
pronunciation	izruna
when two Sundays come together	kad pūcei aste ziedēs
bloom	ziedēt
aye-aye	slaidpirkstainis
barley	mieži
God	Dievs
grandfather	vectēvs
brick	ķieģelis
gee-gee	zirdziņš
raven	krauklis
cormorant	jūras krauklis
cup	kauss
ice	saldējums
present	dāvana
buzz	sīkt
drown	slīkt
pine	nīkt
mill	dzirnavas
coordinate	saskaņot
Namibia	Namībija
Martinique	Martinika
alphabet	alfabēts
Pacific Ocean	Klusais okeāns
Gabon	Gabona
Malawi	Malāvija
Mauritius	Maurīcija
Western Sahara	Rietumsahāra
Wiktionary	Vikivārdnīca
Arctic Ocean	Ziemeļu Ledus okeāns
babysitter	aukle
nurse	auklēt
microbiology	mikrobioloģija
art	māksla
throw	sviest
embassy	vēstniecība
ambassador	vēstnieks
ambasadress	vēstniece
herald	vēstīt
coat of arms	ģerbonis
Republic of South Africa	Dienvidāfrikas Republika
nene	Havaju zoss
steal	nozagt
stealing	nozogam
pinch	nočiept
French Guiana	Franču Gviāna
Republic of the Congo	Kongo Republika
Micronesia	Mikronēzija
Marshall Islands	Māršala Salas
Solomon Islands	Zālamana Salas
altar	altāris
get married	iet pie altāra
amethyst	ametists
crown	kronis
be	būt kroņa maizē
clay	māls
grinding	maļam
novel	romāns
deoxyribonucleic acid	dezoksiribonukleīnskābe
Swaziland	Svazilenda
Caucasus	Čečenija
North Carolina	Ziemeļkarolīna
São Tomé and Príncipe	Santome un Prinsipi
Attica	Atika
Greenland	Grenlande
lawyer	advokāts
archbishop	arhibīskaps
Jew	ebrejs
Jew	jūds
Yid	žīds
silk	zīds
Judas	Jūda
Judas	Jūdas vēstule
James	Jēkaba vēstule
John	Jāņa vēstule
Genesis	Radīšanas grāmata
Joshua	Jozuas grāmata
Moses	Mozus
Zephaniah	Cefanjas grāmata
machine gun	ložmetējs
biochemistry	bioķīmija
picture	glezna
pour	bērt
gather	sapulcēties
Democratic Republic of the Congo	Kongo Demokrātiskā Republika
Odin	Odins
Cologne	Ķelne
circumflex	cirkumflekss
bat	sikspārnis
semiconductor	pusvadītājs
alloy	sakausējums
vampire	vampīrs
representative	pārstāvis
duckbill	pīļknābis
weasel	zebiekste
leave	atstāt
Afrikaans	afrikandu valoda
Afrikaans	afrikands
World War I	Pirmais pasaules karš
World War II	Otrais pasaules karš
valoņu valoda	valoņu valoda
afāru valoda	afāru valoda
abhāzu valoda	abhāzu valoda
ačinu valoda	ačinu valoda
ačolu valoda	ačolu valoda
adangmu valoda	adangmu valoda
adigu valoda	adigu valoda
Ainu	ainu valoda
Akan	akanu valoda
gruesome	šaušalīgs
admiral	admirālis
atomic number	atomskaitlis
werewolf	vilkacis
Bavaria	Bavārija
Tibet	Tibeta
Burgundy	Burgundija
Réunion	Reinjona
Sahara	Sahāra
Orion	Orions
anthropocentrism	antropocentrisms
biathlon	biatlons
Buddhism	budisms
buzzard	klijāns
peregrine falcon	lielais piekūns
uneven	grumbuļains
meningitis	meningīts
meniscus	menisks
seaborgium	sībordžijs
myopia	miopija
short-sightedness	tuvredzība
lactic acid	pienskābe
fatty acid	taukskābe
motorway	automaģistrāle
acetic acid	etiķskābe
cathedral	katedrāle
inductance	induktivitāte
howitzer	haubice
Central Africa	Centrālāfrika
Czechoslovakia	Čehoslovākija
Leipzig	Leipciga
Mayotte	Majota
Picardy	Pikardija
Udmurtia	Udmurtija
Wallonia	Valonija
Solomon Islands	Zālamana salas
United States Virgin Islands	ASV Virdžīnas
British Virgin Islands	Britu Virdžīnas
Falkland Islands	Folklenda salas
Falkland Islands	Folklenda Salas
Anguilla	Angiļa
American Samoa	Amerikāņu Samoa
Comoro Islands	Komoru salas
Comoros	Komoras
Saint Helena	Svētā Helēna
Tobago	Tobāgo
Trinidad	Trinidāda
Wallis and Futuna	Volisa un Futuna
Dresden	Drēzdene
yotta-	jota-
acroterium	akrotērijs
ammonia	amonjaks
beryl	berils
mass number	masas skaitlis
magnetic field	magnētiskais lauks
grandson	mazdēls
grandson	meitasdēls
grandson	dēladēls
newton	ņūtons
uncle	mātesbrālis
uncle	tēvabrālis
open	nevērt
carbon dioxide	oglekļa dioksīds
dioxide	dioksīds
radian	radiāns
voltage	spriegums
amblyopia	ambliopija
dyslexia	disleksija
chromosome	hromosoma
aunt	mātesmāsa
granddaughter	meitasmeita
granddaughter	mazmeita
vacuum tube	elektronu lampa
nutcracker	riekstrozis
formic acid	skudrskābe
nitric acid	slāpekļskābe
sulfuric acid	sērskābe
butyric acid	sviestskābe
cypress	ciprese
occidental	rietumu
impressive	iespaidīgs
acute	akūts
enjoy your meal	labu apetīti
achoo	apčī
Caesarean section	ķeizargrieziens
spank	pērt
peer	pērs
explored	pētīts
hurt	sāpēt
thaw	kūstam
bar	bārs
scold	baram
scold	bārt
plug	puļķis
catch	ķert
intercept	pārķert
fairy	feja
medicaster	pūšļotājs
dialect word	apvidvārds
drawing board	rasējamais dēlis
batten	dēlis
jargon	žargons
sputnik	sputņiks
patience	pacietība
goodness	labestība
file	datne
marry	precēt
leaf beetle	lapgrauzis
ham	šķiņķis
naively	naivi
hiccup	žagas
steep	mērcēt
soak	mērcēties
become wet	mirkt
first	pirmā
fourth	ceturtā
second	otrā
third	trešā
heads or tails	cipars vai ģerbonis
digit	cipars
birch	meija
loaf	klaips
hornet	sirsenis
hornet	sirsonis
spirituality	garīgums
spiritual	garīgs
peanut	zemesrieksts
right	tiesības
news	ziņas
message	ziņa
noticeable	ievērojams
notice	ievērot
observe	vērot
swear	zvērēt
Aleister	Alisters
hum	dūkt
hum	dūcam
glue	līme
warbler	ķauķis
whitethroat	brūnspārnu ķauķis
garden warbler	dārza ķauķis
Eurasian blackcap	melngalvas ķauķis
stool	ķeblis
tyre	riepa
noble	cēls
quagmire	slīkšņa
all systems go	startam gatavs
from the word go	no paša sākuma
whistle	svilpt
hexagon	sešstūris
repaint	pārkrāsot
involuntarily	neviļus
luminaire	gaismeklis
luminary	spīdeklis
shine	spīdēt
luminary	spīdekle
listen	klausos tevi
once	reiz
another time	citreiz
once and for all	reiz par visām reizēm
klaxon	klaksons
possibility	iespēja
zoo	zooloģiskais dārzs
kill	nogalināt
several	daži
some	dažs
close down	aizvērt
aizveros	aizvērties
once	kādreiz
life	dzīvība
I'm sorry	piedodiet
meal	azaids
shoot	asns
shield	vairogs
abacus	abaks
subscriber	abonents
twaddle	muldēt
shirt	krekls
efficacy	iedarbīgums
flee	bēgt
censorship	cenzūra
sell	pārdot
stop	pietura
autobusa pietura	autobusa pietura
play sport	sportot
walk	staigāt
hairstyle	frizūra
top	topiņš
musician	mūziķis
puddle	peļķe
compass point	debespuse
sooner or later	agrāk vai vēlāk
reason	saprāts
common sense	veselais saprāts
thunderstorm	negaiss
lend	aizdot
insurance	apdrošināšana
lighthouse	bāka
millimeter	milimetrs
nanometre	nanometrs
Hassidism	hasīdisms
curtain	aizkars
iron	gludeklis
admiration	apbrīna
half-plane	pusplakne
joule	džouls
musical instrument	mūzikas instruments
mammal	zīdītājs
governor	gubernators
degenerate	virst
utter	bilst
bay	bȩ̃rs
thigh	ciska
equilibrium	līdzsvars
proverb	sakāmvārds
proverb	paruna
influence	ietekme
shop assistant	pārdevējs
firefighter	ugunsdzēsējs
criminal	noziedznieks
crime	noziegums
poke	čakarēt
fight	cīnīties
student	audzēknis
student	audzēkne
union	savienība
flag-bearer	karognesējs
choose	izvēlēties
railway	dzelzceļš
threshold	slieksnis
narwhal	narvalis
hoopoe	pupuķis
teahouse	tējnīca
metallurgy	metalurģija
pseudoscience	pseidozinātne
dendrochronology	dendrohronoloģija
rock music	rokmūzika
coffeehouse	kafejnīca
thorax	krūškurvis
dress	kleita
blouse	blūze
t-shirt	t-krekls
sweater	džemperis
underwear	apakšveļa
connect	savienot
subscribe	abonēt
president	prezidente
make	taisīt
elongated	garens
measurement	mērīšana
measure	mērīt
baptism	kristības
test tube	mēģene
shoebill	tupeļknābis
charity	labdarība
abomasum	glumenieks
immortality	nemirstība
stoichiometry	stehiometrija
pelmeni	pelmeņi
direction	virziens
rust	rūsa
adventure	piedzīvojums
experience	pieredze
drinker	dzērājs
support	balsts
sentence	teikums
object	priekšmets
helper	palīgs
alcoholic	alkoholiķis
alchemist	alķīmiķis
alchemy	alķīmija
formation	veidojums
artist	mākslinieks
perceive	uztvert
elastic	elastīgs
enter	ieiet
leave	iziet
exit	izeja
load	slodze
stand in	aizvietot
bundle	sainis
tie	pārsiet
wound	brūce
wound	ievainot
injury	ievainojums
fracture	lūzums
create	radīt
show	rādīt
perception	uztvere
technology	tehnoloģija
communism	komunisms
challenge	izaicinājums
bedbug	blakts
cobblestone	bruģakmens
snow	snigt
smoke	smēķēt
smoke	pīpēt
push	grūst
fart	pirst
shit	kakāt
shit	dirst
hangover	paģiras
loneliness	vientulība
lighter	šķiltavas
match	mačs
ashtray	pelnu trauks
shave	skūt
border	robeža
cable	kabelis
wake up	pamosties
wake up	atmosties
toothpaste	zobu pasta
camp	nometne
sneeze	šķaudīt
gun	šautene
smartphone	viedtālrunis
razor	skuveklis
tap	krāns
discount	atlaide
keyboard	tastatūra
plug	aizbāznis
washing machine	veļas mašīna
full moon	pilnmēness
full moon	pilnacis
cold	saaukstēšanās
dandruff	blaugzna
learn	mācīties
pronounce	izrunāt
bakery	beķereja
programmer	programmētājs
firework	uguņošana
popcorn	popkorns
developer	izstrādātājs
demonstrate	izrādīt
performance	izrāde
respect	cieņa
attitude	attieksme
cross	pāriet
crossing	pāreja
pedestrian	gājējs
trip	gājiens
device	ierīce
household	mājsaimniecība
impact	trieciens
extinguish	dzēst
loan	aizdevums
lender	aizdevējs
record	atzīme
vat	baļļa
registrant	reģistrētājs
target	mērķis
fog	dūmaka
raindrop	lietus lāse
snowflake	sniegpārsla
traffic light	luksofors
joint	locītava
dough	mīkla
quiz	viktorīna
Merry Christmas	priecīgus Ziemassvētkus
branch	nozare
redstart	erickiņš
administration	pārvalde
spirit	šņabis
cocktail	kokteilis
enthusiast	baudītājs
enjoy	baudīt
enjoyment	bauda
fine	smalks
shoehorn	apavu lāpstiņa
clothing	apģērbs
clothes	drēbes
sieve	siets
corkscrew	korķviļķis
charity shop	labdarības veikals
lesson	mācība
bedsheet	palags
chew	košļāt
bite	kodums
fill	pildīt
tile	flīze
mould	pelējums
fresh	svaigs
mani sauc	mani sauc
piece	gabals
freckle	vasaras raibums
rust	rūsēt
drive	vadīt
archive	arhīvs
stop	apstāties
punch	belziens
distance	attālums
distance	atstatums
buckle	sprādze
welcome	laipni lūdzam
noise	troksnis
olive	olīve
mustard	sinepes
camera	fotoaparāts
scarf	šalle
zip fastener	rāvējslēdzējs
syllable	zilbe
kettle	katls
teapot	tējkanna
building	būve
building	celtne
building	ēka
office	kantoris
office	birojs
fire extinguisher	ugunsdzēsības aparāts
supermarket	lielveikals
foxglove	uzpirkstīte
packet	paciņa
chanterelle	gailene
brain	smadzenes
Rubik's cube	Rubika kubs
shelf	plaukts
gingerbread	piparkūka
visa	vīza
intersection	krustošanās
suburb	priekšpilsēta
suburb	piepilsēta
sleeping bag	guļammaiss
socket	ligzdā
socket	kontaktligzdā
snore	krākt
statue	statuja
herring	strimala
monument	piemineklis
tourist	tūrists
furniture	mēbeles
foreign exchange	ārvalstu valūtas tirgus
polite	pieklājīgs
hurry	skuba
rush	steigties
defense	aizsardzība
activity	aktivitāte
agency	aģentūra
bulk	apjoms
bulk	apmērs
architecture	arhitektūra
association	asociācija
assistance	atbalsts
responsibility	atbildība
relation	attiecība
expansion	attīstība
basis	bāze
end	beigas
moment	brīdis
participant	dalībnieks
e-mail	e-pasts
occasion	gadījums
system	iekārta
cause	iemesls
possessor	īpašnieks
ownership	īpašums
payment	izmaksa
utilization	izmantošana
realization	izpratne
exhibition	izstāde
option	izvēle
totality	kopums
credit	kredits
crisis	krīze
rate	kurss
quality	kvalitāte
agriculture	lauksaimniecība
care	aprūpe
deputy	deputāts
weekday	ikdiena
necessity	nepieciešamība
predominance	pārsvars
connection	sakars
secondary school	vidusskola
leadership	vadība
enterprise	uzņēmums
account	rēķins
certificate	apliecība
receiving	saņemšana
receipt	kvīts
bamboo	bambuss
firefly	jāņtārpiņš
auction	izsole
auction	ūtrupe
promise	solījums
suicide	pašnāvība
birthday	dzimšanas diena
aftergrass	atāls
carbohydrate	ogļhidrāts
indicate	johaidī
on this side of	šaipus
on the other side of	viņpus
epidemic	epidēmija
mud	dubļi
area	laukums
decision	lēmums
landscape	ainava
opponent	pretinieks
opposite	pretējs
armed	bruņots
knight	bruņinieks
armament	bruņojums
arm	apbruņot
equip	apgādāt
blessing	svētība
holy	svēts
holiday	svētki
cover	segt
crew	apkalpe
serve	apkalpot
serve	kalpot
servitude	kalpība
greet	sveikt
greet	sveicināt
greeting	sveiciens
part	šķirt
uprising	sacelšanās
collision	sadursme
plate	plāksne
battle	kauja
luck	veiksme
favour	labvēlība
favourable	labvēlīgs
supporter	labvēlis
favourable	labvēlīgais
dry	žāvēt
dryer	žāvētājs
drying room	žāvētava
dry	žūt
muddy	dubļains
receive	saņemt
expression	izteiciens
phrase	teiciens
utterance	izteikums
stable	stabils
stability	stabilitāte
stabilize	stabilizēt
peaceful	mierīgs
peacefully	mierīgi
peaceful	mierīgais
peaceful	miermīlīgs
peaceful	miermīlīgais
connection	savienojums
connect	savienots
connectable	savienojams
winged	spārnots
winged	spārnains
similar	līdzīgs
identical	vienāds
creator	radītājs
inhabitant	iedzīvotājs
literary	literārs
literal	literārais
create	izveidot
founder	dibinātājs
found	dibināt
founding	dibināšana
circle	aplis
circle	riņķis
get used	pierast
fold	locīt
build	būvēt
building	būvēšana
top	virsotne
gypsum	ģipsis
tablecloth	galdauts
artichoke	artišoks
craftsman	amatnieks
craftswoman	amatniece
craft	amatniecība
qualified	kvalificēts
qualification	kvalifikācija
guild	cunfte
quarter	kvartāls
brotherhood	brālība
brotherly	brālīgs
employ	nodarbināt
employ	nodarbināts
employment	nodarbinātība
employment	nodarbināšana
various	dažāds
variety	dažādība
product	izstrādājums
develop	izstrādāt
use	izmantot
usable	izmantojams
used	izmantots
hand over	nodot
gravedigger	kapracis
bury	aprakt
mine	raktuve
digger	racējs
talk	saruna
ditch	grāvis
origin	cilme
abbreviation	saīsinājums
shorten	saīsināt
fraction	daļskaitlis
wheelchair	ratiņkrēsls
revenge	atriebība
measure	pasākums
necessary	nepieciešams
organize	organizēt
organization	organizācija
success	panākums
fearless	bezbailīgs
fearlessness	bezbailīgums
fearlessness	bezbailība
cowardly	gļēvs
coward	gļēvulis
cowardice	gļēvulība
personality	personība
equivalent	līdzvērtīgs
equivalence	līdzvērtība
cookie	sīkdatne
agree	piekrist
precondition	priekšnoteikums
entrust	uzticēt
trust	uzticēties
president	prezidents
ritual	rituāls
can	uzticams
reliability	uzticamība
confirm	apstiprināt
confirmation	apstiprinājums
strengthen	stiprināt
tempt	kārdināt
temptation	kārdinājums
aphorism	aforisms
capitalism	kapitālisms
provoke	provocēt
provocation	provokācija
excessive	pārmērīgs
help	palīdzība
behaviour	uzvedība
close	slēgt
envy	skaudība
envious	skaudīgs
jealousy	greizsirdība
theater	teātris
fur coat	kažoks
logical	loģisks
logic	loģika
recommend	ieteikt
can	ieteicams
recommendation	ieteikums
hide	slēpties
heating	apkure
participant	dalībniece
exotic	eksotisks
electricity	elektrība
electric	elektrisks
journalist	žurnālists
journalist	žurnāliste
text	teksts
trade union	arodbiedrība
name day	vārda diena
judge	tiesnesis
piece of furniture	mēbele
contradiction	pretruna
something	kaut kas
vase	vāze
violin	vijole
inflation	inflācija
decade	desmitgade
practice	prakse
question mark	jautājuma zīme
exclamation mark	izsaukuma zīme
opposite	pretstats
contrast	kontrasts
phenomenon	parādība
ever	jebkad
hairdresser	frizieris
sailor	burātājs
spaceship	kosmosa kuģis
glider	planieris
leader	līderis
male	vadītājs
naive	naivs
naïveté	naivitāte
vodka	degvīns
striped	svītrains
skunk	skunkss
economy	saimniecība
conspiracy	sazvērestība
conspiracy theory	sazvērestības teorija
description	apraksts
depiction	attēlojums
picture	attēls
mirror image	spoguļattēls
thigh	augšstilbs
passer-by	garāmgājējs
bus station	autoosta
mood	garastāvoklis
disturbance	traucējums
personality disorder	personības traucējums
habit	ieradums
habit	paradums
consciousness	samaņa
cheek	vaigs
hobby	vaļasprieks
hobby	hobijs
marriage	laulība
brewery	alus darītava
valve	vārstulis
heart valve	sirds vārstulis
defender	aizsargs
defender	aizsardze
athlete	atlēts
atmosphere	atmosfēra
skating	slidošana
figure skating	daiļslidošana
passionate	kaislīgs
captain	kapteinis
career	karjera
council	padome
represent	pārstāvēt
fencing	paukošana
fence	paukot
fencer	paukotājs
rocket	raķete
handball	rokasbumba
miracle	brīnums
obedience	paklausība
disobedience	nepaklausība
obedient	paklausīgs
disobedient	nepaklausīgs
millennium	tūkstošgade
architect	arhitekts
institute	institūts
consultant	konsultants
laboratory	laboratorija
technician	tehniķis
technician	tehniķe
musician	mūziķe
material	materiāls
