Հայաստանի	Հայաստանի Հանրապետություն
Yerevanian	երեւանյան
քաղաքական	քաղբյուրո
կենտրոնական	կենտկոմ
glasnost	գլասնոստ
publicity	հրապարակայնություն
Gorbachev	Գորբաչով
Yeltsin	Ելցին
epicentre	էպիկենտրոն
hemisphere	կիսագունդ
extortion	շորթում
merciless	ժանտ
effeminate	ղզիկ
boy	լաճ
weak	բլնգազ
bankrupt	սնանկացում
Mutallibov	Մութալիբով
Elchibey	Էլչիբեյ
Aliyev	Ալիեւ
print	դաջել
dregs	դիրտ
manure	տարթ
dress	հագցնել
cordially	սրտանց
present	նվիրել
child	խոխա
Karaganda	Կարագանդա
scoundrel	սրիկա
executioner	դահիճ
newborn	նորածին
chocolate	տուրմ
breath	շնչառություն
constantly	անընդհատ
dispute	վիճարկել
harem	կանանոց
eloquent	պերճախոս
injured	տուժող
news	լրահոս
reliable	հուսալի
Hemshin	համշենցի
ermine	կնգմենի
rodent	կրծող
all-powerful	ամենազոր
essence	էություն
propaganda	պրոպագանդա
clerical	կղերական
delivery	առաքում
recipient	ստացող
bonus	բոնուս
bonus	պարգեւավճար
fill	համալրել
earn	վաստակել
IT	ՏՏ
herb	ժանգալ
information technology	տեղեկատվական տեխնոլոգիաներ
Osiris	Օսիրիս
ancient	հնամյա
narrative	դիսկուրս
haircloth	քուրձ
Tsaghkotn	Ծաղկոտն
spyglass	դիտակ
run	վազվզել
close	սերտ
image	կերպար
original	յուրօրինակ
specific	յուրահատուկ
click	կտտացնել
click	կտտալ
equilateral	հավասարակողմ
isosceles	հավասարասրուն
isosceles	զուգաբարձ
alarm	տագնապ
drop	շաղ
Mayrapetyan	Մայրապետյան
Hambardzumyan	Համբարձումյան
Keshishyan	Քեշիշյան
Papazyan	Փափազյան
Minasyan	Մինասյան
Stepanyan	Ստեփանյան
little	կոտակ
breeze	սյուք
Soros	Սորոս
polygamy	բազմակնություն
Shavasp	Շավասպ
humanitarian	մարդասիրական
invaluable	անգնահատելի
appreciable	գնահատելի
reflect	անդրադառնալ
mean	նշանակել
wolverine	շատակերիկ
swing	ճոճ
swing	ճոճել
opposite	հակառակ
accusation	ամբաստանք
accused	ամբաստանյալ
lamentation	շիվան
fire temple	ատրուշան
womb	տղաման
openly	բստա
nun	միանձնուհի
servant	գյադա
carrying pole	անկտի
palm	լուփ
thin	լավազ
lot	խմբաքանակ
common	տարածված
beating	քոթակ
typo	վրիպակ
candy	հրուշակ
confectionery	հրուշակեղեն
pullet	վառեկ
Vano	Վանո
Karo	Կարո
Karapet	Կարապետ
failure	կրախ
sole	ներբան
sole	պադոշ
sole	կոշկատակ
greenhouse	ջերմոց
military exercise	զորավարժություն
condolence	ցավակցություն
zhazhik	ժաժիկ
wallow	թավալ
Margaryants	Մարգարյանց
Zoya	Զոյա
toothpick	ատամնափորիչ
Sarikamish	Սարիղամիշ
byssus	բեհեզ
slide	սահեցնել
mislead	խաղացնել
humidify	խոնավացնել
humid	խոնավանալ
freshen	թարմացնել
freshen	թարմանալ
dark	մգացնել
dark	մգանալ
age	հնացնել
nerve	ներվ
title	վերնագրել
Georgian	վրաց
headquarters	շտաբ
set	բլոկ
slide	սլայդ
go bankrupt	սնանկանալ
unfriendly	անբարյացակամ
that is	իմա
Azerbaijani	ազիկ
in other words	կառոչի
long story short	կարճ ասած
that's it	ֆսյո
even	դաժե
sack	մեշոկ
ruin	ավերել
fold	ծալել
altogether	ընդամենը
intention	մտահղացում
diarrhea	փորլուծ
flush	ջուրը քաշել
dung	թրիք
constructive	կոնստրուկտիվ
constructive	կառուցողական
primitive	պրիմիտիվ
primitive	պարզունակ
optional	ֆակուլտատիվ
optional	կամընտրական
diet	սննդակարգ
diet	դիետա
anniversary	տարեդարձ
anniversary	տարելից
tough	ժոստկի
control	կոնտրոլ
draught	սկվազնյակ
justice	իրավամբ
inch	դյույմ
bookmark	էջանիշ
optional	կամընտիր
perspective	հեռանկար
darkening	մգացում
productive	պրոդուկտիվ
unconstructive	ապակառուցողական
alternative	ալտերնատիվ
alternative	այլընտրանքային
elementary	էլեմենտար
publishing	հրատարակում
publish	հրատարակել
publisher	հրատարակիչ
term of address	դիմելաձեւ
deride	ձեռ առնել
repetition	կրկնություն
theatrical	թատերական
antediluvian	անդրջրհեղեղյան
flood	ջրհեղեղ
afterlife	անդրշիրիմյան
jargon	ժարգոն
bandage	բինտ
shooting range	տիր
shooting range	հրաձգարան
dinner party	հրավերք
parking	կայանում
pistachio	ֆիստաշկա
complex	Բարդույթ
toilet	տուալետ
plan	ծրագրել
program	ծրագրավորել
programming	ծրագրավորում
depressed	ընկճվել
closed door	դռնփակ
found	գտնվել
thin	ճլեզ
shoot	հրաձգել
desertion	դասալքություն
expand	ընդլայնել
baby carriage	մանկասայլակ
cart	սայլակ
feedback	հետադարձ կապ
strip	պլոկել
breath	փուք
whey	շիճուկ
underpants	տրուսիկ
Western Armenian	արեւմտահայ
Eastern Armenian	արեւելահայ
associate	ասոցացնել
argument	արգումենտ
siege	բլոկադա
deadline	դեդլայն
destructive	դեստրուկտիվ
theoretically	թեորիապես
theoretically	տեսականորեն
discrimination	դիսկրիմինացիա
experimental	էքսպերիմենտալ
expert	էքսպերտ
extremist	էքստրեմիստ
intern	ինթերն
infrastructure	ինֆրաստրուկտուրա
component	կոմպոնենտ
communication	կոմունիկացիա
consolidation	կոնսոլիդացիա
content	կոնտենտ
neutral	նեյտրալ
permanent	պերմանենտ
order	ռեգլամենտ
satellite	սատելիտ
session	սեսիա
status	ստատուս
strategy	ստրատեգիա
strategy	ռազմավարություն
tactics	տակտիկա
tactics	մարտավարություն
password	փասվորդ
login	լոգին
Golan Heights	Գոլանի բարձունքներ
rock	ապար
Hyunkyarpeyentyan	Հյունքյարպեյենտյան
Gypsy	ցիգան
transgender	տրանսգենդեր
blade	շեղբ
threshold	շեմ
fireworks	հրավառություն
illuminate	հրավառել
boulder	գլաքար
bravo	կեցցես
colleague	աշխատակից
frame	շրջանակ
lumberjack	փայտահատ
herd	ջոկ
buckle	ճարմանդ
cufflink	թեւքաճարմանդ
separately	ջոկ-ջոկ
eye socket	ակնակապիճ
thresher	ջառջառ
successor	հետնորդ
fishing rod	կարթաձող
slaughter	սպանդ
crumb	փշրանք
receipt	անդորրագիր
cassock	փարաջա
railing	պերիլա
eternity	հավերժություն
squeak	ճռճռալ
Bilzerian	Բիլզերյան
hayloft	մարագ
chicory	եղերդ
railing	բազրիք
insist	պնդել
research	հետազոտություն
research	ուսումնասիրություն
sound	հնչել
bedbug	փայտոջիլ
heralding	ազդարար
small	պստիկ
horn	կոտոշ
chive	սոխուկ
crush	փշրել
quiet	անդորր
club	լախտ
cleaning	մաքրում
քիմիական	քիմմաքրում
norm	չափորոշիչ
scarecrow	խրտվիլակ
cashew nut	բալատուր
cashew	բալատրենի
Führer	ֆյուրեր
budget	բյուջետային
flow	հոսք
point of view	տեսակետ
worthy	արժանի
corrupt	կոռուպցիոներ
moral	բարոյական
interfere	միջամտել
ether	եթեր
literate	գրագետ
Tonoyan	Տոնոյան
trump	ղոզ
trump	հաղթաթուղթ
haematology	արյունաբանություն
fetter	ոտնակապ
hobble	չիդար
hobble	թշու
liberation	ազատագրում
abscess	պալար
apparatus	ապարատ
tissue	հյուսվածք
extremism	ծայրահեղականություն
belltower	զանգակատուն
beaver	ջրշուն
Jerusalem artichoke	գետնախնձոր
autopsy	դիահերձում
blister	բշտիկ
musketeer	հրացանակիր
rifle	հրացան
massage	մերսել
vain	սին
shoddy	խալտուրա
catapult	բաբան
handcuff	ձեռնաշղթա
urgent	հրատապ
handshake	ձեռքսեղմում
goitre	խպիպ
Ferula	ժախ
riot	խռովություն
stern	խել
nutcracker	ընկույզկոտրիչ
shave	սափրել
shave	սափրվել
shave	թրաշել
shave	թրաշվել
appellate	վերաքննիչ
appellate court	վերաքննիչ դատարան
դատական	Բարձրագույն դատական խորհուրդ
epistemology	իմացաբանություն
directly	ուղղակի
vetting	վեթինգ
dopamine	դոֆամին
price	կապենք
detain	բերման ենթարկել
bringing	բերում
double chin	կրկնակզակ
dense	սեղմ
corset	սեղմիրան
shoulder	շալակ
desolate	ավեր
ruin	ավերանք
ruined	ավերակ
guillotine	կառափնատ
guillotine	գիլյոտին
undertaking	միջոցառում
food	պարեն
Balayan	Բալայան
Gochanyan	Գոճանյան
why	ընդեր
plurale tantum	անեզական
Lycosa tarantula	փաղեժ
spider	էրնջակ
spiderweb	էրունջէկ
palette	ներկապնակ
voter	ընտրող
shoulder	ուսադիր
vertebrate	ողնաշարավոր
tie	կապակցել
connectedness	կապակցություն
sonorant	ձայնորդ
fricative	շփական
plosive	պայթական
affricative	կիսաշփական
throat	կոկորդային
zodiac sign	կենդանակերպի նշան
jamon	խամոն
bucket	վեդրո
mud	տաղախ
plaster	ծեփ
resin	մախտ
distributor	դիստրիբյուտոր
Agdam	Աղդամ
in	ներս
oleaster	փշատ
pine	փիճի
hurry	վռազ
icebreaker	սառցահատ
aardwolf	հողագայլ
dear	սուղ
sage	եղեսպակ
explanatory	բացատրական
sturgeon	զութխի
sturgeon	թարթ
fire extinguisher	կրակմարիչ
flying fish	շապպոթ
reed bed	շամբ
washer	շայբա
staff	մական
tin	կլայեկ
export	արտահանում
fine	տուգանք
rhombus	շեղանկյուն
oblique	շեղ
oncology	ուռուցքաբանություն
oncologist	ուռուցքաբան
oncological	ուռուցքաբանական
necropolis	մեռելաքաղաք
necropolis	մահաքաղաք
nicotine	նիկոտին
mulatto	մուլատ
Caucasoid	եվրոպեոիդ
Creole	կրեոլ
mestizo	մետիս
karate	կարատե
religious studies	կրոնագիտություն
religious studies	կրոնագետ
Japan	Յապոնիա
Takhtajyan	Թախտաջյան
raccoon dog	ջրարջանման շուն
wineskin	տիկ
queen	բամբիշ
bdeshkh	բդեշխ
crazy	խենթ
sloe	կոկան
vomit	փսխունք
stoichiometry	ստեխիոմետրիա
Terteryan	Տերտերյան
Elen	Էլեն
Klara	Կլարա
Salakhyan	Սալախյան
Salahyan	Սալահյան
Solakhyan	Սոլախյան
left-handed	սոլախ
converb	համակատար դերբայ
narthex	գավիթ
Melikyan	Մելիքյան
Melik	Մելիք
rote	զուբրիտ
addressee	հասցեատեր
duty	պարտականություն
counterrevolutionary	հակահեղափոխական
counterrevolution	հակահեղափոխություն
form	ձեւավորել
obsolete	հնացած
participate	մասնակցել
military	ռազմակայան
accident	վթար
trimester	եռամսյակ
hat	շափխա
cartridge box	փալասկա
cartridge belt	փամփշտակալ
Russia leather	թելաթին
innovation	նորարարություն
by the way	ի դեպ
buoy	շամանտուրա
pensioner	թոշակառու
wreck	խորտակել
Adonts	Ադոնց
intemperate	զեղխ
Nachlass	թողոն
historiography	պատմագիտություն
banished	վտարանդի
military	հրամանատար
weaver	մաքոք
boat	մակույկ
totem	տոտեմ
