he	on
separation	separace
comparison	komparace
cohesion	koheze
creed	konfese
hadrosaur	hadrosaurus
line	podšít
Olomouc	Olomoučačka
Olomouc	Olomoučanka
Lapp	Laponec
Lapp	laponský
Ceylonese	Cejloňan
Ceylon	cejlonský
Korean	Korejec
Chaldean	chaldejština
Chaldean	Chaldejec
Chaldean	chaldejský
Chaldean	Chaldej
Panamanian	Panaman
Galilean	Galilejec
Galilean	galileovský
Tyrolean	Tyrolan
Styria	Štýrsko
Styrian	Štýřan
Styrian	štýrský
Graz	Štýrský Hradec
Nuremberg	Norimberčan
Nuremberg	norimberský
Cracovian	Krakovan
Novgorod	Novgoroďan
Leningrad	Leningraďan
Leningrad	Leningradec
Balkans	Balkánec
Rhodesia	Rhodesie
chemistry	Mendělejev
Moravian	Moravák
Pilsen	Plzeňák
Bavarian	Bavořan
Bavarian	Bavorák
Tyrolean	Tyrolák
Burmese	Barmánec
Sinhalese	Sinhálec
Sinhalese	sinhálský
Viennese	Vídeňák
Kladno	Kladeňák
Nubian	Núbijec
Nubia	Núbie
Nubian	núbijský
Dagestani	Dagestánec
Dagestani	dagestánský
Jagiellonian	Jagellonec
Jagiellonian	jagellonský
volume purchase	velkonákupní
hemp	konopářský
material	viskocel
rope	autolano
Mendeleev	Mendělejevův
nevinný	nevinen
antifascist	protifašistický
Olomouc	olomucký
Olomouc	mimoolomoucký
Olomoučačka	neolomoucký
Bohemia	Holomouc
tear	rvát
Alpine	alpský
Bohemia	Holomúc
popularize	zpopularizovat
rain	dštít
Abkhaz	abchazský
Ústí nad Orlicí	Černovír
Černovír	černovírský
forge	kovárna
Carinthian	korutanský
Olomouc	mimoolomoučtí
Olomouc	Olomoučtí
Olomouc	Neředín
Olomouc	Neřetín
Černovír	Černovírští
decrepit	vetchý
rain fire and brimstone	dštít oheň a síru
manicure	manikúra
pedicure	pedikúra
manicurist	manikér
manicurist	manikérka
pedicurist	pedikér
Andalusian	Andalusan
Andalusian	andaluský
Nymburk	Nymburčan
Písek	Písečan
Mělník	Mělničan
Cheb	Cheban
Astrakhanian	Astrachaněc
Astrakhan	astrachaňský
Astrakhan	Astrachán
Astrakhan	Astrachan
Archimedes	Archimédes
Archimedean spiral	Archimédova spirála
Archimedes	Archimédův
Archimédův zákon	Archimédův zákon
hydrostatic	hydrostatický
hydrostatics	hydrostatika
integral	integrální
thought	myšlenkový
sea level	nadmořský
Antwerp	Antverpy
Antwerpian	Antverpan
Antwerp	antverpský
antifascist	protifašisticky
connotation	napoleonský komplex
German playing cards	německé karty
Jesus Christ	ježíšikriste
swan	labutí
zone	pásmo
water vole	hryzec
water vole	hryzec vodní
water vole	hryzec polní
Svatý Kopeček	kopecký
olomouckých tvarůžcích	olomoucké tvarůžky
Hesse	Hesensko
Hanover	Hanoveran
olomouckých syrečcích	olomoucké syrečky
Czech Republic	tvarůžky
conclusive	průkazný
tvarglů	tvargle
ram	narvat
iora	jora
Neředín	neředínský
Neředín	Neředínští
click	klepnout
falešný poplach	falešný poplach
Hessian	Hesenec
Hessian	hesenský
Olomouc	Řepčín
Řepčín	Řepčínští
Řepčín	řepčínský
Olomouc	Lazce
Lazce	Lazečtí
tousled	rozcuchaný
ruffled	rozčepýřený
reject	vyhodíte ho dveřmi a vrátí se oknem
flimsy	bratři držme se
don't try to teach grandma how to suck eggs	neuč orla létat
prostitute	prostitut
wear	mít kozí nohy
vote with one's feet	hlasovat nohama
sprig	snítka
self-interested	řešit sám sebe
amount	koňská dávka
biotic	biotický
abiotic	abiotický
turn up for the book	to je gól
document	Charta 77
Olomouc	Hejčín
Hejčín	hejčínský
Hejčín	Hejčínští
Mercurian	Merkuřan
Chomoutov	chomoutovský
blizzard	blizard
snowstorm	metelice
rainstorm	fujavice
windstorm	vichřice
whisper	šeptat
performance	derniéra
sleet	plískanice
downpour	slejvák
downpour	lijavec
weather	nečas
weather	nepohoda
misery	psota
weather	čina
weather	činěnice
pressure	anticyklóna
pressure	cyklóna
wind	fičák
wind	fučák
Olomouc	Chomoutov
bungler	neumětel
Chomoutov	Chomoutovští
weather	plískavice
hill	chlum
banner	korouhev
standard	standarta
digestif	digestiv
Joshua	Jozue
Jesus	ježiš
secondary school	vyšší dívčí
ještě tahat kačer	ještě tahat kačera
girl	dívčí
cyclone	cyklón
sea breeze	bríza
shower	sprška
trade wind	pasát
wind	meluzína
norther	severák
cloudy	oblačno
sunny sky	slunečno
cloudy sky	polojasno
overcast sky	zamračeno
cycle	cyklistický
wind	fuják
wind	fukeř
wind	fukéř
snowstorm	futeř
dehumidifier	odvlhčovač
wind	fujavec
Job	Jób
cloudburst	průtrž mračen
weather	psí počasí
climate	klimatický
climate	podnební
air-condition	klimatizovat
blow	fučet
blow	fičet
air	povětří
blow up	vyhodit do povětří
blow up	vyletět do povětří
explode	explodovat
explosion	exploze
weather	povětrnost
icicle	střechýl
weather	sibérie
black ice	náledí
prognostication	pranostika
implosion	imploze
corrosion	koroze
calm	bezvětří
wet	mokro
moisture	vlhko
in any case	ať tak či onak
anyway	tak jako tak
weather forecast	předpověď počasí
clear	bezoblačný
clear	bezmračný
fried cheese	smažák
in any case	každopádně
Topolany	topolanský
Topolany	Topolanští
bark beetle	kůrovec
writer	spisovatelka
buddy	kamarádka
neighbor	sousedka
dentist	zubařka
employer	zaměstnavatelka
lawyer	právnička
author	autorka
creator	tvůrkyně
waitress	servírka
pedicurist	pedikérka
hostess	hosteska
florist	květinářka
programmer	programátorka
boss	šéfka
flier	letkyně
judge	soudkyně
-yně	-kyně
artist	umělkyně
singer	pěvkyně
slave	otrokyně
runner	běžkyně
runner	běžec
seer	věštkyně
traitor	zrádkyně
prisoner	vězeňkyně
employee	zaměstnankyně
representative	poslankyně
master	mistryně
administrator	správkyně
deputy	zástupkyně
witness	svědkyně
sportswoman	sportovkyně
ruler	vládkyně
swimmer	plavkyně
prophet	prorokyně
mountaineer	horolezkyně
ex-girlfriend	expřítelkyně
dealer	prodejkyně
defender	obhájkyně
plaintiff	žalobkyně
hunter	lovkyně
enemy	nepřítelkyně
collector	sběratelka
giantess	obryně
leader	vůdkyně
rider	jezdkyně
pensioner	důchodkyně
advisor	poradkyně
pedestrian	chodkyně
protector	ochránkyně
guide	průvodkyně
guardian	strážkyně
captive	zajatkyně
donor	dárkyně
winner	výherkyně
legislator	zákonodárkyně
predecessor	předchůdkyně
successor	nástupkyně
ambassador	velvyslankyně
vice-chairman	místopředsedkyně
expert	znalkyně
messenger	poselkyně
intruder	vetřelkyně
intruder	vetřelec
savior	zachránkyně
kidnapper	únoskyně
ally	spojenkyně
tenant	nájemkyně
murderer	vražedkyně
suicide	sebevražedkyně
proponent	zastánkyně
supporter	stoupenkyně
shooter	střelkyně
rabbit	ramlice
MEP	europoslankyně
namesake	jmenovkyně
namesake	jmenovec
sow	bachyně
beautician	kosmetička
chambermaid	pokojská
roofer	pokrývač
stepdaughter	pastorkyně
stepson	pastorek
individual	jednotlivkyně
protégé	chráněnkyně
patient	pacientka
owner	majitelka
hotelier	hoteliér
floor layer	podlahář
ropemaker	provazník
shareholder	akcionářka
furrier	kožešník
puppeteer	loutkář
zitherist	citerista
lutenist	loutnista
trumpeter	trumpetista
capture	jímat
capture	jmout
sadden	rmoutit
sadden	kormoutit
grieve	smutnit
fortune	majlant
tapestry	tapiserie
hard worker	pracant
volleyball player	volejbalistka
coach	trenérka
skier	lyžařka
photographer	fotografka
translator	překladatelka
manager	manažerka
director	režisérka
reader	čtenářka
entrepreneur	podnikatelka
handball player	házenkář
handball player	házenkářka
basketball player	basketbalistka
inhabitant	obyvatelka
senator	senátorka
engineer	inženýrka
country woman	venkovanka
intellectual	intelektuálka
violinist	houslistka
liar	lhářka
perpetrator	pachatelka
buddy	kámoška
choreographer	choreografka
cyclist	cyklistka
winner	vítězka
classmate	spolužačka
sculptor	sochařka
historian	historička
tourist	turistka
captain	kapitánka
top model	topmodelka
blonde	plavovláska
founder	zakladatelka
activist	aktivistka
Christian	křesťanka
figure skater	krasobruslařka
editor in chief	šéfredaktorka
blonde	blondýnka
tonic	tonik
coordinator	koordinátorka
coordinator	koordinátor
athlete	atletka
rival	soupeřka
painter	malířka
professor	profesorka
pianist	klavíristka
soprano singer	sopranistka
chief physician	primář
chief physician	primářka
PC	písíčko
PC	pécéčko
spy	špiclovat
nitwit	slaboduch
sick	šoufl
railway station	nádr
fungicide	fungicid
bactericide	baktericid
microbicide	mikrobicid
Edam cheese	eidam
Emmentaler	ementál
decimal	decimální
decimal system	desítková soustava
na hrubý pytel hrubá záplata	na hrubý pytel hrubá záplata
assonance	asonance
state variable	stavový
Freudian	freudovský
Shakespearean	shakespearovský
Hitlerian	hitlerovský
Wagnerian	wagnerovský
Oedipus	oidipovský
Oedipus complex	oidipovský komplex
Hindu	hinduistický
arteriole	tepénka
arterial	arteriální
artery	artérie
arterial	tepenný
arterial	tepnový
resist	zpěčovat
Zen Buddhism	zenbuddhismus
systolic	systolický
diastolic	diastolický
Democritean	démokritovský
Sophoclean	sofoklovský
Masarykian	masarykovský
Eulerian	eulerovský
Sisyphean	sisyfovský
Euler's number	Eulerovo číslo
Orwellian	orwellovský
Kafkaesque	kafkovský
Dickensian	dickensovský
Keplerian	keplerovský
Laplace	laplaceovský
misogynistic	misogyn
Machiavellianism	machiavelismus
Heideggerian	heideggerovský
Aristotelian	aristotelovský
Ptolemaic	ptolemaiovský
Hamletian	hamletovský
Archimedean	archimedovský
Descartian	descartovský
Leibnizian	leibnizovský
Newtonian	newtonovský
Jungian	jungovský
Darwinian	darwinovský
Heraclitean	herakleitovský
juris utriusque doctor	JUDr.
Freemason	svobodný zednář
Freemasonry	svobodné zednářství
Boolean	booleovský
Dantesque	dantovský
Dionysian	dionýsovský
Dionysus	Dionýsos
Faustian	faustovský
Gogolian	gogolovský
Baconian	baconovský
abelian	abelovský
Balzacian	balzacovský
Baudelairean	baudelairovský
Beckettian	beckettovský
Bergsonian	bergsonovský
Millian	millovský
Boccaccian	boccacciovský
Bismarckian	bismarckovský
Voltairean	voltairovský
Einsteinian	einsteinovský
calm	kliďas
boss	exšéf
thriller	nervák
Communist	exkomunista
Dutch auction	holandská aukce
Dutch auction	holandská dražba
twine	špagát
uproar	vřava
fuss	poprask
noise	virvál
noise	hlučet
turmoil	pozdvižení
uproar	rumrejch
fuss	rotyka
grumble	láteřit
coronary	věnčitý
wreath	věnec
quorum	kvórum
cardigan	kardigan
Bornean	bornejský
Sumatran	sumaterský
Corfu	korfuský
Rhodian	rhodský
Rhodian	Rhoďan
Pyrenean	pyrenejský
Iberian Peninsula	Pyrenejský poloostrov
Pyrenees	Pyreneje
anthropoid	lidoop
strychnine	strychnin
chimp	šimpanzice
primatologist	primatolog
primatologist	primatoložka
tolerate	tolerovat
tolerant	tolerantní
tolerant	snášenlivý
anthropologist	antropoložka
expert	odbornice
palm	palmový
subgenus	podrod
scientifically	vědecky
orangutan	orangutaní
chimpanzee	šimpanzí
wolf	vlčí
snake	hadí
sophisticated	sofistikovaný
amoeba	měňavka
she-ass	oslice
bitch	psice
dove	holubice
ostrich	pštrosice
lynx	rysice
camel	velbloudice
roe deer	srnka
chamois	kamzice
stork	čápice
falcon	sokolice
customer	zákaznice
interpreter	tlumočnice
monkey	opičák
rabbit	ramlík
kangaroo	klokanice
reindeer	sobice
hound	chrtice
polecat	tchořice
capercaillie	tetřevice
pheasant	bažantice
fallow deer	danělka
hedgehog	ježice
mouflon	muflonka
elk	losice
leopard	levhartice
leopard	pardálice
leopard	leopardice
devil	čertice
devil	ďáblice
zero coupon bond	zerobond
foraminifer	dírkonožec
foraminifer	dírkonošec
wolf cub	vlče
fawn	kolouch
tortoise	želvák
CV	sívíčko
pregnant woman	těhule
carefully	pečlivě
afraid	strachovat
dreaded	obávaný
tobacco	tabákový
breathtaking	dechberoucí
video call	videohovor
noiseless	bezhlučný
newish	zánovní
unfortunately	žel
grieve	želet
czardas	čardáš
quadrille	čtverylka
cha-cha	čača
jive	džajv
kazachok	kozáček
cancan	kankán
quadrilla	kvadrila
Provençal	provensálský
Provençal	Provensálec
Marseilles	marseillský
Eros	Erós
Hades	Hádes
Helios	Hélios
Bacchus	Bakchus
Hephaestus	Hefaistos
Hephaestus	Héfaistos
foam	napěněný
foamy	zpěněný
improvisatory	improvizační
strongman	lamželezo
enlargement	zvětšenina
developer	vývojka
Ganesha	Ganéša
Saraswati	Sarasvatí
Parvati	Párvatí
Lakshmi	Lakšmí
Kali	Kálí
Boer	Búr
Sufi	súfijský
Sufi	súfijec
Sufism	súfismus
delicious	mňamózní
tuberculous	tuberkulózní
vole	hraboš
gizzard	svalnatý žaludek
intravenous	intravenózní
Hegelian	hegelián
Freudian	freudista
Freudian	freudovec
Hegelian	hegelovec
Kantian	kantovec
Voltairean	voltairovec
Voltairean	voltairián
Aristotelian	aristotelovec
Platonist	platonik
Platonist	platónovec
Aristotelian	aristotelik
Hitlerite	hitlerovec
Hitlerite	hitlerčík
Bergsonian	bergsonovec
follower	-ovec
annelid	kroužkovec
daphne	lýkovec
heather	vřesovec
cassiterite	cínovec
member	lidovec
bird	vlhovec
Popperian	popperovec
Thomism	tomismus
putschist	pučista
Czechoslovakia	henleinovec
Czechoslovakia	hlinkovec
Slavnikid	Slavníkovec
timocracy	timokracie
Mafioso	mafián
obsidian	obsidián
Sicilian	Sicilián
Stakhanovite	stachanovec
hen	kvočna
cere	ozobí
Chovancová	Chovanec
acerbic	sanglantní
Camberwell beauty	smutil
Camberwell beauty	černopláštník
brittle	kruchý
damselfly	motýlice
brittleness	kruchost
african grey parrot	žako
stingy	skoupý
sociolect	sociolekt
forget-me-not	okotěška
complaisant	účinlivý
wikipedian	wikipedistka
swindle	otaškařit
adult education	osvětařit
I miss you	chybíte mi
I miss you	chybíš mi
kaméncích	kamének
Europhile	eurofil
owl	sůva
camp	tábořit
Camberwell beauty	smutnílek
cigarette	cigaretový
subchapter	podkapitola
dust	prachový
combine	kombinovat
powder	práškový
inhale	inhalovat
excessive	přílišný
pleural	pleurální
tube	trubice
methacholine	metacholin
riding	jízdní
vulgarity	vulgarita
vulgarity	vulgárnost
tramp	běhna
tramp	coura
tramp	poběhlice
mixed	míchaný
debt collector	exekutor
Nymburk	Nymburák
Elbe	Nymburk
seat reservation ticket	místenka
waste sorting	třídění odpadu
scratch	drb
gossip	drbna
gossip	klepna
pin money	jehelné
good job	dobrá práce
Epicurean	epikurejec
Epicurean	epikurovec
Epicurean	epikurejský
damn	do kélu
damn	do kelu
sweet-and-sour sauce	sladkokyselá omáčka
sweet-and-sour	sladkokyselý
barbecue sauce	barbecue omáčka
Islamophobe	islamofob
sour	kysaný
sooner	dřív
lepší pozdě než nikdy	lépe pozdě než nikdy
Řím	Říma
apartment building	činžovní dům
apartment building	činžák
dirt road	polňačka
dirt road	polní cesta
healing	léčivý
Hawaiian	havajský
ocean	oceánský
ectoparasite	ektoparazit
trapezoidal	lichoběžníkový
Galapagos	Galapágy
womb	lůno
parasitic	parazitický
predator	predátor
recycle	recyklovat
bioluminescent	bioluminiscenční
luminescent	luminiscenční
luminescence	luminiscence
recycling	recyklační
polyurethane	polyuretan
ophicleide	ofikleida
next time	příště
Jewry	židovstvo
Judaism	judaismus
Christians	křesťanstvo
pagans	pohanstvo
grouse	brblat
grouse	remcat
grouse	žehrat
gobble	hudrovat
growl	bručet
grouse	frflat
complainant	stěžovatel
malcontent	nespokojenec
dissatisfaction	nespokojenost
trapdoor	propadliště
parade ground	cvičiště
wharf	přístaviště
sales area	odbytiště
burnt site	spáleniště
fly system	provaziště
skating rink	kluziště
address	bydliště
paddling pool	brouzdaliště
multigrain	vícezrnný
event	příhoda
die	mřít
die	hynout
original	originál
original	origoš
super	suprovní
student	študák
slippery jack	klouzek
parasitic	parazitární
sexually	sexuálně
sexually	pohlavně
fossil	fosilie
fossil	zkamenělina
antiparasitic	antiparazitikum
karyotype	karyotyp
dimorphism	dimorfismus
primitive	primitivní
mining	těžební
shoulder	ramenní
antiparasitic	antiparazitický
antifungal	antimykotický
antibacterial	antibakteriální
antifungal	antifungální
antimicrobial	antimikrobiální
antimalarial	antimalarikum
antituberculotic	antituberkulotikum
antiarrhythmic	antiarytmikum
antiepileptic	antiepileptikum
anticoagulant	antikoagulancium
anticoagulant	antikoagulační
antidiabetic	antidiabetikum
antidiabetic	antidiabetický
antioxidant	antioxidační
antilymphocyte	antilymfocytární
antiserum	antisérum
antitussive	antitusikum
antidiuretic	antidiuretický
antimicrobial	antimikrobní
antigenic	antigenní
anticorrosive	antikorozní
anticorrosive	protikorozní
antifungal	protiplísňový
polypore	choroš
rocking horse	houpací kůň
rocking	houpací
rock	houpat
Phellinus	ohňovec
tremella	rosolovka
hold	podpalubí
mournful	truchlivý
immunosuppressant	imunosupresivum
consortium	konsorcium
symposium	sympozium
sedative	sedativum
terrarium	terárium
anabolic	anabolikum
cytostatic	cytostatikum
cytostatic	cytostatický
chemotherapeutic	chemoterapeutikum
common noun	apelativum
perihelion	perihélium
psychedelic	psychedelikum
virostatic	virostatikum
virostatic	virostatický
pharmaceutical	farmakum
anabolic	anabolický
sedative	sedativní
erotic	erotický
Kantian	kantiánský
Hegelian	hegeliánský
Confucian	konfuciánský
Confucian	konfuciovský
Confucian	konfucián
Milanese	milánský
Malthusian	malthusiánský
Puerto Rican	portorikánský
Anglican	anglikánský
Puritan	puritánský
Puritan	puritán
Victorian	viktoriánský
Carmelite	karmelitánský
Carmelite	karmelitán
Mexican	mexikánský
Tehrani	teheránský
Tasmanian	tasmánský
Tasmanian	Tasmánec
Julian calendar	juliánský kalendář
Julian	juliánský
Keynesian	keynesiánský
Javan	javánský
Javan	jávský
Spartan	spartánský
