where	on
severity	severitat
glomerulus	glomèrul
parasitic	parasitari
outline	contorn
government	governació
forecast	previsió
eminently	eminentment
symbolism	simbolisme
telecommunication	telecomunicació
senior	sènior
weir	resclosa
positioning	posicionament
deposit	dipositar
notoriety	notorietat
light	lleu
posthumous	pòstum
establishment	instauració
achievement	consecució
guerrilla	guerriller
severely	severament
harm	perjudici
subscription	subscripció
guard	guardià
piety	pietat
dancer	ballarí
liturgy	litúrgia
quotient	quocient
singularity	singularitat
Sudanese	sudanès
communicative	comunicatiu
fertilization	fertilització
Doric	dòric
aeolian	eòlic
Aeolus	Èol
Artemis	Àrtemis
Demeter	Demèter
Hephaestus	Hefest
Poseidon	Posidó
Aether	Èter
ether	èter
Erebus	Èreb
Thanatos	Tànatos
Hemera	Hèmera
Nemesis	Nèmesi
Helios	Hèlios
Hecate	Hècate
Priapus	Príap
quarter	esquarterar
quartering	esquarterament
Armenian cucumber	alficòs
see you later	fins aviat
cridar l'atenció	cridar l'atenció
rheumatic	reumàtic
lymphoma	limfoma
modernity	modernitat
prototype	prototipus
niche	fornícula
correlation	correlació
substantially	substancialment
structurally	estructuralment
structuralism	estructuralisme
aromatic	aromàtic
payment	retribució
flake	ascla
dunk	esmaixar
dunk	esmaixada
ovum	òvul
centrality	centralitat
honeymoon	lluna de mel
indeed	i tant
kitchen sink	fregadora
combative	combatiu
independentism	independentisme
searcher	cercador
monolingualism	unilingüisme
fore-	avant-
antechamber	avantcambra
antechamber	antecambra
antechamber	avantsala
induce	induir
circumvent	rodejar
denial	negació
negatively	negativament
militarily	militarment
monolithic	monolític
monolith	monòlit
posteriority	posterioritat
globalisation	globalització
parenchyma	parènquima
biologically	biològicament
requiem	rèquiem
phrenic	frènic
lymphoid	limfoide
hepatic	hepàtic
hepatic	hepàtica
triumphant	triomfal
subgenus	subgènere
defibrillator	desfibril·lador
retirement	retir
offering	ofrena
veneration	veneració
painstaking	acurat
subsoil	subsòl
insistence	insistència
insistently	insistentment
viscosity	viscositat
prepare	aparellar
secrecy	clandestinitat
codi	codi QR
codis	codis QR
gamification	ludificació
extensive	extensiu
figurative	figuratiu
majestic	majestuós
vocal	vocàlic
perpendicularly	perpendicularment
casually	casualment
federally	federalment
brutally	brutalment
pacifically	pacíficament
extensively	extensament
highly	summament
provisionally	provisionalment
virtually	virtualment
mostly	majorment
positively	positivament
drastically	dràsticament
markedly	marcadament
genetically	genèticament
culturally	culturalment
profusely	profusament
manually	manualment
universally	universalment
uniformly	uniformement
musically	musicalment
clandestinely	clandestinament
sporadically	esporàdicament
prematurely	prematurament
infinitely	infinitament
suffering	sofriment
massively	massivament
generically	genèricament
transplant	trasplantament
laterally	lateralment
subregion	subregió
lightly	lleument
exile	desterrament
scarcely	escassament
duplication	duplicació
detail	detalladament
depopulation	despoblament
parking	aparcament
sanitation	sanejament
ligament	lligament
lineally	linealment
ideologically	ideològicament
ethnically	ètnicament
desperately	desesperadament
proportionally	proporcionalment
inversely	inversament
unilaterally	unilateralment
mess	garbuix
plot	veral
cirrhotic	cirròtic
cherub	querubí
baker	flequer
accuse	aposar
machicolation	matacà
microwave oven	forn de microones
dictatorially	dictatorialment
ischemia	isquèmia
back	inrevés
a l'inrevés	a l'inrevés
avaricious	avariciós
shopkeeper	botiguer
Buddhistic	búdic
cautious	cautelós
knife	acoltellar
table	tauleta
diocesan	diocesà
variability	variabilitat
deposition	deposició
promulgation	promulgació
Cossack	cosac
vivacity	vivacitat
corrosive	corrosiu
existentialism	existencialisme
injure	autolesionar-se
deduct	descomptar
take for granted	donar per descomptat
deprive	desposseir
elective	electiu
correct	encertat
correctly	encertadament
right	encertar
loudspeaker	altaveu
outdoors	al ras
stir up	avalotar
sarcoidosis	sarcoïdosi
acquiescent	aquiescent
Occitan movement	occitanisme
framework	entramat
ridicule	escarn
MEP	eurodiputat
indiscretion	indiscreció
neurodegenerative	neurodegeneratiu
precept	precepte
readmit	readmetre
reintroduce	reintroduir
undermine	soscavar
telephonic	telefònic
recklessness	temeritat
philanthropically	filantròpicament
embalming	embalsamament
baritone	baríton
subsidy	subvenció
romance	romanç
winner	encertant
erythropoietin	eritropoetina
musicologist	musicòleg
leafy	frondós
jealous	gelós
reemerge	ressorgir
resurgence	ressorgiment
Benedictine	benedictí
elaborate	aprofundir
cursive	cursiu
mentality	mentalitat
topographic	topogràfic
hierarchical	jeràrquic
ecologically	ecològicament
viability	viabilitat
Napoleonic	napoleònic
stimulus	estímul
movement	retrocés
reopen	reobrir
Peruvian	peruà
print	empremta
alloy	aliatge
fluidity	fluïdesa
intensive	intensiu
intensively	intensivament
Yugoslavian	iugoslau
essayist	assagista
Trojan	troià
solidity	solidesa
speculation	especulació
rewrite	reescriure
Celtic	cèltic
buckwheat	fajol
halyard	drissa
tracheitis	traqueïtis
tracheobronchitis	traqueobronquitis
asthmatic	asmàtic
Theseus	Teseu
persistently	persistentment
objectively	objectivament
deforestation	desforestació
deforestation	desboscament
deforest	desboscar
Kenyan	kenyà
areola	arèola
hematuric	hematúric
opulence	opulència
PPE	EPI
retrospective	retrospectiu
annex	annexar
superimposition	superposició
ground	fonamentar
culmination	culminació
codex	còdex
filming	filmació
reprisal	represàlia
regeneration	regeneració
retention	retenció
village	vilatà
lupin	llobí
lupin	tramús
medallion	medalló
dry cleaner	tintoreria
weigh anchor	salpar
attribution	atribució
deliberately	deliberadament
fugitive	fugitiu
archpriest	arxipreste
archpriesthood	arxiprestat
replacement	reemplaçament
tiebreaker	desempat
drain	desaiguar
drain	desaigüe
drain	desguassar
convulsively	convulsivament
convulsive	convulsiu
populous	populós
luxuriously	luxosament
majestically	majestuosament
tragically	tràgicament
skewer	broqueta
néixer	nàxer
strawberry tree	arboç
sociolinguistic	sociolingüístic
hypoxia	hipòxia
oliguria	oligúria
formalize	formalitzar
Gascon	gascó
therapeutic	terapèutic
therapeutics	terapèutica
uterine	uterí
witchcraft	bruixeria
decolonize	descolonitzar
decolonization	descolonització
Emilian	emilià
Balinese	balinès
Pomerania	Pomerània
atresia	atrèsia
Capuchins	caputxí
invalidity	invalidesa
disability	minusvalidesa
disabled	minusvàlid
Emília	Emília-Romanya
doubt	entredit
closing	closa
carcinomatous	carcinomatós
Vulcan	Vulcà
vulcanization	vulcanització
Bohemian	bohemi
Bohemian	bohemià
Iran	República Islàmica de l'Iran
monotherapy	monoteràpia
cryptorchidism	criptorquídia
breastfeeding	lactància
sulfuric	sulfúric
attributable	atribuïble
militarization	militarització
typographical	tipogràfic
tactical	tàctic
Cape Verdean	capverdià
cynical	cínic
cynically	cínicament
cynicism	cinisme
epididymis	epidídim
fecaluria	fecalúria
pollakiuria	pol·laciúria
irrigation canal	séquia
compile	recopilatori
majordomo	majordom
colonizing	colonitzador
Fatimid	fatimita
treetop	capçada
dramatization	dramatització
demilitarization	desmilitarització
Islamization	islamització
reiteration	reiteració
minimization	minimització
reverberation	reverberació
vaccination	vaccinació
methylation	metilació
palatalization	palatalització
decontamination	descontaminació
stratification	estratificació
decarboxylation	descarboxilació
depolarization	despolarització
individualization	individualització
parametrization	parametrització
immunization	immunització
miniaturization	miniaturització
masonic	maçònic
masonic	francmaçònic
Freemason	francmaçó
Freemason	maçó
freemasonry	francmaçoneria
detective	detectivesc
Bavarian	bavarès
Victorian	victorià
institutionalize	institucionalitzar
margravate	marcgraviat
kiosk	quiosc
electrolyte	electròlit
Guipúzcoa	guipuscoà
photovoltaic	fotovoltaic
topological	topològic
mummification	momificació
conventionalism	convencionalisme
extirpation	extirpació
charismatic	carismàtic
spirometry	espirometria
blueberry	nabiu
blackthorn	aranyoner
fundamentalism	fonamentalisme
frenetic	frenètic
frenetically	frenèticament
hypnotism	hipnotisme
rough	hirsut
Malaysian	malaisi
perspicacious	perspicaç
van	furgó
cut down	estassar
albino	albí
regionalism	regionalisme
interchangeable	intercanviable
scallop	petxina
note	anotació
improbability	improbabilitat
stupid	totxo
Dominican	dominic
signer	signatari
subunit	subunitat
fuselage	fuselatge
affiliation	afiliació
locomotion	locomoció
except	tret de
criminally	criminalment
criminalize	criminalitzar
criminalization	criminalització
criminality	criminalitat
hyperspace	hiperespai
cowpea	fesolet
tithe	delme
ozone	ozó
shellfish	marisc
Zambian	zambià
Beninese	beninès
choluric	colúric
choluria	colúria
hemoglobinuria	hemoglobinúria
filler	omplidor
polyethylene	polietilè
great martyr	megalomàrtir
protomartyr	protomàrtir
remission	remissió
extrajudicially	extrajudicialment
labialization	labialització
tachycardia	taquicàrdia
strategist	estrateg
technocratic	tecnocràtic
telegraphic	telegràfic
colloidal	col·loide
colloidal	col·loïdal
Thai	tailandès
theocratic	teocràtic
theocrat	teòcrata
thermodynamic	termodinàmic
unless	a menys que
dip	capbussada
instead of	en comptes de
go round in circles	donar voltes
feed	donar a menjar
make known	donar a conèixer
unlikely	inversemblant
likely	versemblant
disorder	desordre
enrolment	matriculació
perforation	perforació
palatalize	palatalitzar
instrumentation	instrumentació
heat	eliminatòria
mimicry	mimetisme
captive	captiu
patronage	patronatge
terebinth	terebint
arthritic	artrític
confiscation	confiscació
carefully	acuradament
breach	bretxa
gust	ratxa
parchment	pergamí
sgraffito	esgrafiat
contrarily	contràriament
board of directors	directori
kilometric	quilomètric
recitative	recitatiu
indemnity	indemnització
preaching	predicació
almanac	gallofa
chufa	xufa
follicle	fol·licle
follicular	fol·licular
secularize	secularitzar
secularly	secularment
wither	pansir
meticulousness	minuciositat
meticulous	minuciós
meticulously	minuciosament
mythomaniacal	mitòman
moccasin	mocassí
monumentality	monumentalitat
newborn	nounat
no	no-res
origami	papiroflèxia
mudguard	parafang
lightning rod	parallamps
penitentiary	penitenciari
viewer	teleespectador
fall	pertocar
host	hòstia
slap	bufetada
speed	celeritat
invisibility	invisibilitat
Sambucus ebulus	évol
Decalogue	decàleg
meteorologist	meteoròleg
face	fer front
systemic	sistèmic
gigantic	gegantesc
psychic	psíquic
downloadable	descarregable
Anglican	anglicà
isomeric	isòmer
breaking	trencadissa
bakery	forn de pa
claustrophobic	claustrofòbic
brilliance	lluïment
unnoticed	desapercebut
familiarity	familiaritat
lengthening	allargament
genotype	genotip
swampy	pantanós
viral	víric
universality	universalitat
imperative	imperatiu
inorganic	inorgànic
cowpat	buina
sovereigntist	sobiranista
plankton	plàncton
trust	refiar-se
soften	remollir
brag	vantar-se
brag	vanar-se
favorite	predilecte
tonic	tònica
ionization	ionització
reincarnation	reencarnació
intrusion	intrusió
pigmentation	pigmentació
categorization	categorització
polymerization	polimerització
glaciation	glaciació
irrigation	irrigació
reactivation	reactivació
ignition	ignició
reintegration	reintegració
dissemination	disseminació
lemur	lèmur
orchestration	orquestració
syndicalism	sindicalisme
peroxide	peròxid
camouflage	camuflatge
feedback	retroalimentació
reintroduction	reintroducció
vaccination	vacunació
detonation	detonació
dynamization	dinamització
internationalization	internacionalització
intensification	intensificació
dilution	dilució
centralization	centralització
factorization	factorització
infiltration	infiltració
domestication	domesticació
privatization	privatització
democratization	democratització
inexistence	inexistència
coexistence	coexistència
notification	notificació
fluorescence	fluorescència
devastation	devastació
sedimentation	sedimentació
canonization	canonització
validation	validació
penalization	penalització
subordination	subordinació
intoxication	intoxicació
provisionality	provisionalitat
psychedelia	psicodèlia
psychedelic	psicodèlic
rancor	rancúnia
bind	relligar
bind	enquadernar
ruminant	remugant
ruminate	remugar
burial	soterrament
viscous	viscós
sheaf	agarbar
chirp	ric-ric
homeless	sensesostre
lockdown	confinament
person	persón
sunny	solà
reactive	reactiu
bright	lluminós
insufficiency	insuficiència
sufficiency	suficiència
disturbance	pertorbació
disturb	pertorbar
cooking	cocció
restitution	restitució
achievement	assoliment
body	carrosseria
relieve	rellevar
voussoired	adovellat
voussoired	dovellat
empirical	empíric
Cistercian	cistercenc
Minorcan	menorquí
evangelical	evangèlic
geopolitical	geopolític
shoddy	de pacotilla
wow	Déu n'hi do
fright	ensurt
pandemic	pandèmia
pandemic	pandèmic
distribution	repartició
resignation	resignació
review	ressenyar
evangelize	evangelitzar
gallery	llotja
saccharine	sacarí
sermon	sermó
record player	tocadiscs
thanks	mercè
at the mercy of	a la mercè de
meadowland	praderia
together	ensems
search	escorcoll
stir up	regirar
strap	corretja
sortir de l'armari	sortir de l'armari
poor thing	pobret
end up	anar a parar
round trip	anada i tornada
starting point	punt de partida
spondylo-	espondilo-
Columbia	Colúmbia
diachronic	diacrònic
suspensive	suspensiu
enthesitis	entesitis
achoo	atxim
firewall	tallafoc
astutely	astutament
gilder	daurador
deoxyribonucleic	desoxiribonucleic
Arabian	aràbic
lamentation	lamentació
airy	aerífer
yolk	vitel·lí
yolk	vitel
increase	escreix
reasoning	raciocini
exude	traspuar
successful	taquiller
atheistic	ateístic
escape	escapament
forint	fòrint
Elche	elxà
ubiquity	ubiqüitat
shilling	xíling
compulsive	compulsiu
huddle	fer pinya
reopening	reobertura
pond	estanyol
flog	assotar
see	reveure
polytonic	politònic
antifungal	antifúngic
fungal	fúngic
scimitar	simitarra
immaculate	immaculat
look nice	fer goig
shelving	prestatgeria
empty	fullaraca
docuseries	docusèrie
spend	fer nit
Midas	Mides
heath	bruguera
fuse	metxa
wedge	falca
always	tothora
neurosyphilis	neurosífilis
disinfectant	desinfectant
abrasive	abrasiu
lazy	gallof
bucket	catúfol
disruption	disrupció
dosage	dosificació
valorization	valorització
habilitation	habilitació
refinement	refinació
perpetuation	perpetuació
reeducation	reeducació
subjugation	subjugació
preproduction	preproducció
Latinization	llatinització
memorization	memorització
revalorization	revalorització
naturalization	naturalització
maceration	maceració
anticorruption	anticorrupció
mitigation	mitigació
motorization	motorització
disorientation	desorientació
inaction	inacció
deconstruction	desconstrucció
focalization	focalització
coercion	coerció
detox	desintoxicació
extradition	extradició
virtualization	virtualització
regionalization	regionalització
overproduction	sobreproducció
transmutation	transmutació
malformation	malformació
multiplexation	multiplexació
emulation	emulació
put to sleep	abaltir
aquamarine	aiguamarina
archosaur	arcosaure
hypocritical	hipòcrita
false	postís
pure-bred	castís
attack	escometre
embarrass	avergonyir
simple-minded	liró
plot	conxorxa
muzzle	morrió
chamois	camussa
carmine	carmí
Eritrean	eritreu
joining	agermanament
preface	prefaci
mistletoe	vesc
vermin	feristela
deciduous	caducifoli
dauphin	delfí
enclitic	enclític
clitic	clític
proclitic	proclític
saucepan	cassó
Aristotelian	aristotèlic
Cappadocian	capadoci
claustrophobia	claustrofòbia
Egyptologist	egiptòleg
sparrow	teuladí
lift	alçapremar
lever	alçaprem
flap	aletejar
alkalinize	alcalinitzar
adopt	afillar
button	afiblar
tetanus	tètanus
tetanus	tètan
tawny owl	gamarús
Xàtiva	xativí
paletot	paltó
wild	feréstec
woodchat shrike	capsigrany
acrobatics	acrobàcia
wholesaler	majorista
