how	en
autism spectrum	einhverfuróf
drone	flygildi
drone	dróni
cold wave	kuldabylgja
record player	fónn
blood sample	blóðprufa
Old Norse	fornnorrænn
lavender	lofnarblóm
rebel	uppreisnarmaður
imperishable	óforgengilegur
tan	brúnka
common snipe	hrossagaukur
outhouse	útihús
historical	sögulegur
imperial	keisaralegur
salmon	laxeldi
solo	einsöngur
snowflake	snjóflygsa
snow-covered	snjóugur
snowy	snjóþungur
snowball	snjóbolti
snowball fight	snjókast
-lessness	-leysi
drain	ræsi
letter of credit	bankaábyrgð
archaeon	fornbaktería
archaeon	forngerill
antiquate	fyrna
camping	útilega
Eurasian hobby	gunnfálki
color blindness	litblinda
weekly	vikulegur
patience	biðlund
car ferry	bílferja
unprecedented	dæmalaus
female	kvenkyns
male	karlkyns
stowaway	laumufarþegi
flabbergasted	gáttaður
amenable	skikkanlegur
passable	sæmilegur
tolerable	þolanlegur
tolerable	bærilegur
red-breasted merganser	toppönd
marine biologist	sjávarlíffræðingur
humanitarian	mannúðaraðstoð
monster	forynja
nonsense	markleysa
maltose	maltsykur
ACE inhibitor	ACE-hemill
junction box	greinadós
islander	eyjarskeggi
Akureyri	Akureyringur
form	eyðublað
prehistoric	forsögulegur
renewable	endurnýjanlegur
despicable	auvirðilegur
angelic	englalegur
feasible	gerlegur
infirm	hrumlegur
exact	nákvæmlegur
usable	nýtilegur
unscathed	skaðlaus
ogreish	tröllslegur
surname	ættarnafn
temporal	stundlegur
easy	árennilegur
Anser indicus	taumgæs
realistic	raunsæislegur
bog rosemary	ljósalyng
heart	hjartalyf
dolerite	grágrýti
hail storm	haglél
broad-billed sandpiper	efjutíta
impregnate	frjóvga
bursitis	belgbólga
adrenaline	adrenalín
worked up	að vera heitt í hamsi
að vera heitt í hamsi	að vera heitt í hamstri
estrogen	kvenhormón
blue	blámi
swamp cinquefoil	engjarós
deafness	heyrnarleysi
vain	hégómlegur
chicken	hænsnabú
climb	klifra
bronchus	berkja
private school	einkaskóli
social	félagslegur
gleam	glit
praise	hrós
blockade	herkví
outlawed	útlægur
indebted	skuldugur
awful	svaðalegur
spike	pjakkur
bookbinder	bókbindari
protozoan	frumdýr
extension cord	fjöltengi
gauze	grisja
microphone	hljóðnemi
business	kaupsýsla
ledger	kladdi
Livonian	líflenska
Low German	lágþýska
Kabyle	kabýlska
Kazakh	kasakska
Sabine's gull	þernumávur
common gull	stormmávur
female	kvenlegur
crampons	mannbroddar
mannbroddar	manbroddar
human trafficking	mansal
demand	eftirspurn
candidacy	framboð
contraindication	frábending
deliver	afhenda
sideways	hornauga
Christmassy	jólalegur
county	sýslumaður
Danish	framsóknardanska
astronomical twilight	stjörnurökkur
advance	framsókn
nautical twilight	siglingarökkur
civil twilight	almannarökkur
underwater	neðansjávar
aboard	innanborðs
clever	slyngur
creature	gerpi
intuition	innsæi
narwhal	náhveli
great crested grebe	toppgoði
Ash Wednesday	öskudagur
fog	þokumóða
portrait	andlitsmynd
nonsense	firra
authorize	heimila
flowering rush	brúðarsveipur
long-tailed jaeger	fjallkjói
palatine bone	gómbein
solar energy	sólarorka
drift ice	ísrek
joke	fimmaurabrandari
inflation	verðbólga
deflation	verðhjöðnun
heart attack	hjartaáfall
cardiologist	hjartalæknir
color blind	litblindur
floodlight	flóðlýsing
common nighthawk	húmfari
in agreement	samdóma
kingfisher	þyrill
peseta	peseti
red-breasted flycatcher	peðgrípur
wretched	nöturlegur
reconnaissance	njósnaflugvél
babysitter	dagmamma
daylight	dagsbirta
leadership	forysta
consent	jáyrði
beam	ljósgeisli
jaw	skoltur
hardy	vörpulegur
arson	íkveikja
devil	fjári
suspicion	grunsemd
maintenance	meðlag
ice fog	hrímþoka
diligent	óduglegur
silage	vothey
bus driver	strætisvagnabílstjóri
American	Ameríkani
catch	agnúi
condition	aðbúnaður
breaker	brotsjór
loner	einstæðingur
Galician	galisískur
craft	handiðn
scale	hreistur
baby	krógi
clay	leirker
metastasis	meinvarp
mass	mýr
editor	ritstjóri
Plantago lanceolata	selgresi
stardust	stjörnuryk
boiling	suða
hypothesis	tilgáta
native	ættjörð
ilmvatn	ylvatn
solstice	sólhvörf
yup	jamm
nope	neibb
nope	neibbs
fiasco	fíaskó
antelope	antilópa
Indian	indíáni
in addition	þaraðauki
polar circle	heimskautsbaugur
arctic fox	heimskautarefur
carless	bíllaus
East Germany	Austur-Þýskaland
West Germany	Vestur-Þýskaland
premature	ófullburða
East German	austurþýskur
vaccine	bóluefni
vaccinate	bólusetja
monastery	klaustri
pagan	kuml
beam	ljóma
nap	lúr
farmstead	lögbýli
sister-in-law	mágkona
ore	málmgrýti
splice	splæsa
miscellaneous	ýmislegur
dip	ídýfa
damage	usli
smallness	smæð
energetic	skörulegur
butterfly stroke	flugsund
murmur	mögl
girl	stúlknaskóli
educate	mennta
orangutan	órangútan
casualty	mannfall
unemployment	atvinnuleysi
happiness	alsæla
DKS	deoxýríbósakjarnsýra
dope	dóp
at death's door	dauðvona
Tongan	tongverska
mousetrap	músagildra
stray	flækingsköttur
horrible	voveiflegur
abolition	afnám
baa	jarm
twilight	rökkurró
black stork	kolstorkur
choroid	æðahimna
premises	landareign
Chinese	Kínverji
Angaur	angáríska
lucrative	arðvænlegur
flattering	ísmeygilegur
sedge warbler	síkjasöngvari
country	hérlendis
impossible	af og frá
photosensitive	ljósfælinn
Thracian	þrakverska
follower	áhangandi
main memory	aðalminni
ornithologist	fuglafræðingur
halfdead	hálfdauður
New Year's Day	nýársdagur
New Year	nýár
couscous	kúskús
North Atlantic Ocean	Norður-Atlantshaf
cabbage white	kálfiðrildi
fixed star	fastastjarna
spaghetti	spagettí
peptide	peptíð
Palm Sunday	pálmasunnudagur
yucca	júkka
sandpaper	sandpappír
nope	nibbs
banana skin	bananahýði
banana republic	bananalýðveldi
archenemy	erkifjandi
erotic	erótískur
continuation	framhald
X	X-litningur
Y	Y-litningur
noble gas	eðalgas
patronym	föðurnafn
matronym	móðurnafn
granite	granít
conductor	lestarvörður
differentiation	diffrun
sigh	andvarpa
contradict	andæfa
sadness	angurværð
drug addict	dópisti
steward	flugþjónn
stewardess	flugfreyja
barn	torfbær
pond water starwort	laugabrúða
small cow-wheat	krossjurt
malicious	illkvittnislegur
economic growth	hagvöxtur
Azerbaijani	aserbaídsjanskur
pandemic	heimsfaraldur
trickster	bragðarefur
trouble	bobbi
problem	það er komið babb í bátinn
það er komið babb í bátinn	babb
undisciplined	agalaus
dodgeball	brennibolti
leapfrog	höfrungahlaup
chase	eltingaleikur
tug of war	reiptog
get along	lynda
control	stýring
arthritis	liðbólga
blender	blandari
sly	lúmskur
unreliable	viðsjárverður
other	hinumegin
abroad	utanlands
residence permit	landvistarleyfi
sly	lymskur
electrotechnician	rafeindavirki
electrotechnology	raftækni
electrical engineer	rafmagnsverkfræðingur
lingual	mállegur
natural history	náttúrusaga
direction	vegvísun
presumably	væntanlega
cowboy	kúreki
shock absorber	höggdeyfir
home	húshjálp
steering wheel	stýrishjól
brake pad	bremsuklossi
remarkably	merkilega
light year	ljósár
zero	núllstilla
overburden	tröllríða
Jutlander	Jóti
rampant	grassera
armchair	armstóll
armchair	hægindastóll
armchair	hægindi
common kingfisher	ísfugl
burnet rose	þyrnirós
Sleeping Beauty	Þyrnirós
bird	fygli
ice-cold	ískaldur
traitor	föðurlandssvikari
joy	fögnuður
wild	óhemja
matriarchate	kvennaveldi
hardened	stæltur
open	berangur
sun	röðull
unconsciousness	meðvitundarleysi
boyish	strákslegur
pretrial	gæsluvarðhald
arrested	handtekinn
materialism	efnishyggja
sign	jarteikn
unrecognizable	ókennilegur
theoretical	kennilegur
fishmeal	fiskimjöl
ectopic pregnancy	utanlegsfóstur
storage	gæsla
treadmill	hlaupabretti
month	ýlir
month	gormánuður
month	mörsugur
avian influenza	fuglaflensa
darts	pílukast
creeping sibbaldia	fjallasmári
diving	kafsund
speeding	kappakstur
lithography	grafík
trivial	smávægilegur
weight	vægi
neat	þrifalegur
meridian	lengdarbaugur
country	landlæknir
food	mataræði
dread	geigur
fear	beygur
horror	hryllingur
distance	fjarlægð
lace	blúnda
cocktail	hanastél
luxury	lúxushótel
shame	ósæmd
everyday	hversdagslegur
arrogance	gorgeir
white stork	hvítstorkur
unwieldy	stríður
resignation	úrsögn
deodorant	lyktareyðir
fish	nytjafiskur
paw	hrammur
spirit	mórall
lockdown	lokkdán
petticoat	undirpils
neutron star	nifteindastjarna
coronavirus	kórónaveira
nematode	þráðormur
splash	gusugangur
backwards	aftur á bak
winter sport	vetraríþrótt
username	notandanafn
anonymity	nafnleysi
backwards	öfugt
homosexual	samkynhneigður
homosexuality	kynhverfa
homosexuality	kynvilla
heterosexuality	gagnkynhneigð
bisexuality	tvíkynhneigð
heterosexual	gagnkynhneigður
bisexual	tvíkynhneigður
together	til samans
gradually	smám saman
troops	herlið
cobalt	kóbolt
menial	ógnvænlegur
epidemiologist	sóttvarnalæknir
infectious disease	sóttvörn
dirigible	loftskip
niobium	níóbín
ruthenium	rúþen
neodymium	neódým
europium	evrópín
holmium	hólmín
lutetium	lútetín
radium	radín
neptunium	neptúnín
lawrencium	lawrensín
rutherfordium	rutherfordín
dubnium	dubnín
seaborgium	seborgín
bohrium	bohrín
hassium	hassín
meitnerium	meitnerín
darmstadtium	darmstadtín
roentgenium	röntgenín
copernicium	kópernikín
nihonium	níhonín
flerovium	fleróvín
moscovium	moskóvín
livermorium	livermorín
tennessine	tennessín
release	útskrifa
intensive care	gjörgæsla
recover	braggast
high	fleygiferð
propose	biðla
alcoholic	alkóhólisti
reprimand	yfirhelling
springtime	vorlag
marine mammal	sjávarspendýr
walker	göngugrind
decathlon	tugþraut
decathlete	tugþrautarmaður
athlete	íþróttamaður
crowd	þvaga
gera	gera að lögum
jam	djamma
amends	miskabætur
injection	innspýting
unlikely	ósennilegur
naturalism	natúralismi
sonnet	sonnetta
dairy	mjólkurbú
starch	mjölvi
nucleon	kjarneind
red-backed shrike	þyrnisvarri
Blyth's reed warbler	elrisöngvari
black-browed albatross	svaltrosi
job title	starfsheiti
premonition	hugboð
trivial	lítilræði
fusion	samruni
plasma TV	plasmasjónvarp
snow leopard	snæhlébarði
harrier	heiðir
political	pólitískur
unpolitical	ópólitískur
mailman	bréfberi
mailman	póstmaður
united	sameinaður
peroxide	peroxíð
minimalism	mínímalismi
primate	prímati
inattentive	óvar
koma	koma á óvart
arrive	koma fram
immunity	ónæmi
sensitivity	viðkvæmni
sem	árið sem leið
lockdown	útgöngubann
faint	líða út af
perish	líða undir lok
prima donna	prímadonna
tectonic plate	landfleki
marriage	bónorð
propose	biðja sér
biðja	biðja fyrir
pray	biðjast fyrir
týna	týna niður
synaesthesia	samskynjun
depression	bömmer
mistake	mistak
female	grásleppa
male	rauðmagi
lumpsucker	hrognkelsi
party	föruneyti
presidency	forsæti
inscription	áletrun
cremation	líkbrennsla
old	aldursforseti
put to sleep	aflífa
in bed	vera uppi í
ganga	ganga af dauðum
assume	ganga út frá
priority	ganga fyrir
vita	vita fyrir
sperm cell	sæðisfruma
sense	öryggistilfinning
í	í beinni
horrible	skelfilegur
slip-up	hrösun
Lophodytes cucullatus	kambönd
gruff	kaldranalegur
dry cleaning	fatahreinsun
national holiday	þjóðhátíð
meadow foxtail	háliðagras
jacksnipe	dvergsnípa
sound	fótatak
couch grass	húsapuntur
cosmic ray	geimgeislun
cosmic ray	geimgeisli
ontological	verufræðilegur
wastepaper basket	ruslakarfa
flannel	flónel
climbing	fjallgönguskór
deterioration	afturför
do up	gera upp
færa	færa í
færa	færa úr
overtake	fara fram úr
prepare	búa sig undir
make a living	lifa á
survive	lifa af
made of	vera úr
til þess að	til þess að gera
make	geta sér til um
pass by	fara hjá
koma	koma í veg fyrir
come	sækja vel að
come	sækja illa að
belittle	kasta rýrð á
interrupt	grípa fram í fyrir
happen	bera við
bera	bera á móti
bera	bera út
bjóða	bjóða út
bjóða	bjóða upp
react	bregðast við
bear the brunt	kenna á
retreat	halda undan
lose	sjá af
overlook	sjást yfir
stratum granulosum	kornlag
unbutton	hneppa frá
plurale tantum	fleirtöluorð
singulare tantum	eintöluorð
common bile duct	gallrás
delusion	ímyndun
clementine	klementína
spiral staircase	hringstigi
turn into	snúast í
go round	snúast
withdraw	draga til baka
mention	hafa orð á
close	láta aftur
come	fá það
hafa	hafa í heitingum
work	liggja yfir
insert	setja inn
prison	sitja inni
abstain	sitja hjá
business	skipta við
beat	taktur
psoriasis	sóri
tide	sjávarfall
familiar	kunnuglegur
urethra	þvagrás
warm	hlýlegur
roomy	rúmgóður
noodle	núðla
instructive	fróðlegur
high crime	embættisbrot
mandible	neðri kjálki
í	í fyrradag
day before yesterday	fyrradagur
sea butterfly	vængjasnigill
crowd	mannsöfnuður
bogbean	horblaðka
drunk	vera í því
agree	verða við
defeat	verða undir
experience	verða fyrir
neglect	farast fyrir
go crazy	fara yfir um
escape	komast undan
survive	komast af
recover	koma til
ascertain	komast eftir
obtain	komast yfir
stream	ferðamannastraumur
prospectus	kynningarbæklingur
girl	snót
medulla oblongata	mænukylfa
prepare	búast
howling	ýlfur
foster child	fósturbarn
amethyst	ametýst
look back	líta við
occasionally	við og við
talk	talast við
captain	kapteinn
worthy	segja sex
little finger	litlifingur
glove	glófi
funeral	líkfundur
morgue	líkhús
funeral	líkfylgd
hearse	líkbíll
given name	mannsnafn
given name	mannanöfn
passenger pigeon	flökkudúfa
credibility	trúverðugleiki
surf	brimgarður
tenacity	seigla
theological	guðfræðilegur
concussion	heilahristingur
sympathy	samhryggjast
late	síðkvöld
long	síðpils
absurd	absúrd
back	að aftan
að	að aftanverðu
main	aðaláhersla
main	aðalástæða
main	aðalbanki
main	aðalbókari
accountant	bókari
headquarters	aðalbækistöð
camp	bækistöð
main	aðaldyr
accountant	bókhaldari
main	aðaleigandi
average	aðaleinkunn
main	aðalféhirðir
treasurer	féhirðir
agenda	aðalfundarstörf
main road	aðalgata
deductive reasoning	afleiðsla
inductive reasoning	tilleiðsla
main	aðalgrein
main	aðalhlutverk
main	aðalinngangur
main	aðalinntak
main	aðaljárnbrautarstöð
main	aðalkjarasamningur
agreement	kjarasamningur
main	aðalkrafa
main road	aðalleið
daring	djarflegur
foolhardy	fífldjarfur
earshot	kallfæri
within	í kallfæri
out	úr kallfæri
lactose	mjólkursykur
lactose	laktósi
renal pelvis	nýrnaskjóða
northern shoveler	skeiðönd
reconcile	sætta sig við
carousel	hringekja
officer	herforingi
splotch	hlussa
Canes Venatici	Veiðihundarnir
air conditioning	loftkæling
payment	gjaldfrestur
suckling	brjóstbarn
stowaway	farþjófur
duchess	hertogaynja
deconstruction	afbygging
Cuban	kúbverskur
Israeli	Ísraeli
Israeli	Ísraelsmaður
endless	endalaus
dub	talsetning
dub	talsetja
tambourine	tambúrína
identity card	nafnskírteini
domination	ofurvald
recruit	nýliði
tangerine	tangerína
identification	persónuskilríki
stereotype	staðalímynd
impregnation	frjóvgun
lead	aðalleikari
lead	aðalleikkona
A team	aðallið
member	aðalmaður
main	aðalmarkmið
main	aðalmeðferð
purpose	markmið
taka	taka höndum
hafa	hafa á hendi
kasta	kasta höndunum til
filling	áfylling
great-grandchild	barnabarnabarn
fatherly	föðurlegur
motherly	móðurlegur
diplomatic	erindrekstur
give up	guggna á
motherless	móðurlaus
heritage	arfleifð
inheritance	dánargjöf
webcam	vefmyndavél
satisfaction	fullnæging
cruiser	beitiskip
peaceful	friðsamur
curriculum	námsskrá
main	aðalnámsskrá
main	aðalorsök
main	aðalpersóna
main course	aðalréttur
Secretary General	aðalritari
editor in chief	aðalritstjóri
main	aðalrofi
consul-general	aðalræðismaður
organization	skipulag
bindast	bindast samtökum
tie	bindast
koma	koma í verk
separatist	aðskilnaðarsinni
ground rule	frumregla
separatist	aðskilnaðarhreyfing
different	aðskiljanlegur
surf	aðsog
helpless	hjálparlaus
flashback	endurupplifun
treadmill	troðari
billionaire	milljarðamæringur
eligible	liðtækur
hazing	busun
equivalent	jafngilda
marketplace	markaðstorg
potion	töfradrykkur
house	þríbýli
cupcake	bollakaka
very	örsjaldan
gentleman	aðalsmaður
main	aðalstarf
administration	aðalstjórn
main	aðalstjórnandi
leader	stjórnandi
noble	aðalsætt
duty	varðstjóri
first	aðalverðlaun
emphysema	lungnaþemba
prize	vinningur
stronghold	aðalvígi
main	aðalæð
dress rehearsal	aðalæfing
east	að austan
fiery	eldlegur
delightful	unaðslegur
joy	unaður
dead	andvana
stillbirth	andvana fæðing
stillborn	fæddur andvana
awakening	vakning
culture	kúltúr
communal	sambýli
A	A-vítamín
countryside	strjálbýli
urban	þéttbýli
að	að austanverðu
að	að baki
security	friðhelgi
preaspiration	aðblástur
mutatis mutandis	að breyttu breytanda
fan club	aðdáendahópur
fan club	aðdáendaklúbbur
horfa	horfa aðdáunaraugum á
admiration	aðdáunarfullur
beginner	byrjandi
melancholy	hugsjúkur
electrician	rafvirki
electrical	raflögn
volume	árgangur
issue	tölublað
fibromyalgia	vefjagigt
flashy	flottur
asexuality	eikynhneigð
asexual	eikynhneigður
inevitable	óhjákvæmilegur
inevitable	óumflýjanlegur
undisputed	óumdeildur
admirable	aðdáunarverður
suddenly	aðdjúpur
gravitational force	aðdráttarkraftur
zoom lens	aðdráttarlinsa
abyss	aðdýpi
flow	aðfall
book	aðfangabók
attachment	aðfarargerð
foreword	aðfararorð
confiscation	aðfararveð
attack	aðför
grassfire	sinubruni
meteorite	loftsteinn
monophthong	einhljóð
sex	kyneinkenni
triphthong	þríhljóð
critical	aðfinningasamur
criticism	aðfinnsla
insinuate	drótta
critical	aðfinnslusamur
objectionable	aðfinnsluverður
approach	aðflug
import	aðflutningsbann
import	aðflutningur
import	aðflutningsgjald
non-native	aðfluttur
in front	að framan
genderless	kynhlutlaus
gym	líkamsræktarstöð
scale	vogarskál
satellite	gervihnattamynd
final	úrslitakeppni
championship	meistaramót
acquittal	sýknudómur
small	vonarglæta
purchasing power	kaupmáttur
concession	tilslökun
countess	greifynja
-ess	-ynja
allusion	vísun
pitiful	ömurlegur
pitiful	ámátlegur
sad	dapurlegur
pitiful	ræfilslegur
miserable	vesaldarlegur
miserable	vesæll
miserable	vansæll
miserable	aumkunarverður
reporting	skýrslugerð
genetics	erfðagreining
revolutionary	byltingarkenndur
farce	sýndarmennska
traffic	umferðartöf
stay	viðdvöl
scream	öskra
in front	að framanverðu
tired	aðframkominn
cross-pollination	aðfrævun
að	að fullu
að	að fullu og öllu
að	að fyrra bragði
main	aðfærsluæð
bookkeeping	færsla
admission	aðgangseyrir
insolent	aðgangsfrekur
arrogant	aðgangsharður
pass	aðgangsheimild
access	aðgangskort
