1	౧
Gontamma	గొంతమ్మ కోరికలు
light	గూట్లో దీపం, కుక్షిలో అన్నం
bridle	గుర్రము తోకకు కళ్లెము పెట్టినట్టు
drink	గురువు నిలుచుండి తాగితే, శిష్యుడు పరుగెత్తుతూ తాగుతాడు
sheep	గొర్రె యేడిస్తే తోడేలుకు విచారమా
dogs	చంద్రుణ్ని చూచి కుక్కలు మొరిగినట్టు
dead	చచ్చిన వాని తల తూర్పున వుంటేనేమి, పడమట వుంటేనేమి
honey	చక్కెర పందిట్లో తేనెవాన కురిశినట్టు
learning	చదువూ లేదు, సంధ్యా లేదు, సంతానం మెండు
excess	మెండు
tamarind	చింత లేదు, చింత లేకపోతే పులుసు లేదు
measure	క్యూసెక్కు
nail	గోరు వాస్తే వేలంత, వేలు వాస్తే కాలంత, కాలు వాస్తే రోలంత, రోలు వాస్తే యెంత
tanks	చినుకులకు చెరువులు నిండుతవా
tank	చెరువు
younger sister	చిన్నక్కను పెద్దక్కను, పెద్దక్కను చిన్నక్కను చేశేవాడు
moonlight	చీకటి కొన్నాళ్లు, వెన్నెల కొన్నాళ్లు
ants	చీమలు పెట్టిన పుట్టలు పాములకు యిరవు అవుతున్నవి
place	ఇరవు
flattery	ముఖస్తుతి
applause	ప్రస్తుతి
seen	చూస్తే నీది, చూడకుంటే నాది
tell	చెప్పితే శిగ్గు, దాస్తే దుఃఖం
cut	చెప్పులు చిన్నవి అని కాళ్లు తెగకోసుకో వచ్చునా
sugarcane	చెరుకు వుండే చోటికి చీమలు తామే వస్తవి
sugar cane	చెరుకు
sugar cane	చెరకు
tank	చెరువు నిండితే కప్పలు చేరుతవి
fastidious	చోద్యాల సోమిదేవమ్మకు వాధ్యారి మొగుడు
marvel	చోద్యము
sent	చోదితుడు
directed	చోదితము
tonsure	చౌలము
consciousness	చైతన్యము
temple	చైత్యము
successful	జరిగేమట్టుకు జయభేరి, జరగకపోతే రణభేరి
kettledrum	భేరి
kettledrum	నగారా
grow	జిల్లేడు చెట్టున పారిజాతములు పుట్టునా
Amaranth	పారిజాతము
link	డబ్బుకూ ప్రాణానకూ లంకె
link	లంకె
fruit	జెముడుకు కాయలు వున్నవా నీడ వున్నదా
Delhi	ఢిల్లీకి ఢిల్లి, పల్లెకు పల్లె
link	లంకియ
Puraṇa	పారాయణము
ecstasy	పారవశ్యము
bewilderness	పరవశత్వము
day	తద్దినము నాటి జంధ్యము
shadow	తన నీడే తన పిశాచము
mother	తనయుని పుట్టుక తల్లి యెరుగును
drum	తప్పెట కొట్టినవాడు దాసరి, శంఖం వూదినవాడు జంగము
solid	తల గట్టి, కడుపు గుల్ల
shell	గుల్ల
Persia	పారశీకము
Parsee	పారసీ
sea	పారావారము
shore	పారంగతుడు
Brahma	నాభిజుడు
dye	పారాణి
gift	పారితోషికము
stream	వాహిని
bearing	వహనము
bear	వహించు
horse	వాహము
serpent	శేషవాహనము
Sesha	శేషశయనుడు
sexual intercourse	మసకము
association	సాంగత్యము
always	సతతము
blackness	మసి
inkstand	మసిబుడ్డి
grey	మసర
burn	జ్వలించు
burnt	జ్వలితము
die	సచ్చు
armour	సజ్జ
pearl millet	సజ్జలు
kinsman	సగోత్రుడు
kinsman	దాయాది
old age	ముది
old age	ముదిమి
old age	జర
push	గెంటించు
bunch	గెల
buffalo	బర్రె
buffalo	గేదెదూడ
gate	గేటు
legs	గేదెకాళ్లు
habitant	గేహుడు
wife	గేహిని
concubine	భోగిని
woman	గొంతి
tube	గొట్టము
tube	క్రోవి
flageolet	పిల్లనగ్రోవి
notes	సరళి
lemon	నిమ్మకాయ
red	శోణము
arm	రెట్ట
leanness	పలుచన
thin	పలుచని
leanness	పలుచదనము
siege	ముట్టడి
besiege	ముట్టడించు
raise	దండెత్తు
bone	దుమ్ములగొండి
bane	గొండి
bolt	గొండ్లెము
axe	గొడ్డలి
fruit	గొయ్యాపండు
cowdung	గొబ్బెమ్మ
Barleria longifolia	గొబ్బిచెట్టు
pit	గొయ్యి
bed	శయ్య
sleep	శయనము
childbirth	పురుడు
selfish	స్వార్థపరుడు
self-interest	స్వార్థము
self-interest	స్వప్రయోజనము
smell	గబ్బు
grope	తడుము
fondle	నిమురు
touch	స్పృశించు
enthusiasm	ఉత్సాహంబు
bird	విహంగంబు
poison	విషంబు
envy	మత్సరము
envy	మత్సరంబు
friendship	నెయ్యము
estimate	మతించు
envy	మాత్సర్యము
circumambulation	ప్రదక్షిణము
sweetness	మాధురి
porch	మంటపము
Madhava	మాధవుండు
spring	మాధవము
cobbler	మాదిగ
woman	మాదిగది
man	మాదిగవాడు
woman	కాముకురాలు
woman	భ్రష్టురాలు
superintendent	అధ్యక్షుడు
expert	నిపుణురాలు
expert	నిపుణుడు
administratrix	నిర్వాహకురాలు
ancestress	పూర్వికురాలు
analyst	విశ్లేషకురాలు
woman	పండితురాలు
lover	ప్రియురాలు
teacher	ఉపాధ్యాయురాలు
servant	సేవకురాలు
pudendum muliebre	మానస్థానము
wealth	మానధనులు
mind	మానసము
lake	మానససరోవరము
cannibal	మానవాశనుడు
person	మానిసి
turkey	మాముకోడి
woman	ఐదువరాలు
matron	ఐదువ
old	ముత్త
woman	ముత్తైదువ
matron	అయిదువ
fifth	అయిదవ
five	ఐదుగురు
fivefold	అయిదింతలు
five	పంచపాత్రము
true copy	శుద్ధప్రతి
pure	శుద్ధుడు
toll	శుల్కము
service	శుశ్రూష
letter	శుభలేఖ
dry	శుష్కము
dry	శుష్కించు
dry	శుష్కఫలము
cripple	కుబ్జుడు
six	షాడ్గుణ్యము
caste	బలిజె
weakness	బలహీనత
eagerness	ఉత్కంఠ
