floor	cat
party	chefușor
lumber	cherestegerie
cytologist	citolog
plotter	complotaș
brotherhood	confrăție
co-worker	conlucrător
culturologist	culturolog
spacer	distanțier
mouthful	dumicat
pathophysiologist	fiziopatolog
jewelry	giuvaiergerie
hydrobiologist	hidrobiolog
iconologist	iconolog
immunopathologist	imunopatolog
slipperiness	alunecuș
epidemic	boliște
goodness	bunețe
compactness	compactitate
counterintelligence	contrainformație
goodness	cuminție
stinginess	cărpănoșie
grayness	căruntețe
decorativeness	decorativitate
stubbornness	dârzenie
lightness	lejeritate
boastfulness	lăudăroșie
smallness	micșorime
monophysitism	monofizitism
smallness	mărunțime
madness	nebuneală
smoothness	neteziș
dizziness	năucie
blindness	orbeală
passivist	pasivist
journalism	periodism
freshness	prospătură
psychopathologist	psihopatolog
stinkiness	puturoșie
sinfulness	păcătoșenie
sinfulness	păcătoșie
rheumatologist	reumatolog
coolness	răcoreală
despotism	samavolnicie
asceticism	schimnicie
shyness	sfiiciune
symbolism	simbolistică
drowsiness	somnoroșie
obedience	supușime
forgetfulness	uitucenie
wickedness	vitregie
listener	auzitor
Epiphany	bobotează
trumpeter	buciumaș
peony	bujoraș
bagpiper	cimpoiaș
crystallizer	cristalizator
carrier	cărător
melon	pepeniște
cupbearer	păhărnicel
cupbearing	păhărnicie
cobweb	păienjeniș
thorny	spiniș
villainy	ticăloșenie
brawl	încăierătură
loaded	încărcat
cutter	decupator
pasqueflower	dedițel
țuică distiller	țuicar
degasser	degazator
depolarizer	depolarizator
uncorker	destupător
skewer	frigăruică
brother	frățâne
hatcher	hașurator
plunder	jecmăneală
fighter	luptaș
widener	lărgitor
materializer	materializator
chewer	mestecător
broom	măturar
distiller	povarnagiu
storyteller	povestaș
valuer	prețuitor
segmenter	segmentator
stabilizer	stabilizant
bowl	străchinar
rolling pin	sucitor
hoarder	tezaurizator
clover	trifoiște
tunneler	tunelist
robbery	tălhărășug
vulcanizer	vulcanizator
safflower	șofrănel
dulcimerist	țambalist
news	telejurnal
newscaster	telespicher
televised sport	telesport
school	teleșcoală
den	viezurină
word	voroavă
cracking	crăpat
theft	mangleală
manicurist	manichiureză
craft	meșteșugărie
microturbine	microturbină
quilt	plăpumărie
foreground	prim-plan
archdiocese	protopopie
kiss	pupat
kiss	pupătură
rot	putrezime
stink	puturoșenie
linen	pânzărie
Wallachia	regățean
distributor	repartizator
distributor	repartizor
cutting	retezătură
lifter	ridicător
Romanianness	românime
crunching	ronțăială
crayfish	răcar
yelp	scheunat
whim	sclifoseală
lameness	șchiopenie
limping	șchiopătură
serfdom	șerbie
goodness	cumințenie
decency	cumsecădenie
salty	sărățea
stupidity	zevzecie
soap dish	savonieră
blessing	blagoslovenie
Annunciation	Blagoveștenie
mulberry	agudă
pitch-black	beznă
oar	vâslă
trumpet	trâmbiță
patriarch	patriarh
confession	spovedanie
Vespers	vecernie
link	verigă
doctor	vraci
letter	slovă
abbot	stareț
knotweed	troscot
psalter	psaltire
altar	jertfelnic
baptismal font	cristelniță
archangel	arhanghel
archdeacon	arhidiacon
oratory	paraclis
antichrist	antihrist
pulpit	amvon
censer	cădelniță
prayer book	ceaslov
prayer book	molitvelnic
Octoechos	octoih
requiem	prohod
icon	icoană
religious service	maslu
liturgy	liturghie
priest	pomelnic
cherub	heruvim
wafer	prescură
thank you	bogdaproste
bishop	vlădică
cantor	țârcovnic
matins	utrenie
epitrachelion	patrafir
Ignatius	Ignat
humility	smerenie
metropolis	mitropolie
prophet	proroc
chalice	potir
Orthodoxy	pravoslavie
liturgy	vozglas
ecphonesis	vozglașenie
repentance	pocaianie
stall	strană
midnight prayer	polunoșniță
sticheron	stihoavnă
litter	năsălie
charity	milostenie
monastery	metoc
ointment	mironosiță
traitor	iudă
hymn	condac
hermit	chilie
Ascension	Ispas
Judean	iudeu
Jordan	Iordan
homily	cazanie
sermon	propovedanie
devil	satană
hermit	schimnic
sticheron	stihiră
cloth	pocrovăț
sermon	litie
mess hall	trapeză
priest	sfită
funeral	pogrebanie
Christmas play	irod
altar	diaconic
altar	chivot
reader	ceteț
communion	agneț
pagan	agarean
monk	camilafcă
monastery	chinovie
monastery	lavră
garment	nabederniță
Wallachia	stolnic
chronicle	letopiseț
law	pravilă
complaint	jalbă
rent	dijmă
soft sign	paieric
Cyrillic	azbuche
announcer	pristav
battle flag	prapur
seal	pecete
archpriest	protopop
register	izvod
lay brother	poslușnic
koliva	colivă
steward	chelar
akathist	acatist
mercy	milosârdie
service	pavecerniță
Candlemas	Stretenie
song	podobie
monk	potcap
hot spring	topliță
veranda	pridvor
bribe	mită
trace	dâră
blacksmith	covaci
heap	vraf
adze	teslă
crossroads	răspântie
abandoned village	siliște
garbage dump	gunoiște
dormouse	pârș
slope	pârtie
corvee	robotă
lock	zăvor
story	snoavă
lover	ibovnic
bless	blagoslovi
foreign	blodogori
Orthodox	pravoslavnic
road	rutier
minibus	rutieră
schnitzel	bătută
skinny	costeliv
wistful	galeș
funny	glumeț
wet	jilav
reward	răsplăti
sweat	năduși
vigorous	vajnic
high-handed	samavolnic
shashlik	șașlâc
ukase	ucaz
snack	zacuscă
roach	babușcă
broody hen	cloșcă
hole	copcă
fishpond	râmnic
grinder	râșniță
stubble	miriște
crucian carp	caracudă
fold	cută
synodic	sobornic
teach	propovădui
praise God	slavoslovi
extol	proslăvi
burial ceremony	prohodi
ordain	hirotonisi
decorate	podobi
translate	tălmăci
cigarette	tabacheră
subroutine	subrutină
achronic	acronic
mud	mocirlă
buffalo	bivoliță
helmsman	cârmaci
lively	zglobiu
tiresome	trudnic
wretch	netrebnic
feeble	nevolnic
force	silnic
self-sufficient	volnic
awake	treaz
adverse	potrivnic
extraordinary	strașnic
daring	dârz
sudden	năprasnic
multicolored	pestriț
haggle	tocmi
sentence	osândi
plant	sădi
adviser	sfetnic
conceive	zămisli
animal	ciolan
cloak	mantie
revolt	răzvrăti
a little	oleacă
unicorn	inorog
monster	bâzdâganie
manger	iesle
coffin	coșciug
brushwood	vreasc
forest	zăvoi
pie	scovergă
argue	sfădi
patch up	cârpi
persecute	prigoni
break through	răzbi
press	teasc
patience dock	ștevie
animosity	vrajbă
feral	pripas
slime	mâzgă
mountain spinach	lobodă
floodplain	luncă
misfortune	năpastă
medieval	jupan
boil	clocot
custom	datină
beast	lighioană
humility	spăsenie
spade	hârleț
devil	tartor
bill	cozoroc
Isaccea	Oblucița
wandering	pribeag
jade	gloabă
vice	nărav
vicissitude	pacoste
yard	ogradă
mine	ocnă
youngest child	prâslea
vineyard	podgorie
stale bread	posmag
great	puzderie
by foot	pe jos
society	obște
agitation	vâlvă
carcass	stârv
sleet	zloată
deed	ispravă
kalach	colac
pruning knife	cosor
stink	duhni
shy	sfii
rush	năpusti
wail	căina
steer	cârmi
suffer consequences	ispăși
alms	milui
try	strădui
stumble	poticni
stop	popri
worn	ponosi
repent	pocăi
kindergarten	grădi
crush	strivi
change	primeni
spy	iscodi
anoint	mirui
seal	pecetlui
wail	jelui
invade	năpădi
unit of measurement	vadră
maid-of-all-work	slujnică
murmur	șopot
salty spring	slatină
axe	toporâște
granary	jitniță
ridge	obcină
pasture	pajiște
watchman	pândar
bar	zăbrea
squabble	sfadă
faeces	scârnă
filthy	scârnav
mole cricket	coropișniță
shepherd	comarnic
coffin	raclă
plateau	padină
porcini	mânătarcă
hot pepper	ciușcă
lather	clăbuc
forest reserve	braniște
hospital	bolniță
loop	belciug
cart	teleagă
chord	strună
sluice	stavilă
shaft	proțap
trouble	pocinog
tribute	plocon
chaff	pleavă
child	odraslă
vine	loază
basket	coșniță
plant	presădi
hallucinate	năzări
flood	potopi
rummage	răscoli
slander	cleveti
explain	tâlcui
press	tescui
crush	stâlci
rule	oblădui
hitch	smuci
bow	ploconi
thicket	sihlă
jocular	șugubăț
disoriented	năuc
foolish	nătâng
incompetent	becisnic
swarthy	smead
crooked	șui
cheese	șuberec
greater celandine	rostopască
barrel organ	caterincă
pigeon	hulub
plaster	tencui
bandura	bandură
fitting	bucșă
boot	ciubotă
buttermilk	chișleag
old woman	hoașcă
bachelor	holtei
cave	hrubă
fair	iarmaroc
blemish	prihană
dirt road	șleau
sow thistle	susai
kabana sausage	cabanos
horde	hoardă
camomile	romaniță
Szlachta	șleahtă
slivovitz	șliboviță
krakowiak	cracoviac
waggish	hâtru
bald	pleș
Gehenna	gheenă
consecration	sfeștanie
leader	Scaraoțchi
immaculate	precistă
celebrate	prăznui
scribe	diac
wick	feștilă
requisition	podvadă
rusalka	rusalcă
very	hăt
skull	hârcă
para	lăscaie
Budjak	Bugeac
why	de unde și până unde
the dogs bark, but the caravan goes on	câinii latră, caravana trece
consonantal	consonantic
Cernavodă	Bogazchioi
upstart	parvenit
yuppie	tefelist
Securitate officer	securist
member	pesedist
member	penelist
airmail	aeropoștal
anticyclonic	anticiclonal
antigovernment	antiguvernamental
conchoidal	concoidal
megalocephalic	megalocefal
mesocephalic	mezocefal
tricephalous	tricefal
servant	argățime
pauper	calicime
beggar	cerșetorime
scholar	cărturărime
soldier	cătănime
Cossack	căzăcime
unearthed	dezgropat
teacher	dăscălime
fluidizing	fluidizant
lad	flăcăime
ruffian	golănime
serf	iobăgime
landlord	moșierime
working class	muncitorime
Muscovite	muscălime
fidget	neastâmpăr
merchant	negustorime
German	nemțime
officer	ofițerime
greyhound	ogărime
soldier	ostășime
plower	plugărime
spaniel	prepelicar
quail	prepelițoi
dotted	presărat
sprinkling	presărătură
owner	proprietărime
plum orchard	pruniște
radiotransmitter	radiotransmisionist
writer	scriitorime
scratching	scărpinat
scratching post	scărpinătoare
scratch	scărpinătură
servant	slugărime
servant	slujitorime
soldier	soldățime
student	studențime
blood sausage	sângerete
bleeding	sângerătură
Saxon	săsime
townfolk	târgovețime
hunter	vânătorime
teacher	învățătorime
pupil	școlărime
mosquito	țânțărime
armaș	armășel
tenant	arendaș
brass	arămărie
rich	bogătan
pocket	buzunărel
ash	cenușar
mushroom	ciupercărie
dovecote	columbărie
pretzel	covrigărie
sausage	cârnățărie
cheese	cășărie
dribbling	driblaj
photomosaic	fotomozaic
swish	foșnet
candle	lumânărie
candle	lumânărărie
birch	mestecăniș
peach	piersicărie
pie	plăcintărie
trout	păstrăvărie
drawer	sertărel
winery	vinărie
chinoiserie	chinezărie
skewer	frigăruie
snow	fulguială
button	năsturărie
white	breaz
peaceful	molcom
quarrel	gâlceavă
gander	gânsac
ravine	rovină
rump	târtiță
shuttle	suveică
fallow	pârloagă
bread	papară
Russian sturgeon	nisetru
Chetnik	cetnic
starry sturgeon	păstrugă
doline	dolină
shrike	sfrâncioc
fur coat	șubă
spindle	drugă
tableland	crov
potato	crumpenă
hag	bahorniță
hag	baborniță
post chaise	poștalion
pirozhki	piroșcă
spurt	izbucni
transfuse	pritoci
shed	năpârli
scorch	pârli
roast	pârpăli
sneer	rânji
splash	bălăci
distinguish	desluși
shovel manure	râni
excommunicated	proclet
huge	coșcogeamite
Swedish	șved
Pole	poleac
gift	dărui
hillock	grădiște
Hutsul	huțul
bag	tașcă
precinct	secție
cense	cădi
hymn	priceasnă
foreword	predoslovie
Transfiguration	preobrajenie
churchyard cemetery	progadie
primer	azbucoavnă
guildmaster	staroste
feast	Trisfetite
intend	hărăzi
tarry	zăbovi
enjoy	tihni
whine	tângui
obliquely	teși
silent	mâlci
flatter	măguli
daze	toropi
thump	buși
harbinger	cobi
mender	cârpaci
quarter	ciozvârtă
balk	răzor
rain	paparudă
bench	laviță
midsummer feast	Drăgaică
float	drișcă
costmary	calomfir
soak	năclăi
undeveloped	șiștav
sheepskin hat	cușmă
scold	dojeni
improve	iscusi
bizarre	bazaconie
hereditary property rights	ocină
sapphire	zamfir
sprout	samuraslă
Lord's Prayer	Ocinaș
trailing fenugreek	molotru
yoke	jujeu
mooring	pripon
cupbearer	ceașnic
calèche	caleașcă
cockroach	taracan
refuge	băjenie
insect	gânganie
stuttering	gângav
distillery	povarnă
uselessness	zadar
note	țidulă
finish	prididi
firstfruit	pârgă
tardiness	zăbavă
justice	vornic
scotch	scoci
insulated	termopan
bag	turbincă
persecute	năpăstui
steel	criță
supply	clucer
ruble	carboavă
chicken offal soup	potroacă
chicken coop	poiată
primer	bucoavnă
primer	bucvariu
chamberlain	postelnic
cause	pricină
fruit fly	mușiță
undergarment	izmană
whimsy	izmeni
inflammation	gâlcă
accept	agrea
sabrefish	sabiță
European bullhead	zglăvoc
European sea sturgeon	șip
braided hair	cosiță
corvee	clacă
sweetbread	momiță
pepper pot	piperniță
nase	scobar
tsarevich	țarevici
Albanian	arbănaș
foot wrap	obială
jade	mărțână
jade	mârțoagă
dilapidated	magherniță
wild boar	gligan
commander	comandir
guard	dejurstvă
Great Russian	velicorus
redoubt	redută
calamity	potopenie
street vendor	precupeț
merchant	cupeț
tomb	gropniță
dry measure	baniță
serviceberry	scorușă
quarter	cartirui
ponder	chiti
Ustashe	ustaș
demijohn	butelcă
sound	ropot
seedling	răsad
transplant	răsădi
starch	scrobeală
toolshed	polată
lame	cotonog
mourning	jelanie
pamper	răzgâia
carol	sorcovi
geranium	mușcată
realize	dumiri
temple	capiște
shady	staniște
idolatrous	idolatric
unexpectedly	nitam-nisam
military instruction	șmotru
gnash	scrâșni
unexpected disaster	năprasnă
flask	clondir
sob	smârcâi
spice	mirodie
so much	atâtica
nativized	autohtonizat
floppy ear	clăpăug
go around	târcoli
origin	obârșie
establish	orândui
consecrate	târnosi
hardworking	strădalnic
hip flask	ploscă
osier	răchită
skull	tigvă
posse	poteră
trough	copaie
fir branch	cetină
fieldfare	cocoșar
whetstone	tocilă
lath	șipcă
stile	pârleaz
aftergrass	otavă
European green lizard	gușter
goldsmith	zlătar
amaranth	știr
spoke	spiță
sleet	lapoviță
currycomb	țesală
leather strap	nojiță
Roma	șatră
stewed	chiseliță
load	crosnă
carrying pole	cobiliță
poultry	galiță
riot	răzmeriță
tramping	tropot
stifling heat	zăduf
certificate	zapiscă
leader	vătăman
Italian oak	gârniță
dragonhead	mătăcină
abattoir	meserniță
swamp	mlacă
ice dam	zăpor
eaves	streașină
dirty	smârd
lawful	pravilnic
quarrelsome	sfadnic
dawdler	zăbavnic
violent	năsilnic
sour milk	covăsi
carve	mezdri
bride	hobot
corncrake	cristei
bastard balm	dumbravnic
wall germander	dumbeț
end	coneț
wild beast	jiganie
serve	dvori
treat	obloji
die	pristăvi
swell	obrinti
wooden bucket	doniță
drunk	șumen
envious	zavistnic
foot pillow	podnojie
misfortune	pricaz
prayer book	trebnic
compost	mraniță
fuck	babardeală
pretty	ghizdav
coverlet	ogheal
envy	zavistie
haunt	bântui
trust	bizui
angry	burzului
parch	pârjoli
inhabit	sălășlui
heal	tămădui
allow	îngădui
handsome	chipeș
crazy	bolând
drink	aldămaș
argument	harță
ladle	cancioc
mineral water	borviz
bearded vulture	ceahlău
infantryman	dorobanț
participant	curuț
pasture	imaș
foot soldier	tălpaș
field	holdă
rod	joardă
landlord	nemeș
water cask	fedeleș
charcoal kiln	bocșă
herbaceous periwinkle	saschiu
stud	herghelie
tray	tipsie
cutlery	tacâm
tomfoolery	caraghiozlâc
belongings	calabalâc
party	chiolhan
unpleasant event	dandana
Ottoman	osmanlâu
purple	pătlăginiu
pistacchio	fistichiu
Gagauz	găgăuz
crippled	ciolac
mosque	geamie
guild	isnaf
fraud	matrapazlâc
stealthily	tiptil
cash	peșin
okra	bamă
skullcap	tichie
trick	giumbușluc
vest	ilic
gold coin	mahmudea
habit	tabiet
pretzel maker	simigiu
cunning	pișicher
turquoise	peruzea
French	franțez
Swiss	șvițer
Swiss cheese	șvaițer
scandal	tevatură
sipahi	spahiu
yoghurt	iaurgiu
studmaster	hergheligiu
windfall	ghelir
sunset	chindie
peseta	pesetă
son	beizadea
cutting	butaș
siskin	scatiu
profit	folos
nobility	evghenie
nanny	dădacă
advance payment	arvună
snipe	becață
almanac	arhondologie
public utility	eforie
pile	stivă
horse mackerel	stavrid
goby	guvid
funny	nostim
