perquisite	gratis
ready, set, go	do biegu, gotowi, start
pervade	zmrozić
pervade	zmrażać
ridicule	pośmiewisko
saccharine	cukierkowy
shocking	wstrząsający
bungle	niedoróbka
freeze	zamrozić
freeze	zamarznąć
frozen	zamarzły
right-winger	prawicowiec
left-winger	lewicowiec
stimulate	stymulować
shut tight	domykać
shut tight	domknąć
enchanted	oczarowany
sensitize	wyczulić
sensitize	wyczulać
pick up	podłapać
pick up	podłapywać
geminate	wykiełkować
geminate	kiełkować
piece	posesja
torrential	ulewny
torrentially	ulewnie
torrentially	rzęsiście
equal rights	równouprawnienie
pump	wypompować
pump	wypompowywać
steep goat	perć
strawberry roan	deresz
lethargy	letarg
prayer	modlitewny
prayerfully	modlitewnie
frozen in place	zamarły
unmoving	zastały
step	nadeptywać
step	nadeptać
ensuing	wynikły
stiff	zesztywniały
numb	zdrętwiały
numb	odrętwiały
inelastic	nieelastyczny
inelastically	nieelastycznie
elastically	elastycznie
flexibly	giętko
flexibility	giętkość
bender	giętarka
musty	zatęchły
musty	zatęchnąć
musty	tęchnąć
freshness	świeżość
food	żywnościowy
geld	wałaszyć
musty	stęchnąć
overgrown	obrosnąć
overgrown	obrastać
lapidate	kamieniować
farce	faszerować
farce	nafaszerować
lard	szpikować
lard	naszpikować
ramsons	czosnek niedźwiedzi
disservice	niedźwiedzia przysługa
immediate	momentalny
Polish	polakożerca
barricade	barykadować
barricade	zabarykadować
bar	tarasować
bar	zatarasować
assign point	punktować
tedious	nużący
markdown	bonifikata
reach	dokopywać
reach	dokopać
persecution	prześladowanie
grow out	rozrosnąć
grow out	rozrastać
assemble	montować
assemble	zmontować
big	cycaty
charge	szarżować
harass	prześladować
ministry	posługa
green	zielenieć
green	zzielenieć
feel	uczuwać
barrier to entry	próg wejścia
rot	murszeć
rot	zmurszeć
obsolete	zmurszały
day after day	dzień w dzień
by day	za dnia
day after day	dzień za dniem
sleep over	nocować
sleep over	przenocować
po noc	po nocy
po noc	po nocach
evening party	wieczornica
supper	wieczerzać
fisherwoman	rybaczka
headrest	zagłówek
na pohybel	na pohybel
slosh	chlupotać
slosh	zachlupotać
plop	chlupać
plop	chlupnąć
grate	chrobotać
grate	zachrobotać
grate	chrobotnąć
grind	zgrzytać
grind	zgrzytnąć
grind	zazgrzytać
crackle	zatrzeszczeć
resound	zabrzmieć
crunch	chrzęścić
crunch	zachrzęścić
shaky	chybotliwy
shakily	chybotliwie
wobble	chybotać
wobble	zachybotać
curtsey	dygać
curtsey	dygnąć
shiver	zadygotać
smash	gruchotać
smash	zgruchotać
smash	pogruchotać
break	potłuc
castigate	korygować
castigate	skorygować
smash	stłuc
break	połamać
after-dinner	poobiedni
hit	poobijać
break	porozbijać
destructive	niszczycielski
destructively	niszczycielsko
heal	kurować
Seligowa	Seliga
break apart	rozłamać
break apart	rozłamywać
breccia	brekcja
four-wheeled	czterokołowy
three-wheel	trójkołowy
bustle	krzątać
gurgle	gulgotać
gurgle	zagulgotać
gurgle	zabulgotać
clumsy	safanduła
holler	jazgotać
holler	zajazgotać
clatter	klekotać
unaoczniać	naoczny
semiopaque	półprzezroczysty
knock	kołatać
bar	antaba
shepherd	pasterski
swing	kolebać
evaluate	ewaluować
contrast	kontrastować
contrast	skontrastować
separate	separować
finesse	finezja
good-natured	poczciwy
reestimate	przeszacowywać
reestimate	przeszacować
good-natured	dobroduszny
go nuts	świrować
go nuts	ześwirować
so much	tyleż
how much	ileż
Mielnik	mielnicki
mold	tworzydło
Prudnik	prudnicki
batter	łomotać
hold in contempt	pomiatać
jihadist	dżihadystka
broom	pomiotło
pound	grzmocić
pound	grzmotnąć
hold in contempt	pomieść
guttersnipe	knajak
geld	skopić
pacify	spacyfikować
pacify	pacyfikować
disarm	rozbroić
disarm	rozbrajać
level	zniwelować
level	niwelować
overripen	przejrzewać
summon	przyzywać
summon	przyzwać
defamation	szkalunek
kidnapper	porywaczka
Bubo scandiacus	sowa śnieżna
Leptinotarsa decemlineata	stonka
commodify	utowarowić
coordinator	koordynatorka
arrange	aranżować
arrange	zaaranżować
field of vision	pole widzenia
material	materialny
synaesthesia	synestezja
every bit	najzupełniej
observation	spostrzeżenie
tune up	dostroić
tune up	dostrajać
debauchee	wszetecznica
fall	przypadać
policymaker	decydentka
immaterial	niematerialny
dissident	dysydentka
quiet fart	cichacz
kindred soul	bratnia dusza
kindred soul	pokrewna dusza
kindred soul	przyjazna dusza
fraternal	bratni
snail's pace	żółwim krokiem
chodzić spać z kura	chodzić spać z kurami
have a head on one's shoulders	mieć głowę na karku
sleep of the just	spać snem sprawiedliwego
hypnotise	hipnotyzować
hypnotise	zahipnotyzować
crank	odmieniec
spoof	oszwabić
spoof	oszwabiać
spoof	szwabić
German	szwabka
deceive	robić w konia
magnetise	magnetyzować
wash	omyć
wash	omywać
collection	inwentarz
clean	odmyć
clean	odmywać
wash	wymywać
wash	wymyć
head	zmierzać
mongrelize	skundlić
piece	knedel
shake	telepać
shake	potrząsać
pigmeat	świnina
litter	świnić
litter	uświnić
crestfallen	strapiony
wierzyć na słowo	wierzyć na słowo
uwierzyć na słowo	uwierzyć na słowo
attainable	uchwytny
nincompoop	gamuła
struggle	zmagać
illustrate	obrazować
illustrate	zobrazować
tickle	połaskotać
clang	brzdąkać
clang	brzdąknąć
tickling	łaskotki
tickle	połachotać
clownery	błazeństwo
average	uśrednić
average	uśredniać
traction	przyczepność
chip	obtłuc
chip	obtłukiwać
akcept	akceptowalny
disgraceful	sromotny
disgraceful	haniebny
disgraceful	niechlubny
disgraceful	niesławny
implant	zakorzenić
implant	zakorzeniać
denude	obnażyć
denude	obnażać
falsity	fałszywość
insufficient	braknąć
penetrate	spenetrować
penetrate	penetrować
lumpy	pokraczny
chimney corner	zapiecek
narrow	zwęzić
narrow	zwężać
droll	sowizdrzał
widen	poszerzać
widen	poszerzyć
canister shot	kartacz
look out	wyzierać
determine	wyłaniać
determine	wyłonić
flakey	niesłowny
flakey	nierzetelny
flakey	niesolidny
spread carbon monoxide	czadzić
discolor	płowić
get discolored	płowieć
get discolored	spłowieć
denationalise	wynarodawiać
denationalise	wynarodowić
shape	wykształcać
proclamation	uniwersał
debt collector	windykator
damn	do licha
do kit	do kitu
do chrzan	do chrzanu
damn it	do cholery
shitload	od cholery
aplenty	jak psów
od metr	od metra
devil	diasek
prepare	przysposabiać
damn	do diaska
damn	do diabła
prepare	przysposobić
incline	usposobić
prepare	sposobić
do ból	do bólu
do czort	do czorta
occasion	sposobność
why the hell	po cholerę
slit	podrzynać
clean	do czysta
debauchee	wszetecznik
dissolute	wszeteczny
slit	poderżnąć
stain	walać
wake up	wybudzać
wake up	wybudzić
intact	nienaruszony
snitch	nakablować
snitch	zakablować
cable	okablowywać
cable	okablować
snitch	podkablowywać
snitch	podkablować
carry	donaszać
leaflet distributor	ulotkarz
smear	ślinić
grain bin	zapole
grain bin	sąsiek
jack up	wyśrubowywać
jack up	wyśrubować
heist	obrabowywać
ornament	meluzyna
soup	kapłon
Swabian	Szwab
Swabian	Szwabka
haywire	trzpiotać
confound	konfundować
confound	skonfundować
crease	tłamsić
crease	stłamsić
kirsch	wiśniówka
quince liqueur	pigwówka
cornel liqueur	dereniówka
raspberry liqueur	malinówka
lemon liqueur	cytrynówka
blackberry liqueur	jeżynówka
heinousness	ohydztwo
heinousness	paskudztwo
habitation	koczowisko
freely	dowolnie
mental shortcut	skrót myślowy
homegrown	domorosły
autogenous	samorodny
lavatorial	niewybredny
above all	w pierwszym rzędzie
flap	łopotać
flap	załopotać
mumble	wymamrotać
mumble	zamamrotać
politicize	upolitycznić
politicize	upolityczniać
glistening	migot
croak	zarechotać
jump	skokowy
sniff	siąkać
chirp	szczebiotać
chirp	zaszczebiotać
speak	szwargotać
move	rozczulić
move	rozczulać
chirp	świergotać
flutter	zatrzepotać
clatter	turkotać
clatter	zaturkotać
pentalogy	pięcioksiąg
cowardice	bojaźliwość
book	księgować
book	zaksięgować
mangle	maglować
mangle	zmaglować
mangle	magiel
rattle	zagrzechotać
stomp	podeptać
tread	zdeptać
calculational	obliczeniowy
rumple	pognieść
squash	zgniatać
squash	zgnieść
press	ugnieść
press	ugniatać
tuck	usadowić
tuck	usadawiać
knead	zagnieść
knead	zagniatać
crusher	zgniatacz
flatten	spłaszczyć
flatten	spłaszczać
press	uciskać
press	ucisnąć
oppress	ciemiężyć
corn	nagniotek
soil	zabrudzić
soil	zabrudzać
lash	smagać
lash	smagnąć
calumnious	potwarczy
move	przenosiny
melt	stopić
melt	stapiać
steamroller	zwalcować
polymerisation	polimeryzacja
punnet	łubianka
ramrod	wycior
dung heap	gnojowisko
fertilizer	gnojowica
swell	nabrzmieć
stop	wybrzmiewać
stop	wybrzmieć
tank truck	beczkowóz
cover	przemierzyć
cover	przemierzać
rot	zgnoić
fertilize	gnoić
fertilise	użyźnić
pilgrimage	pielgrzymować
fertilise	użyźniać
promote	awansować
meander	meandrować
transfer	przerzut
quick shot	przyrzut
fling	wyrzut
brown coat	narzut
diversity	rozrzut
diversity	dyspersja
diversity	rozsiew
bring	nawieźć
bring	nawozić
greenfodder	zielonka
cake	gniot
crusher	gniotownik
epic	epopeja
long	sążnisty
fathom	sążeń
arshin	arszyn
fuel	opałowy
bore	nudziarstwo
shadow	zacienić
shade	zacienie
shadowy	cienisty
point of reference	punkt odniesienia
shade	cieniować
modulate	modulować
reach	zajechać
reach	zajeżdżać
wear out	zajeździć
destroy	rozjeździć
showy	na pokaz
furrow	poryć
omniscient	wszechwiedzący
omniscient	wszystkowiedzący
diablery	czarnoksięstwo
expressive	pełnokrwisty
modulate	zmodulować
let alone	co dopiero
collect	pozbierać
smear	łoić
melt	stajać
intrigue	frapować
intrigue	zafrapować
pat into	wklepać
pat into	wklepywać
restaurateur	restauratorka
Vanellus	czajczy
assassin	siepacz
comprehensive	kompleksowy
leave one's mark	wyciskać piętno
leave one's mark	wycisnąć piętno
roll one's eyes	przewracać oczami
roll one's eyes	przewrócić oczami
majesty	majestatyczność
political view	tromtadracja
pole	pawąz
make a mountain out of a molehill	zrobić z igły widły
concentration camp	kacet
deceive	zwodzić
deceive	zwieść
overcome	przezwyciężyć
overcome	przezwyciężać
overpower	przemóc
overpower	przemagać
overwhelm	zmóc
seize	owładnąć
enslave	zniewolić
enslave	zniewalać
oppress	uciemiężyć
oppress	uciemiężać
possess	opętać
possess	opętywać
entangle	omotać
entangle	omotywać
sink	ugrzęznąć
inexorably	nieubłaganie
slyly	podstępnie
incite	podburzyć
win over	pozyskać
win over	pozyskiwać
get in the way	stawać na drodze
get in the way	stanąć na drodze
entangle	wplątać
entangle	wplątywać
in full swing	w najlepsze
tangle	splątać
untangle	rozplątać
deceive	omamić
untangle	rozplątywać
deceive	omamiać
spool	namotać
deceive	okłamać
tangle	splątywać
tangle	poplątać
entwine	oplątać
entwine	oplątywać
take advantage of	wyzyskać
take advantage of	wyzyskiwać
implicate	przyplątać
implicate	przyplątywać
exploit	użytkować
tag along	przypałętać
show up	przypętać
breeze	pikuś
willy-nilly	chcąc nie chcąc
flunkey	pachoł
vertigo	zawroty głowy
untangle	odplątać
untangle	odplątywać
extricate	wyplątać
extricate	wyplątywać
weave	wyplatać
weave	wypleść
tearaway	rozrabiacz
mix up	rozrabiać
mix up	rozrobić
achieve	dokazywać
achieve	dokazać
snivel	mazgaić
doodle	bazgroły
scrawl	bazgranina
scrawl	mazanina
scrawl	bazgrać
scrawl	nabazgrać
rat out	podpierdalać
care	piastować
disunite	poróżniać
stir	zbełtać
unclearly	niejasno
vagueness	niejasność
improper	niesłuszny
improperly	niesłusznie
unfairness	niesłuszność
identify	utożsamić
identify	utożsamiać
chaotically	bezładnie
hater	nienawistnica
slyly	chytrze
strain	nadsłuchiwać
strain	nasłuchiwać
listen	nasłuchać
intercept	nasłuch
radio station	radiostacja
obediently	posłusznie
bloom	pokwitać
swirl	kotłować
naively	naiwnie
according to	zgodnie z
nab	zwędzić
smoke	uwędzić
commotion	kotłowanina
make	kłębić
constantly	nieustannie
disordered	nieuporządkowany
inability	nieumiejętność
unskillfully	nieumiejętnie
correspond	korespondować
correspondence	korespondencyjny
remotely	korespondencyjnie
journalistic	publicystyczny
journalistically	publicystycznie
publicist	publicysta
publicist	publicystka
feuilleton	felietonowy
feuilletonist	felietonista
feuilletonist	felietonistka
opinion	opiniotwórczy
reporter	reportażysta
reporter	reportażystka
refugee	uchodźczyni
eat away	obżerać
eat away	obeżreć
cut off	obrzynać
cut off	oberżnąć
defender	obrończyni
robić w bambuko	robić w bambuko
zrobić w bambuko	zrobić w bambuko
robić w balon	robić w balona
zrobić w balon	zrobić w balona
con	nabijać w butelkę
wprowadzać w błąd	wprowadzać w błąd
wprowadzić w błąd	wprowadzić w błąd
sprowadzać na manowce	sprowadzać na manowce
sprowadzić na manowce	sprowadzić na manowce
wyprowadzać w pole	wyprowadzać w pole
wyprowadzić w pole	wyprowadzić w pole
do	robić wodę z mózgu
do	zrobić wodę z mózgu
jilt	wykiwać
excerpt	wyimek
defective	felerny
hermaphroditic	obojnaczy
Tatar troop	czambuł
settlement	Brzozów
high price	drożyzna
become impoverish	zubożeć
impoverish	zubożyć
impoverish	zubażać
enrich	ubogacić
enrich	ubogacać
dwarf	karleć
dwarf	skarleć
gain	przybytek
plenty is no plague	od przybytku głowa nie boli
a word is enough to the wise	mądrej głowie dość dwie słowie
morda w kubeł	morda w kubeł
dwarf mountain pine	kosodrzewina
reporter	sprawozdawca
reporter	sprawozdawczyni
reporting	sprawozdawczy
batter	taranować
batter	staranować
minute	protokolant
minute	protokołować
minute	zaprotokołować
cottage cheese	twarożek
morning	raniec
bridle	kiełznać
bridle	okiełznać
bridle	okiełznywać
contend	borykać
grow	wyrastać
appose	przystawiać
appose	przystawić
grow	wyrosnąć
tree rat	skoczynoszczur
black	czarnostopy
black	czarnołapy
black	czarnonogi
tricorne	trójróg
creep	gadzina
daub	tytłać
daub	utytłać
daub	paprać
Facebook	facebookowy
self-realization	samorealizacja
realization	realizacja
update	zaktualizować
hack apart	rozrąbywać
union	unijny
approach	nadciągać
approach	nadciągnąć
drag	dociągać
drag	dociągnąć
scale	ociągać
scale	ociągnąć
Polygala	krzyżownica
drag away	odciągnąć
drag away	odciągać
pull	uciągnąć
dew	rośny
bedew	rosić
bedew	zrosić
bedew	zraszać
drag	przeciągnąć
drag	przeciągać
drivel	bajdurzyć
mislead	durzyć
weary	znużyć
spin	uprząść
crush on	podkochiwać
be friends with	przyjaźnić
make friends	zaprzyjaźnić
make friends	zaprzyjaźniać
daze	odurzyć
daze	odurzać
first cause	praprzyczyna
rename	przemianować
rename	przemianowywać
babble	paplotać
calculating	wyrachowany
convince	przeświadczać
convince	przeświadczyć
abuse	pastwić
beat	poturbować
bother	turbować
clearance slip	obiegówka
botfly	gzowy
felloe	dzwono
darken	mroczyć
dusk	zmierzchnąć
childless	bezpotomny
antediluvian	pradziejowy
bring about	przyczynić
bring about	przyczyniać
proudly	dumnie
boastfully	chełpliwie
however	tym niemniej
pretentiously	pretensjonalnie
lawful	prawomocny
lawfully	prawomocnie
lawfulness	prawomocność
helpfully	pomocnie
however	wszelako
economical	rządny
interest	zaciekawiać
interest	zaciekawić
candy	kandyzować
squawk	skrzeczeć
squawk	skrzekać
squawk	zaskrzeczeć
squawk	skrzeknąć
imaginatively	pomysłowo
add	przysparzać
add	przysporzyć
glow	pałać
caress	hołubić
baste	fastryga
baste	fastrygować
superficial	powierzchowny
superficially	powierzchownie
superficiality	powierzchowność
interpersonal	międzyludzki
compositor	zecerka
advantage	walor
lockjaw	szczękościsk
epidermal	naskórkowy
superficially	naskórkowo
skin effect	naskórkowość
roughly	szorstko
brusqueness	oschłość
coldness	oziębłość
roughly	chropawo
leak out	ulotnić
leak out	ulatniać
roughness	chropawość
roughness	szorstkość
foretell	wieszczyć
hobble	kuleć
women	babski
womanly	niewieści
prophetic	wieszczy
inspired	wieszczka
hobble	chromać
foretell	prorokować
gallfly	galasówka
prophetic	wróżebny
chop	siekać
chop	posiekać
unmanly	niemęski
womanly	zniewieścieć
womanly	niewieścieć
manly	męsko
femininely	kobieco
unmanlily	niemęsko
chicken-heartedly	tchórzliwie
cowardice	tchórzliwość
chicken-heartedly	bojaźliwie
cowardlily	lękliwie
cowardice	lękliwość
cowardice	strachliwość
cravenly	strachliwie
faint-heartedly	trwożliwie
frighten	trwożyć
frighten	strwożyć
frighten	zatrwożyć
frighten	zatrważać
cravenly	trwożnie
drought	posucha
flee	pierzchnąć
bast shoe	łapeć
wither	uschnąć
wither	usychać
dry up	zaschnąć
dry up	zasychać
fall apart	rozeschnąć
fall apart	rozsychać
stick	przyschnąć
stick	przysychać
dry	przeschnąć
dry	przesychać
dry	podeschnąć
dry	podsychać
tattoo artist	tatuator
tattoo artist	tatuatorka
dry out	obeschnąć
dry out	obsychać
drying rack	suszak
drying room	suszarnia
dig	okopać
dig	okopywać
fortification	umocnienie
siege	oblężniczy
breeding site	lęgowisko
dry out	wysuszać
airstream	wiew
confidence	pewność siebie
map	mapować
designation	oznaczenie
net	sieciowy
chain store	sieciówka
liveliness	żywość
hold	wiecować
assign	przyporządkować
assign	przyporządkowywać
attribution	atrybucja
gonorrhea	tryper
appraisal	wycena
overvalue	przecenić
overvalue	przeceniać
value	wycenić
value	wyceniać
tersely	zdawkowo
fake	zamarkować
act the goat	pajacować
act the goat	błaznować
fake	upozorować
fake	upozorowywać
spam	spamować
litter	zaśmiecać
litter	zaśmiecić
calculate	kalkulować
diadromous trout	troć
exhibit	eksponować
exhibit	wyeksponować
unite	bratać
