approbatur	A
accompanist	säestäjä
electricalness	sähköisyys
hassle	sählinki
fumbler	sähläri
fumbler	sählääjä
sauciness	sähäkkyys
glitter	säihky
fibrousness	säikeisyys
scaring	säikyttely
storing	säiliöinti
preservability	säilyvyys
clinical professor	työelämäprofessori
nose disease	nenätauti
farting	piereksiminen
being hidden	piileminen
being	piileskeleminen
becoming darker	pimeneminen
ringing	piriseminen
tearing	repiminen
revelling	revitteleminen
quarrelling	riiteleminen
christening	ristiminen
making excuses	selitteleminen
sorting out	selvitteleminen
cleaning	siistiminen
painting	siveleminen
pretending	teeskenteleminen
youing	teititteleminen
sealing	tilkitseminen
pulling	veteleminen
luring	vietteleminen
driving wild	villitseminen
tuning	viritteleminen
whistling	vihelteleminen
galloping	nelistäminen
squaring	neliöiminen
liquefying	nesteyttäminen
becoming liquid	nesteytyminen
blowing	niistäminen
naming	nimeäminen
pinching	nipistäminen
shaking	nykyttäminen
making lace	nyplääminen
spraining	nyrjähtäminen
jiggling	nytkyttäminen
twitching	nytkähtäminen
sobbing	nyyhkyttäminen
stealing	nyysiminen
nodding	nyökähtäminen
decorating	nyörittäminen
wilting	näivettäminen
plucking	näppäileminen
flicking	näpäyttäminen
offended	närkästyminen
having heartburn	närästäminen
snapping	näpsäyttäminen
déjà vu	entiselämys
scratching	naarmuttaminen
marrying	naittaminen
gnawing	nakertaminen
ordering	nakittaminen
throwing	nakkaaminen
throwing	nakkeleminen
clicking	naksauttaminen
knocking	nakuttaminen
nagging	nalkuttaminen
tapping	napauttaminen
covering	napeeraaminen
buttoning	napittaminen
catching	nappaaminen
tapping	naputtaminen
tapping	naputteleminen
creaking	narahtaminen
using narcotics	narkkaaminen
making	narskahtaminen
grinding	narskuttaminen
fooling	naruttaminen
studding	nastoittaminen
succeeding	natsaaminen
nailing	naulaaminen
laughing	naurahtaminen
making	naurattaminen
enjoying	nautiskeleminen
neutralizing	neutraloiminen
advising	neuvominen
curtseying	niiaaminen
sniffling	niiskuttaminen
riveting	niittaaminen
hiccuping	nikottaminen
hiccuping	nikotteleminen
snapping	niksahtaminen
limping	nilkuttaminen
nitpicking	nipottaminen
snipping	nipsahtaminen
bundling	niputtaminen
grating	nirskuttaminen
stapling	nitominen
spraining	niukahtaminen
bundling	nivominen
softening	pehmittäminen
becoming covered	peittyminen
scaring	pelästyttäminen
embanking	pengertäminen
demanding	penääminen
being inherited	periytyminen
dunning	perääminen
being	pettyminen
lengthening	pidentyminen
abstaining	pidättäytyminen
building	pielestäminen
growing	pienentyminen
turning milk	piimittäminen
tweeting	piipittäminen
circling	piirittäminen
peeking	pilkistäminen
crying	pillittäminen
growing cloudy	pilvistyminen
concealing	pimittäminen
pushing	pinnistäminen
perking up	piristyminen
refreshing	piristäminen
marking	pisteittäminen
poking	pistäminen
longer	pitkittyminen
prolonging	pitkittäminen
registering	rekisteröiminen
revelling	rellestäminen
rupturing	repeäminen
tearing	repäiseminen
torn	revittäminen
rupturing	revähtäminen
rhyming	riimittäminen
taking	riistäminen
breaking loose	riistäytyminen
sufficing	riittäminen
shriving	ripittäminen
crossbreeding	risteytyminen
arranging	rivittäminen
callus	kallus
livestream	suoralähettää
streaming	suoralähetys
play	suoratoistaa
meticulous	säntillisyys
squirreling	säntäily
flinching	säpsähtely
jaggedness	särmikkyys
cracking	säröily
distortion	säröisyys
fidgeting	sätkyttely
collection	sävelmistö
even-tempered	sävyisyys
colorfulness	sävykkyys
decency	säädyllisyys
indecency	säädyttömyys
legislation	säädäntö
decency	säällisyys
code	säännöstö
prudence	säästeliäisyys
frugality	säästävyys
putting	säätiöinti
regulator	säätäjä
gunk	töhnä
canful	tölkillinen
ogling	töllistely
insulting	tölväisy
stomping	tömistely
stiff	tönkkä
nudging	tönäisy
blunderer	töppäilijä
blundering	töppäily
blundering	töppöily
behaving coarse	törkeily
dirtiness	törkyisyys
impacting	törmäily
bumper car	törmäilyauto
messing up	törppöily
behaving obnoxious	törttöily
pouty lip	töröhuuli
marking cone	tötsä
jumping	töyssähtely
jostling	töytäisy
key	avaintaa
keying	avainnus
chromakey	väriavainnus
edge detection	reunantunnistus
blend mode	sekoitustila
lane keeping assist	kaistanpitoavustin
prepress technician	painopinnanvalmistaja
equalization	taajuuskorjaus
posterization	posterisaatio
blur	sumennus
clearance	raivaus
helpmate	apumatti
double-click	kaksoisnapsauttaa
double-click	kaksoisnapsautus
double-tap	kaksoisnapauttaa
double tap	kaksoisnapautus
click	napsautus
acting pompous	tärkeily
calling	tädittely
peering	tähyily
sighting	tähystely
punch	tälli
dottedness	täpläisyys
destroying	tärvely
jolting	tärähtely
auntiness	tätimäisyys
filling	täydentely
complement	täydentäjä
objectivity	ulkokohtaisuus
hypocriticalness	ulkokultaisuus
foreignness	ulkomaalaisuus
uncommunicativeness	umpimielisyys
conviction	uskonvarmuus
New Objectivity	uusasiallisuus
incapability	uusavuttomuus
neoclassicism	uusklassisuus
functional illiteracy	uuslukutaidottomuus
likeness	yhdennäköisyys
simultaneity	yhtaikaisuus
rehabilitated	yhteiskuntakelpoisuus
joint	yhteisvastuullisuus
company partnership	yhtiökumppanuus
coincidence	yhtäaikaisuus
individualism	yksilökeskeisyys
individualness	yksilökohtaisuus
one	yksisilmäisyys
one-way	yksisuuntaisuus
detailedness	yksityiskohtaisuus
straightforwardness	yksiviivaisuus
universalness	yleispätevyys
popularness	yleistajuisuus
overage	yli-ikäisyys
superhumanity	yli-inhimillisyys
overtime	yliaikaisuus
extrasensory	yliaistillisuus
supernality	ylimaallisuus
oversteering	yliohjautuvuus
overemployment	ylityöllisyys
student	yläkoululainen
sudden steepness	äkkijyrkkyys
intellectualness	älyperäisyys
extract	uutos
you don't say	no älä
standard normal distribution	standardinormaalijakauma
provenance	omistajahistoria
observing	observoiminen
waiting	odotteleminen
thinning	ohentaminen
passing	ohittaminen
instructing	ohjeistaminen
programming	ohjelmoiminen
straightening	oikaiseminen
straightening	oikeneminen
straightening	oikominen
acting up	oikutteleminen
reaching out	ojentaminen
ditching	ojittaminen
feeling sick	oksettaminen
trimming	oksiminen
having	omaaminen
hogging	omiminen
sewing	ompeleminen
limping	onnahtaminen
hollowing	onteloiminen
guiding	opastaminen
learning	opetteleminen
opposing	opponoiminen
sprouting	orastaminen
orientating	orientoiminen
enslaving	orjuuttaminen
inclusion	osallistaminen
proving	osoittautuminen
presuming	otaksuminen
titling	otsikoiminen
ozonizing	otsonoiminen
competing	otteleminen
considering	oudoksuminen
making	oudoksuttaminen
having	ounasteleminen
defying	uhitteleminen
threatening	uhkaaminen
threatening	uhkaileminen
falling asleep	uinahtaminen
sleeping	uinuminen
casting	uisteleminen
threading	ujuttaminen
thundering	ukkostaminen
yelping	ulahtaminen
ownership history	omistushistoria
tabbouleh	tabbule
stake	teikki
teletex	teleteksi
madwort	terhi
forward contract	termiini
tester	testeri
ticket	tiketti
abuse	tinneristi
trim	trimmi
drizzle	vihme
strap	viileke
retroactiveness	taannehtivuus
reactionariness	taantumuksellisuus
toddler	taapertaja
tabulating	tabulointi
deliberateness	tahallisuus
unintendedness	tahattomuus
synchronizer	tahdistaja
tactlessness	tahdittomuus
dispositivity	tahdonvaltaisuus
involuntariness	tahdottomuus
stainedness	tahraisuus
magicalness	taianomaisuus
skillfulness	taidokkuus
skilllessness	taidottomuus
taipan	taipaani
bendiness	taipuisuus
inflexibility	taipumattomuus
inclinedness	taipuvaisuus
bendability	taipuvuus
unskilledness	taitamattomuus
interdisciplinarity	taiteidenvälisyys
doing	taiteilu
folding	taittelu
doing	taiturointi
heavenliness	taivaallisuus
travelling	taivaltaja
wondering	taivastelu
covering	taikinointi
taco shell	tacokuori
fell	Halti
tangledness	takkuisuus
maneuverer	taktikoija
maneuvering	taktikointi
tacticalness	taktisuus
person	talkoolainen
depositor	tallettaja
economicalness	taloudellisuus
tamer	taltuttaja
walk	taluttaja
walking	taluttelu
winter resistance	talvenkestävyys
oak forest	tammisto
stockiness	tanakkuus
thanatologist	tanatologi
dancer	tanhuaja
Danish translation	tanskannos
dance	tanssittaja
tantieme	tantieemi
older woman	tanttamaisuus
dating	tapailu
culturally	tapakristillisyys
accidentalness	tapaturmaisuus
making	tappiollisuus
patting	taputtelu
ranching	tarhaaja
setting	tariffointi
being	tarinallisuus
body	tarinasto
storyteller	tarinoija
pacer	tasa-astuja
padder	tassuttelija
full	täysikokoisuus
full number	täysilukuisuus
full-scale	täysimittaisuus
full	täysimääräisyys
fullness	täysinäisyys
full	täysipainoisuus
full-time	täysipäiväisyys
plenipotentiarity	täysivaltaisuus
quintessence	kvintessenssi
rumor	tornihuhu
inspectorate	tarkastamo
specifier	tarkennin
checker	tarkistaja
inattentiveness	tarkkaamattomuus
control room	tarkkaamo
attentiveness	tarkkaavaisuus
precise	tarkkakätisyys
sharp-eyed	tarkkanäköisyys
clearly delineated	tarkkarajaisuus
sharp-sighted	tarkkasilmäisyys
deliberateness	tarkoituksellisuus
appropriateness	tarkoituksenmukaisuus
meaninglessness	tarkoituksettomuus
tendentiousness	tarkoitusperäisyys
vigorousness	tarmokkuus
uselessness	tarpeettomuus
appurtenance	tarpeisto
mythicalness	tarunomaisuus
accessories	tarvikkeisto
equality	tasa-arvoisuus
coevality	tasaikäisyys
homogeneity	tasajakoisuus
evenly continuous	tasajatkuisuus
evenly sized	tasakokoisuus
homogeneity	tasakoosteisuus
uniform quality	tasalaatuisuus
uniform size	tasamittaisuus
balancedness	tasapainoisuus
unbalancedness	tasapainottomuus
even thickness	tasapaksuus
flat	tasapintaisuus
even	tasapituisuus
flat	tasapäisyys
even	tasarakeisuus
homogeneity	tasarakenteisuus
flat edge	tasareunaisuus
even pace	tasatahtisuus
republicanism	tasavaltalaisuus
equality	tasaveroisuus
equality	tasavertaisuus
well-matched	tasaväkisyys
evenly space	tasavälisyys
file extension	tiedostopääte
resistance	taudinkestävyys
tirelessness	tauottomuus
tabulating	taulukointi
Taurid	tauridi
diseasedness	tautisuus
spelling	tavailu
customariness	tavanmukaisuus
conventionalness	tavanomaisuus
unusualness	tavattomuus
reachability	tavoitettavuus
unavailability	tavoittamattomuus
reach	tavoittavuus
goal	tavoitteellisuus
theme	teemasto
artificialness	teennäisyys
unpretentiousness	teeskentelemättömyys
pretending	teeskentely
commissioning	teetto
commissioner	teettäjä
factory	tehdasmaisuus
power	tehoisuus
enhancer	tehostaja
ineffectiveness	tehottomuus
swaggering	teikarointi
technicality	teknisyys
texting	tekstailu
intertextuality	tekstienvälisyys
text transcription	tekstinnös
subtitler	tekstittäjä
word processor	teksturi
texturing	teksturointi
suspension	telasto
telemark landing	telemark-alastulo
telepathicness	telepaattisuus
television show	televisioshow
caper	telmijä
wrenching	tempaisu
temperamentalness	temperamenttisuus
tearing	tempoilu
temporalness	temporaalisuus
monkeying around	temppuilu
examiner	tentaattori
examiner	tenttaaja
theodicy	teodikea
theoreticalness	teoreettisuus
table hockey	pöytäjääkiekko
aspect	opastinkuva
repeater	toisto-opastin
automatic block signaling	suojastus
block	suojaväli
passing	junakohtaus
field device	kenttälaite
setpoint	asetusarvo
actual value	oloarvo
control difference variable	erosuure
cannon shooter	tykittäjä
sharpener	teroittaja
testator	testamenttaaja
earner	tienaaja
accountant	tilittäjä
demand	tivaaja
trumpet	toitottaja
scavenger	tonkija
executor	toteuttaja
pari-mutuel player	totoaja
trainer	treenaaja
doodler	tuhertaja
smudger	tuhrija
starer	tuijottaja
ruiner	turmelija
securer	turvaaja
blower	tuulettaja
stand-in	tuuraaja
rejecter	tyrmääjä
satisfier	tyydyttäjä
pusher	työntäjä
filler	täyttäjä
demander	vaatija
guard	vahtija
strengthener	vahvistaja
oppressor	vainoaja
botherer	vaivaaja
enlightener	valistaja
roller	valssaaja
redeemer	vapahtaja
accumulator	varaaja
thief	varastelija
guardian	varjelija
warping vessel	varppaaja
shipowner	varustaja
guesser	veikkaaja
hymn singer	veisaaja
tempter	viekoittelija
signaler	viestittäjä
celebrant	viettäjä
filer	viilaaja
squeak	vinguttaja
canary	visertäjä
procrastinator	vitkuttelija
tenant	vuokraaja
substitute	vuorottaja
dodger	väistäjä
colorer	värjääjä
recruiter	värvääjä
twister	vääntäjä
falsifier	vääristelijä
tenant	vuokranottaja
actuator	toimilaite
monitor	valvuri
line number	rivinumero
selection dial	sormipyörä
area	nolla-alue
stick-slip	tihkominen
askel askel	askel askeleelta
raising	nokittaminen
embarrassing	nolaaminen
making lithe	norjentaminen
standardizing	normittaminen
having	nostattaminen
sagging	notkahtaminen
sagging	notkuminen
picking up	noukkiminen
fetching	noutaminen
falling asleep	nukahtaminen
tufting	nukittaminen
pilling	nukkaaminen
feeling sleepy	nukuttaminen
sweeping	nuohoaminen
nodding	nuokkuminen
licking	nuolaiseminen
licking	nuoleskeleminen
decorating	nuorittaminen
rejuvenating	nuorruttaminen
noting	nuotittaminen
buckling	nurjahtaminen
cornering	nurkkaaminen
snuffing	nuuskaaminen
creasing	nuuttaaminen
wailing	uliseminen
walking	ulkoiluttaminen
extending	ulottuminen
yelping	ulvahtaminen
howling	ulvominen
closing	ummistaminen
forgetting	unhoittaminen
becoming forgotten	unohtuminen
grunting	urahtaminen
participating	urheileminen
grooving	urittaminen
grumbling	urputtaminen
daring	uskaltaminen
trusting	uskoutuminen
siccing	usuttaminen
hunching	uumoileminen
getting tired	uupuminen
toiling	uurastaminen
cutting	uurrostaminen
getting tired	uuvahtaminen
exhausting	uuvuttaminen
asking question	uteleminen
executor	täytäntöönpanija
water polo player	vesipalloilija
strutting	tepastelu
therapizing	terapointi
briskness	terhakkuus
blustering	terhentely
hedging	terminointi
terrazzo	terrasti
Tertiary	tertiääri
healthiness	terveellisyys
wholesomeness	tervehenkisyys
blade	terästö
acuteness	teräväjärkisyys
intense look	teräväkatseisuus
sharp-tongued	teräväkielisyys
sagacity	terävänäköisyys
sharp-witted	teräväpäisyys
sharp-worded	teräväsanaisuus
sharp-eyed	teräväsilmäisyys
testing	testailu
set	testistö
tetrachloroethene	tetrakloorieteeni
tetracycline	tetrasykliini
romping	teutarointi
subconsciousness	tiedostamattomuus
unconsciousness	tiedottomuus
dabbling	tieteily
computer	tietokoneavusteisuus
roadlessness	tiettömyys
being in the know	tietävyys
peering	tiirailu
compiling statistics	tilastointi
statisticalness	tilastollisuus
accountability	tilintekovelvollisuus
posting	tiliöinti
textile	tevavienti
textile	tevateollisuus
textile	tevanaketeollisuus
sublunar	kuunalinen
translunar	kuunylinen
past	menneinen
kaikki muna	kaikki munat samaan koriin
small dash	tilkkanen
knick-knack	tingeltangeli
strictness	tinkimättömyys
dishwasher	tiskari
tippling	tissuttelu
addressing	titulointi
straight-laced	tiukkapipoisuus
realisticness	todellisuudentajuisuus
escapism	todellisuuspakoisuus
authenticness	todenperäisyys
evidentiality	todisteellisuus
proving	todistelu
bungling	tohelointi
doctoring	tohtorointi
staggering	toikkarointi
fooling	toilailu
energeticness	toimekkuus
agency	toimijuus
certainty	toimintavarmuus
power	toimivaltuus
convalescence	toipilaisuus
reproduction	toisinnos
secondariness	toissijaisuus
repetitiveness	toistuvuus
hopefulness	toiveikkuus
wishing	toivottelu
nonsensicalness	tolkuttomuus
Tolstoyism	tolstoilaisuus
briskness	tomeruus
tonality	tonaliteetti
tonic water	tonikki
screwing	tonttuilu
gutsiness	topakkuus
centre-back	toppari
calming	toppuuttelu
toremifene	toremifeeni
dozing off	torkahtelu
torpedoing	torpedointi
tortellini	tortelliini
behaving stupidly	torveilu
moron	torvelo
energeticness	toimeliaisuus
glide slope	liukupolku
glide angle	liukukulma
false alarm	virhehälytys
hauki on kala	hauki on kala
emulate	tehdä islannit
toasting	paahtaminen
shingling	paanuttaminen
gabbling	paapattaminen
becoming hardened	paatuminen
getting upset	pahastuminen
worsening	pahentaminen
worsening	pahentuminen
petting	paijaaminen
localizing	paikallistaminen
locating	paikantaminen
patching	paikkaaminen
parking	paikoittaminen
herding	paimentaminen
rushing	painaltaminen
print	painattaminen
pressurizing	paineistaminen
coercing	painostaminen
highlighting	painottaminen
emphasize	painottuminen
sinking	painuminen
throwing	paiskaaminen
frying	paistaminen
pattering	pajattaminen
bursting	pakahtuminen
freezing	pakastaminen
frozen	pakastuminen
working	pakertaminen
writing	pakinoiminen
fattening	paksuntaminen
fattening	paksuntuminen
returning	palaaminen
recovering	palautuminen
feeling cold	paleleminen
shaving	palhoaminen
reveal	paljastuminen
rewarding	palkitseminen
playing	palloileminen
throwing	pallottaminen
kicking	pallotteleminen
plaiting	palmikoiminen
palpating	palpoiminen
columnizing	palstoittaminen
worshipping	palvominen
design science	suunnittelutiede
lahar	lahari
almond	toscakakku
humourlessness	tosikkomaisuus
totalitarianism	totalitaarisuus
graveness	totisuus
Totonac	totonaakki
obeying	tottelu
unaccustomedness	tottumattomuus
accustomedness	tottuneisuus
