deir siad	abraid
green hide	amhsheithe
first light	amhscarthanach
mercenary	amhsaine
suspicious	amhrasán
hooliganism	amhasóireacht
hooligan	amhasóir
rough	amhchaoin
sharp	amhnas
gloaming	amhdhorchacht
inarticulateness	amhlabhra
lacking	amhluath
tribulation	amhluadh
semblance	amhlachas
crude	amhlabhrach
corrupt matter	anagal
breed	anaicme
annelid	anailid
aniline	anailín
analysis	anailísiú
systems analyst	anailísí córas
analytic	anailíseach
unseasonable weather	anaimsir
heedless	anaireach
anal	anasach
aneroid	anaróideach
anharmonic	anarmónach
of yore	anallód
wash	anallas
prodigal	anaisteach
anastigmat	anaistiogmat
anastigmatic	anaistiogmatach
obscurity	anaithne
anandrous	anandrach
gloomy expression	anaoibh
joyless	anaoibhinn
unhappiness	anaoibhneas
youthfulness	anaostacht
anaphase	anapas
ascomycete	ascaimícéit
ceithre	ceathair déag
rashness	andánacht
rash	andána
non-native	andúchasach
improbability	andóigh
improbable	andóch
presumption	andóchas
presumptuous	andóchasach
craving	andúil
addict	andúileach
eroticism	anghrá
erotic	anghrách
fierce warrior	anghlonn
fierce	anghlonnach
strange	anghlór
angiogram	angagram
angiosperm	angaispeirm
angiospermic	angaispeirmeach
angioplasty	angaplaiste
bog rosemary	andraiméid
androspore	andraspór
SIM card	cárta SIM
insistent	ceartaiseach
customer	custaiméir
exhalation	asanálú
exhale	asanálaigh
vicuna	viciúna
vibrissa	vibreas
devotee	vóitín
vole	vól
vomer bone	vómar
polling	vótaíocht
voter	vótálaí
utopian	útóipeach
utopia	útóipe
Unitarian	Úinitéireach
Huguenot	Úgónach
drunkard	druncaeir
parish	paróiste
trochlear	ulógach
break again	athbhris
extrovert	eisdíritheach
bat	eitleog leathair
enzyme	einsím
enzymatic	einsímeach
bovine spongiform encephalopathy	einceifealapaite spúinseach bhólachta
globe artichoke	bliosán cruinn
Jerusalem artichoke	bliosán gréine
running sore	easpa reatha
owner	úinéir
whitebeam	bíoma bán
wonder	amhra
anapest	anaipéist
bad condition	anaiste
weak	anbhann
pulmonary artery	artaire scamhógach
coronary artery	artaire corónach
suit of armour	armúr colainne
drug addiction	andúil i ndrugaí
cranberry sauce	anlann mónóg
restless	anbhuaineach
enfeeble	anbhainnigh
restlessness	anbhuain
bondage	anbhroid
shameless	anbhal
excess	anbharr
conceit	anbharúil
conceited	anbharúlach
treachery	anbhrath
unnatural	anbhroic
antidromic	antadromach
servitude	ansclábhaíocht
tyrannical	anlathach
tyranny	anlathas
vice	anlocht
deadbeat	anluascach
surfeit	anlucht
overload	anluchtaigh
tyranny	anstró
immovable	anscuithe
love	ansacht
droll	anstrólaí
drollery	anstrólaíocht
pass crisis	aothaigh
tweet	tvuít
tweet	tvuíteáil
cofounder	comhbhunaitheoir
founder	fondúir
rough land	andairneacht
utter	andorchacht
drone	andord
deformed	anchruthach
deformed	in anchruth
extravagance	anchaitheamh
wretchedness	anchaoi
in a bad way	ar anchaoi
in a bad way	in anchaoi
malevolent	anchroíoch
excessive amount	anchuid
bad	anchuma
huge amount	anmhórán
huge	anmhór
mischievous	anmhailíseach
lust	anmhacnas
distorted	anchumtha
tyrannical	anchumhacht
pus	angadh
in	in angaid
purulence	angaíocht
purulent	angaíoch
monkfish	anglait
hanger-on	angarúinneach
distressed	angarach
craving	anrachán
unlucky	anrathach
quantity	anrud
anthracene	antraicéin
anthracite	antraicít
anthropological	antraipeolaíoch
anthropologist	antraipeolaí
anthropology	antraipeolaíocht
anthropoid	antrapóideach
late	antráthach
inconsiderate	antuisceanach
lack	antuiscint
inopportune	antráth
anthrax	antrasc
antherozoid	antrasóideach
weight	antrom
above	anuasana
disrespect	anurraim
overweening pride	anuabhar
arrogant	anuaibhreach
arrogance	anuaill
hysterical crying	anuaill chaointe
evil hour	anuair
lowliness	anuaisleacht
overweening	anuallach
ignoble	anuasal
unready	anullamh
disobedience	anumhlaíocht
disobedient	anumhal
wedding-goer	aoi bainise
motor unit	aonad mótair
gambolling	aoibheall
pleasant	aoibheallach
pleasant	aoibhill
dung	aoileach
shepherd	aoirigh
heed	aoidh
fold	aoile
jejunum	aoineán
fine spell	aoinle
Friday	aointeach
white mansion	aolbhrugh
limestone	aolchloch
fair skin	aolchneas
stalagmite	aolchoinneal
white body	aolchorp
fair hand	aolchrobh
stalactite	aolchuisne
lime	aoldath
whitewash	aoldathaigh
lime	aolgheal
whitewashing	aolghealadh
liming	aoladh
limewater	aoluisce
adult	aosach
young people	aosóga
satirizing	aorachas
satiric	aorach
ploughing	arathar
battlefield	páirc an áir
solitary	aonraic
isolate	aonraigh
single-track	aonraonach
lesser celandine	aonscoth
individual	aonán
individual	aonánach
destruction	argain
bitterly cold	argail
argument	argaimint
argentite	argaintít
arginine	argainín
destructive	arganach
arginase	arganáis
funnel	tonnadóir
gimlet	gimléad
intranet	inlíon
ochre	ócar
ochre	ócair
landlord	tábhairneoir
innkeeper	óstóir
porcupine	torcán
mosquito	muiscít
-er	-éir
superstition	piseog
Gaelophone	Gaeilgeoir
rule over	tiarnaigh
van	veain
veranda	vearanda
varnish	vearnais
varnishing	vearnaiseáil
veronal	vearónach
voltameter	voltaiméadar
voltmeter	voltmhéadar
vaseline	veasailín
vector	veicteoir
vectorial	veicteoireach
playing	veidhleadóireacht
velour	veiliúr
volt-ampere	voltaimpéar
voile	voil
vizier	visír
vitamin	vitimín
vitriol	vitrial
vermicelli	veirmisilí
vertebrate	veirteabrach
vertebra	veirteabra
running sore	íbhil reatha
running sore	easpa silidh
running	silidh
claim	éiligh
silk	éadach síoda
scaraoid	éadach tábla
scaraoid	éadach boird
scaraoid	éadach cláir
hasty	araiciseach
coffeecake	císte caife
Rinne	Rinn
ideologic	idé-eolaíoch
ideologist	idé-eolaí
coyote	cadhóit
strength	urrúntacht
strong	urrúnta
ultramarine	ultramairín
ultramarine	ultramairíneach
ultrametamorphism	ultrameiteamorfacht
ultramontane	ultramontánach
ultrasonic	ultrasonach
trough fault	umaréasc
confidence	urrúsacht
hand	crobh
geranium	crobh fola
chimney pot	croca simléir
chimney pot	pota simléir
Montagu's harrier	cromán liath
cromán na	cromán na gcearc
marsh harrier	cromán móna
braxy	crithir fola
sugar sifter	criathar siúcra
framework	creatchruth
throat	craos foirnéise
experimental physics	fisic thrialach
physical	fisiceach
fisic adamhach	fisic adamhach
particle physics	fisic cháithníní
quantum physics	fisic thurgnamhach
Gael	Donn
tú	breast tú
é	breast é
hyperbaric	hipearbarach
hypermarket	hipearmhargadh
hyperlink	hipearnasc
hyperspace	hipearspás
video nasty	físghránnán
videotext	fístéacs
curser	mallaitheoir
maledictory	mallachtach
ar an	ar an gcuma chéanna
ar an	ar an mbealach céanna
distribution channel	bealach imdháilte
apparently	de réir cuma
apparently	de réir cosúlachta
apparently	de réir dealraimh
likeness	cosúlacht
sheen	dealramh
at any rate	ar aon chuma
at any rate	ar chuma ar bith
windowpane	pána fuinneoige
windowpane	gloine fuinneoige
bad	drochairgead
forested	foraoiseach
prophesied	tairngeartach
prophetic	fáidhiúil
prophet	fáistineach
attack	forrán
formidable	forránta
violent	forránach
Maighdine Beannaithe	Maighdean Bheannaithe
garden gnome	abhaicín gairdín
Laotian	Laosach
Eden	Éidin
Garden of Eden	Gairdín Éidin
Garden of Eden	Gairdín Pharthais
yellow	barrbhuí
truncated	barrscoite
yellowish	leathbhuí
tapering	barrchaol
ringleted	barrchas
wide	barrleathan
tip-tilted	barrchrochta
giddy	barréadrom
green	barrghlas
sharp	barrghéar
wet	barrfhliuch
solace	sólás
near	i gcóngar
wealth	saibhreas
charge	muirear
d’fhonn is go	d'fhonn is go
d’fhonn	d'fhonn
before him	roimis
helmet	cafarr
halfpenny	leathphingin
sedentary	neamhaistreach
unoccupied	neamhaistearach
i ndiaidh do chinn	i ndiaidh do chinn
opinionated	barúlach
would like	ba mhaith le
daily	laethúil
explain	mínigh
infectious disease	ulpóg
motorbicycle	gluaisrothar
explanation	míniú
little man	firín
little bird	éinín
pence	pingne
Bearbha	Bearbha
lark	fuiseog
sweetness	milseacht
new milk	leamhnacht
anyone	aon neach
blackberry	sméar
news	scéala
manikin	abhaicín
horses	eachra
birds	éanlaith
phrase	abairtín
tamarind	tamarain
mud	lathach
blow	béim
course	réim
clever	cliste
role	ról
pillar	tuir
spring roll	rollóg earraigh
foreword	réamhrá
harmonics	armónaic
spell	briocht
spellwork	breachtradh
mercury	bíchearb
whale	míol mór
Donegal	Tír Chonaill
northwesterly	thiar thuaidh
soap	gallúnach
touchy	nimhneachán
painfulness	nimhneachas
bilirubin	bilearúibin
biliverdin	biliveirdin
plough	céachta
confinement	cacht
Alp	Alpa
Cloughaneely	Cloich Cheann Fhaola
untamed	neamhcheansaithe
appease	ceansaigh
tuigeann Tadhg Taidhgín	Tadhg
paste	paist
fake news	bréagnuacht
Franciscan	Proinsiasach
Aigéin Atlantaigh	Aigéan Atlantach
Alsáise	Alsáis
Baváire	Baváir
Caesarean	Caesarach
Eustachian	Eostach
Arctic Circle	Ciorcal Artach
Europeanism	Eorpachas
ashes	gríos
weather map	léarscáil aimsire
weather map	mapa aimsire
flail	súiste
strong	colpach
snood	lusna
Colombian	Colómach
Midsummer Night	Oíche Fhéile Eoin
Y	Y-chrómosóm
Midsummer Day	Lá Fhéile Eoin
Oblate	Oblátach
Chláir	Clár
Dúin	Dún
Kildare	Cill Dara
Tyrone	Eoghanach
Eucharist	Eocairist
Irish	Gaeilgeoireacht
Irish-American	Gael-Mheiriceánach
Irish	Gall-Ghael
Gothic	Gotais
janissary	Ianasóir
Jehovah	Iáivé
Judas	Iúdás
leak	brathaire sceithe
Mohammedanism	Mahamadachas
Halloween	Oíche Shamhna
Rudhraigheachta	Rudhraigheacht
Rúraíochta	Rúraíocht
Sistine	Sistíneach
siren	Síréana
Tudor	Túdarach
Tibetan	Tibéadach
Caucasian	Cugasach
adenocarcinoma	adanacarcanóma
adenovirus	adanaivíreas
John the Baptist	Eoin Baiste
Tuscan	Tuscánach
York	Eabhrac
virtuous	suáilceach
virtuousness	suáilceas
trouble	trioblóid
point	ponc séimhithe
lenition	séimhiú
bear	mathúin
branch	beangán
branching	beangánach
Greco-Roman	Gréag-Rómhánach
Greco-	Gréag-
Roman balance	meá Rómhánach
Roman numeral	uimhir Rómhánach
thoracic aorta	aorta tóracsach
weighbridge	droichead meáite
land bridge	droichead talún
rope bridge	droichead rópa
pontoon bridge	droichead pontúin
pontoon	pontún
drawbridge	droichead tógála
footbridge	droichead coise
footbridge	droichead coisithe
suspension bridge	droichead crochta
swing bridge	droichead lúdrach
swing bridge	luascdhroichead
bridgebuilding	tógáil droichead
bridgebuilding	déanamh droichead
gun deck	deic ghunnaí
dihedral	déhéidreach
dihedron	déhéadrán
Heirseagaivéin	Boisnia agus an Heirseagaivéin
polonaise	polannach
adenoma	adanóma
-oma	-óma
Kazakh	Casacach
begging	bacachas
is í	isí
periodical	tréimhseachán
periodic	tréimhsiúil
cattle	táin
seasonal	tréimhseach
stagnant pool	lodán
mushroom	muisiriúnach
Sean-Róimhe	Sean-Róimh
French Guiana	Guáin na Fraince
Mara Beiring	Muir Bheiring
break	maidhm
act	gníomhra
hinge	lúdrach
standing stone	gallán
prostitute	bean choiteann
prostitute	bean sráide
maturity	inmhe
reluctant	drogallach
aversion	drogall
lumpy	cnapánach
surname	sloinne
mule	miúil
operating system	córas oibriúcháin
researcher	taighdeoir
research	taighde
dhroichid chustaim	droichead custaim
angle	cúinne
physics	gníomheolaíocht
puffed up	i mborr le
time bomb	buama ama
plundering	sladach
cheap bargain	sladchonradh
cheap bargain	sladmhargadh
dirt-cheap	ar shladmhargadh
sacrifice price	sladphraghas
price	praghas
plundering	sladaíocht
wale	fústa
drake	bardal
dullard	daoi
asthmatic	asmach
dry	triomachánaí
dotted line	líne poncanna
highest point	buaic
gan	gan on
on fire	le thine
boghole	caoth
crossing over	tairmtheacht
wisp	dlaíóg
tomboy	cailín báire
petting	peataireacht
Saxon	Sacsana
brass	prás
fall in with	tit isteach le
pygostyle	pígistíl
piggin	pigín
Leinster	Laighin
vulture	garrfhiach
trade union	ceardchumann
botch	abach a dhéanamh ar
active matrix	maitrís bheo
lifeform	beathachruth
whiskey	beathuisce
nourishing	beathúil
vital	beath-
vital force	beathfhórsa
animate	beoigh
fleshworm	fríd
withered	críon
personal property	díleas
dear	dílis
golden	órga
shady	scáthach
Anglo-Indian	Angla-Indiach
lefthander	ciotóg
French Revolution	Réabhlóid na Fraince
Anglo-Norman	Nua-Ghall
Hawaii	Haváí
Norman	Normannach
Liberian	Libéarach
Sami	Laplainnis
Sami	Laplannach
Sami	Laplainnise
Tudor	Túdar
Nazarene	Nasarthach
Nordic	Nordach
Nicaraguan	Nicearaguach
Aigéin Artaigh	Aigéan Artach
Aigéin Indiaigh	Aigéan Indiach
Aigéin Antartaigh	Aigéan Antartach
Aigéin Chiúin	Aigéan Ciúin
fat	blonag
pudding	maróg
eelgrass	meilsceánach
spare tyre	bonn breise
spare tyre	roth breise
finally	faoi dheireadh
rejoice	fáiltigh
Ottoman	Otamánach
Flemish	Pléimeannach
Pomeranian	Pomaránach
Pomeranian	Pomaerach
Anglo-Norman	Sean-Ghall
Punic	Púnach
Austrian	Ostarach
Prussian	Prúiseach
once upon a time	fadó fadó
first mate	céad mháta
fawn	buídhonn
os cionn talún	os cionn talún
os cionn talaimh	os cionn talaimh
openly	os ard
brown ale	leann donn
brownish	donn-
yellowish brown	donnbhuí
reddish brown	donndearg
ecstasy	sceitimíní
botanist	luibheolaí
i dteannta a chéile	i dteannta a chéile
fix	i dteannta
brown bread	arán donn
brown bread	arán rua
bread sauce	anlann aráin roiste
brown bread	caiscín
roach	róiste
homebaked	arán baile
render	roiseálaí
rip	roiseadh
white bread	arán bán
brown bread	arán geal
cornbread	arán buí
pennywort	arán glas
raisin bread	arán rísíní
gingerbread	arán sinséir
raisin	rísín
new bread	arán úr
breadboard	clár aráin
quarrelsome	bruíonach
quarrelsomeness	bruíonachas
crush	brúdán
Utopia	Útóipe
Eve	Éabha
piece	boim
cook	cócaire
ar	ar olca le
Platonic	Platónach
platonic	platónach
Normainne	Normainn
Hittite	Hitis
Hittite	Hitise
Naomh-Impireachta Rómhánaí	Naomh-Impireacht Rómhánach
Hebridean	Inse Ghall
crooked	bacánach
hinge joint	alt bacánach
unjointed	neamh-altach
Ungthaigh	Ungthach
Laplainne	Laplainn
Antarctic Peninsula	Leithinis Antartaice
Fraince	Léigiún Coigríochach na Fraince
Libéire	Libéir
legion	léigiún
strange	coigríochach
caffeine	caiféin
high tea	tae beag
griddle	grideall
lessen	beagaigh
iodine	iaidín
Etruscan	Éatrúscach
Yemeni	Éimineach
Yemen	Éimin
Republic of Yemen	Poblacht Éimin
historian	seanchaí
leispiach	LADT
tenth	deachú
mix	suaith
aperiodic	neamhthréimhsiúil
periodic	peiriadach
ophthalmia	oftailme
Hail Mary	Áivé Máiria
Tibéide	Tibéad
Tibetan	Tibéidis
Tibéide	Tibéid
Tréimhse Neoilití	Tréimhse Neoiliteach
Tuscáine	Tuscáin
Hellenist	Heilléanaí
Hellenic	Heilléanach
slaked lime	aol sceite
slaked lime	aol teilgthe
Hellenism	Heilléanachas
Hellenism	Gréagachas
biting	greamannach
Sino-Tibetan	Sín-Tibéidis
Sino-Tibetan	Sín-Tibéadach
zirconium	siorcóiniam
Prúise	Prúis
Sapphic	Safach
Papuan	Papuach
Jurassic	Iúrasach
Javan	Iávach
Iberian	Ibéarach
Gallo-Roman	Gall-Rómhánach
Greek	Gréagach
Khmer	Ciméarach
stammering	gotach
black tea	tae dubh
white tea	tae geal
tea-things	taeghréithe
tea-urn	taechoire
linchpin	dealg acastóra
axlebox	bosca acastóra
linchpin	tairne aisil
linchpin	lispin
Tréimhse Iúrasaí	Tréimhse Iúrasach
Myanmar	Maenmar
Nepal	Neipeal
hIbéire	Leithinis na hIbéire
Graonlainne	Graonlainn
Róimhe	Eaglais na Róimhe
reputation	dea-cháil
reputation	droch-cháil
piano accordion	cairdín pianó
piano accordion	pianóchairdín
aesthetic	aeistéitiúil
likely	dócha
in addition	le cois
ars an	arsan
pledge	i ngeall
abstract	coimriú
sigh	ochlán
Aontais Eorpaigh	Aontas Eorpach
French-Canadian	Ceanadach Francach
Caitliceachas Rómhánach	Caitliceachas Rómhánach
Canadian French	Fraincis Cheanada
T-junction	T-acomhal
gnosis	gnóis
breathe out	easanálaigh
on board	ar bord
b’éigint	b'éigint
cleverness	gliceas
hole	ábhach
Polainéise	Polainéise
e-mail	r-phost
Aithne	Aithin
French Alps	Alpa na Fraince
Norman Conquest	Concas na Normannach
Colóimbe	Colóimbe
Colóime	Colóim
Kurdish	Coirdíneach
Cordastáine	Cordastáin
Anglo-Catholic	Angla-Caitliceach
Cambodian	Cambóidis
Ursa Major	Béar Mór
Borneo	Boirneo
Tibetan Plateau	Ardchlár na Tibéide
barbaric	barbarach
Barbary	Barbarach
ruche	rúise
imprecation	eascaine
Barbaire	Barbaire
Súdáine Theas	Súdáin Theas
Bruiséile	Bruiséal
Ceres	Ceiréas
condition	coinníoll
Commonwealth of Nations	Comhlathas
neuter	neamhinscneach
neuter gender	neamhinscne
noise	frum fram
guilt	ciontacht
canister	ceanastar
fixed	sprioc-
set time	sprioc-am
deadline	spriocdháta
Alban	Garbhchríocha na hAlban
Latinization	Laidiniú
Korean Peninsula	Leithinis na Cóiré
April Fools' Day	Lá Aibreáin
April Fools' Day	Lá na nAmadán
Leathinse Balcánaí	Leathinis Bhalcánach
Anatóile	Anatóile
Anatóile	Leithinis na hAnatóile
peninsula	leithinis
pagan	págánta
paganism	págántacht
prod	prioc
in	i gceann
reconstruction	athdhéanamh
poor construction	leathdhéanamh
deal	lámhdhéanamh
ornamenting	imdhéanamh
malformation	mídhéanamh
prefabrication	réamhdhéanamh
constitution	comhdhéanamh
osculum	óisín
crádh	crádh
Ursa Minor	Béar Beag
must	bí ar
steal away	éalaigh
slip	sleamhnaigh
put away	i dtaisce
treasure	taisce
cuireann	cuir i dtaisce
chuir i dtaisce	chuir i dtaisce
look for	cuardaigh
talk	futa fata
jersey	geirsí
compact disc	ceirnín dlúth
Ulsterwoman	bean Ultach
Sino-	Sín-
Éireann	Tuaisceart na hÉireann
Balcán	Leithinis na mBalcán
Araibe	Leithinis na hAraibe
horseshoe	crú
young	stócach
public service	seirbhís phoiblí
civilization	sibhialtacht
shuttle service	seirbhís tointeála
civil	sibhialta
annular eclipse	urú fáinneach
buckbean	báchrán
utopianism	útóipeachas
ureo-	úiréa-
ureo-	úiréi-
eco-	éicea-
aerospace	aeraspás
Sami	Sáimis
Sami	Sámach
Nepali	Neipealach
Nymphaea alba	bacán bán
ring finger	sisile
hoy	hóigh
fuck	feisigh
gum tree	crann guma
oculist	lia súl
oculist	súil-lia
ration	raisín
appointed	do choinne
prodigality	caifeachas
desirous	mianúil
Croatian	Crótach
pig	alpachán
café	caifé
epaulet	guailleog
boxty	bacstaí
stick	cipín
aim	cuspóir
direction	díriú
table	lárscaraoid
Islamophobia	Ioslamafóibe
housemaid	cailín tí
housemaid	cailín aimsire
corrupt	éilligh
litter	easraigh
